dataset,paradigm,win_ms,n_codes,vocab_size,seed,fold,accuracy,macro_f1,kappa,compression_ratio,mean_token_ms
sleep_edf,Sleep,250,64,4096,789,3,0.8595056179775281,0.6291070538109971,0.7155523176636925,1.302279156098985,23804.420008426918
sleep_edf,Sleep,250,64,4096,789,4,0.800292477835664,0.5862689402116892,0.6252782365035163,1.302279156098985,23804.420008426918
sleep_edf,Sleep,250,64,4096,2024,0,0.7409967260822117,0.5384635144476433,0.5435061556670345,1.302279156098985,23804.420008426918
sleep_edf,Sleep,250,64,4096,2024,1,0.8628799851259645,0.6448553747967131,0.7196622457088508,1.302279156098985,23804.420008426918
sleep_edf,Sleep,250,64,4096,2024,2,0.8218496683861459,0.6276944617910845,0.6828214702850206,1.302279156098985,23804.420008426918
sleep_edf,Sleep,250,64,4096,2024,3,0.7812332439678285,0.5749647873898934,0.5943029140691336,1.302279156098985,23804.420008426918
sleep_edf,Sleep,250,64,4096,2024,4,0.807100482017056,0.6171819429897113,0.6624117540195602,1.302279156098985,23804.420008426918
sleep_edf,Sleep,500,64,4096,42,0,0.8128038154636339,0.6220342981716134,0.6606490299807496,1.3471676227812113,22083.369208785974
sleep_edf,Sleep,500,64,4096,42,1,0.7608695652173914,0.547696188585327,0.5796213447182343,1.3471676227812113,22083.369208785974
sleep_edf,Sleep,500,64,4096,42,2,0.7690742624618515,0.549795297389988,0.569082192789574,1.3471676227812113,22083.369208785974
sleep_edf,Sleep,500,64,4096,42,3,0.7878365831012071,0.5793438450849135,0.6094937073526774,1.3471676227812113,22083.369208785974
sleep_edf,Sleep,500,64,4096,42,4,0.721061597776383,0.5437253839881067,0.5364518656121503,1.3471676227812113,22083.369208785974
sleep_edf,Sleep,500,64,4096,123,0,0.7090760276464169,0.5313619563924251,0.5067874243412567,1.3471676227812113,22083.369208785974
sleep_edf,Sleep,500,64,4096,123,1,0.7446080760095012,0.5519898108489156,0.5730558961271701,1.3471676227812113,22083.369208785974
sleep_edf,Sleep,500,64,4096,123,2,0.7853498542274052,0.5972017832966724,0.6266698681914795,1.3471676227812113,22083.369208785974
sleep_edf,Sleep,500,64,4096,123,3,0.8298415011841865,0.6086167614312303,0.6696211708170134,1.3471676227812113,22083.369208785974
sleep_edf,Sleep,500,64,4096,123,4,0.8273938084953204,0.6198515613724291,0.657375756645787,1.3471676227812113,22083.369208785974
sleep_edf,Sleep,500,64,4096,456,0,0.8157241379310345,0.5619598575883038,0.6194488552165593,1.3471676227812113,22083.369208785974
sleep_edf,Sleep,500,64,4096,456,1,0.750337260545013,0.5123653840404448,0.519263090519823,1.3471676227812113,22083.369208785974
sleep_edf,Sleep,500,64,4096,456,2,0.7925381571509327,0.6073670170378809,0.6534474031517359,1.3471676227812113,22083.369208785974
sleep_edf,Sleep,500,64,4096,456,3,0.7706255666364461,0.584333582393681,0.5988829628111744,1.3471676227812113,22083.369208785974
sleep_edf,Sleep,500,64,4096,456,4,0.7664626906566809,0.577242161160205,0.6038155423142458,1.3471676227812113,22083.369208785974
sleep_edf,Sleep,500,64,4096,789,0,0.7133646495348623,0.5014080081931103,0.5006677594629432,1.3471676227812113,22083.369208785974
sleep_edf,Sleep,500,64,4096,789,1,0.79785431959345,0.6237223279841997,0.6469324679443768,1.3471676227812113,22083.369208785974
sleep_edf,Sleep,500,64,4096,789,2,0.7934408407320167,0.6275073505347213,0.6447566548982656,1.3471676227812113,22083.369208785974
sleep_edf,Sleep,500,64,4096,789,3,0.8077303370786517,0.57256713489716,0.6217446386413998,1.3471676227812113,22083.369208785974
sleep_edf,Sleep,500,64,4096,789,4,0.745727081619596,0.5402498335379295,0.5520935197889241,1.3471676227812113,22083.369208785974
sleep_edf,Sleep,500,64,4096,2024,0,0.7489086940705711,0.5306084243468115,0.5456217728304624,1.3471676227812113,22083.369208785974
sleep_edf,Sleep,500,64,4096,2024,1,0.8119364134981872,0.5940334529487482,0.6302309769783921,1.3471676227812113,22083.369208785974
sleep_edf,Sleep,500,64,4096,2024,2,0.7760685335298453,0.5885148804482598,0.622002712431811,1.3471676227812113,22083.369208785974
sleep_edf,Sleep,500,64,4096,2024,3,0.7563002680965147,0.5570721461362873,0.5535104115836595,1.3471676227812113,22083.369208785974
sleep_edf,Sleep,500,64,4096,2024,4,0.7794771968854283,0.5905198551198065,0.6227576873699339,1.3471676227812113,22083.369208785974
mental_arithmetic,Cognitive,250,64,4096,42,0,0.5285714285714286,0.5272743809545465,0.05714285714285716,1.1791922944310358,3286.1476608187136
mental_arithmetic,Cognitive,250,64,4096,42,1,0.5619047619047619,0.551490389079766,0.12380952380952381,1.1791922944310358,3286.1476608187136
mental_arithmetic,Cognitive,250,64,4096,42,2,0.5523809523809524,0.5403315946348733,0.10476190476190472,1.1791922944310358,3286.1476608187136
mental_arithmetic,Cognitive,250,64,4096,42,3,0.6095238095238096,0.6051907556859868,0.21904761904761905,1.1791922944310358,3286.1476608187136
