dataset,approach,approach_label,vocab_size,vocab_source,seed,paradigm,n_classes,chance_level,accuracy_mean,accuracy_std,accuracy_ci_low,accuracy_ci_high,macro_f1_mean,kappa_mean,compression_ratio,mean_token_len_ms,n_folds,n_trials,n_subjects,timestamp
sleep_edf,raw,Raw BPE (baseline),512,shared,42,Sleep,5,0.2,0.7942386293013364,0.04613899846523996,0.7505660377358491,0.8580599144079887,0.5655768579346262,0.6175956908260298,1.163,11.64,3,8256,3,2026-03-21T21:50:05.025739
sleep_edf,raw,Raw BPE (baseline),512,shared,123,Sleep,5,0.2,0.7931133773474309,0.04715198517509953,0.7475471698113209,0.8580599144079887,0.5639434739997974,0.6157548741543,1.163,11.64,3,8256,3,2026-03-21T21:50:05.029240
sleep_edf,raw,Raw BPE (baseline),512,shared,456,Sleep,5,0.2,0.7938613556628713,0.04628357797267058,0.7494339622641509,0.8577032810271041,0.56543303952971,0.6172052633762449,1.163,11.64,3,8256,3,2026-03-21T21:50:05.032238
sleep_edf,raw,Raw BPE (baseline),512,shared,789,Sleep,5,0.2,0.7939871418263934,0.04616302125650278,0.7498113207547169,0.8577032810271041,0.5650964229657031,0.6171979083605951,1.163,11.64,3,8256,3,2026-03-21T21:50:05.035238
sleep_edf,raw,Raw BPE (baseline),512,shared,2024,Sleep,5,0.2,0.7937219224637638,0.046551464679771566,0.7483018867924528,0.8577032810271041,0.5646879066671243,0.6167225279008947,1.163,11.64,3,8256,3,2026-03-21T21:50:05.038239
sleep_edf,downsample_64hz,Downsampled 64 Hz (H5),512,shared,42,Sleep,5,0.2,0.7264004164630776,0.11020684730907322,0.570566037735849,0.8065667380442539,0.4987557019588969,0.5187839101208468,1.226,19.29,3,8256,3,2026-03-21T21:51:45.293896
sleep_edf,downsample_64hz,Downsampled 64 Hz (H5),512,shared,123,Sleep,5,0.2,0.7262885318914445,0.10987222865042243,0.5709433962264151,0.8069236259814417,0.49700920262181675,0.5179585962670904,1.226,19.29,3,8256,3,2026-03-21T21:51:45.297897
sleep_edf,downsample_64hz,Downsampled 64 Hz (H5),512,shared,456,Sleep,5,0.2,0.726155328245422,0.11028632728772965,0.570188679245283,0.8047822983583156,0.4982803537478566,0.5176092813366077,1.226,19.29,3,8256,3,2026-03-21T21:51:45.300897
sleep_edf,downsample_64hz,Downsampled 64 Hz (H5),512,shared,789,Sleep,5,0.2,0.7246597958750467,0.11190138733023136,0.5664150943396227,0.8051391862955032,0.49488167332120875,0.5159929992343407,1.226,19.29,3,8256,3,2026-03-21T21:51:45.303896
sleep_edf,downsample_64hz,Downsampled 64 Hz (H5),512,shared,2024,Sleep,5,0.2,0.7273997125492588,0.10903930753752047,0.5732075471698114,0.8062098501070664,0.49861140355759836,0.5194999326374611,1.226,19.29,3,8256,3,2026-03-21T21:51:45.306897
sleep_edf,envelope_8_30hz,Envelope adaptive bands (H6),512,shared,42,Sleep,5,0.2,0.7771415113839596,0.052965769215579515,0.7060377358490566,0.833095577746077,0.5316654439615368,0.5820759154129075,1.181,18.6,3,8256,3,2026-03-21T21:53:28.602361
sleep_edf,envelope_8_30hz,Envelope adaptive bands (H6),512,shared,123,Sleep,5,0.2,0.777453986258532,0.051488689408715295,0.7101886792452831,0.8195386981583357,0.5298298870391609,0.5816447363789288,1.181,18.6,3,8256,3,2026-03-21T21:53:28.609861
sleep_edf,envelope_8_30hz,Envelope adaptive bands (H6),512,shared,456,Sleep,5,0.2,0.7782227745357551,0.04957496732799188,0.7132075471698113,0.8334522111269614,0.5315749634095721,0.5826043002207545,1.181,18.6,3,8256,3,2026-03-21T21:53:28.613361
sleep_edf,envelope_8_30hz,Envelope adaptive bands (H6),512,shared,789,Sleep,5,0.2,0.779126201964433,0.051753122846878434,0.710566037735849,0.8355920114122682,0.5337484842706769,0.5846935218552466,1.181,18.6,3,8256,3,2026-03-21T21:53:28.616360
sleep_edf,envelope_8_30hz,Envelope adaptive bands (H6),512,shared,2024,Sleep,5,0.2,0.778161108319317,0.051613909850664455,0.7098113207547169,0.834522111269615,0.5316347151944093,0.5830724164939659,1.181,18.6,3,8256,3,2026-03-21T21:53:28.619360
sleep_edf,spectral_500ms,STFT log-PSD 1000 ms (H7),512,shared,42,Sleep,5,0.2,0.7465927795062951,0.12140385500769396,0.5977175463623395,0.8950943396226415,0.5674281160765123,0.5845252464593909,1.72,823.33,3,8256,3,2026-03-21T21:55:37.332759
sleep_edf,spectral_500ms,STFT log-PSD 1000 ms (H7),512,shared,123,Sleep,5,0.2,0.7469495825913818,0.12125907313456591,0.598074179743224,0.8950943396226415,0.5678635569648969,0.5850190341080768,1.72,823.33,3,8256,3,2026-03-21T21:55:37.336758
sleep_edf,spectral_500ms,STFT log-PSD 1000 ms (H7),512,shared,456,Sleep,5,0.2,0.7464738168605659,0.12140360541881502,0.5977175463623395,0.8950943396226415,0.5674810712340896,0.5844823973329089,1.72,823.33,3,8256,3,2026-03-21T21:55:37.339758
sleep_edf,spectral_500ms,STFT log-PSD 1000 ms (H7),512,shared,789,Sleep,5,0.2,0.7476700971314489,0.1212706945587387,0.6486564688017492,0.8954716981132075,0.5682405849489687,0.5860613128769399,1.72,823.33,3,8256,3,2026-03-21T21:55:37.342758
sleep_edf,spectral_500ms,STFT log-PSD 1000 ms (H7),512,shared,2024,Sleep,5,0.2,0.7463548542148367,0.12140358897120712,0.5977175463623395,0.8950943396226415,0.5670686632635843,0.5842157806607727,1.72,823.33,3,8256,3,2026-03-21T21:55:37.346258
sleep_edf,delta_quant,Delta (Δ amplitude) BPE (H8),512,shared,42,Sleep,5,0.2,0.7266666575730829,0.17017010000417812,0.4875089221984297,0.869472182596291,0.5083909358332166,0.5499108868823123,1.081,10.84,3,8256,3,2026-03-21T21:56:32.725154
sleep_edf,delta_quant,Delta (Δ amplitude) BPE (H8),512,shared,123,Sleep,5,0.2,0.7257555581056013,0.17400762766484212,0.48108493932905066,0.8708987161198288,0.5129947257658914,0.5511690335301834,1.081,10.84,3,8256,3,2026-03-21T21:56:32.728654
sleep_edf,delta_quant,Delta (Δ amplitude) BPE (H8),512,shared,456,Sleep,5,0.2,0.7274585398385321,0.16730599195354418,0.4925053533190578,0.8691155492154067,0.5116051705779284,0.5503921094944648,1.081,10.84,3,8256,3,2026-03-21T21:56:32.732154
sleep_edf,delta_quant,Delta (Δ amplitude) BPE (H8),512,shared,789,Sleep,5,0.2,0.727175946928155,0.17282904218000095,0.4842969307637402,0.8723252496433668,0.5122618713062758,0.5520855628181094,1.081,10.84,3,8256,3,2026-03-21T21:56:32.735155
sleep_edf,delta_quant,Delta (Δ amplitude) BPE (H8),512,shared,2024,Sleep,5,0.2,0.7272820262072086,0.16978338191393091,0.48857958600999285,0.8691155492154067,0.5090878840160256,0.5507482598588621,1.081,10.84,3,8256,3,2026-03-21T21:56:32.738155
sleep_edf,multiband_alpha_beta,Multi-band Envelope θ/α/β (H9),512,shared,42,Sleep,5,0.2,0.7496463333687663,0.02427025730461048,0.7173584905660378,0.77587437544611,0.41532565622853285,0.48621224108103434,1.273,12.53,3,8256,3,2026-03-21T22:00:51.804274
sleep_edf,multiband_alpha_beta,Multi-band Envelope θ/α/β (H9),512,shared,123,Sleep,5,0.2,0.7498084362955945,0.02694724370000438,0.7132075471698113,0.7773019271948608,0.41336997466477393,0.48568253483743895,1.273,12.53,3,8256,3,2026-03-21T22:00:51.807774
sleep_edf,multiband_alpha_beta,Multi-band Envelope θ/α/β (H9),512,shared,456,Sleep,5,0.2,0.7514364086430825,0.024622060318473967,0.7177358490566038,0.77587437544611,0.4172361722492917,0.4889745310109146,1.273,12.53,3,8256,3,2026-03-21T22:00:51.811274
sleep_edf,multiband_alpha_beta,Multi-band Envelope θ/α/β (H9),512,shared,789,Sleep,5,0.2,0.7486739919453518,0.02396548701537385,0.7162264150943396,0.7733761598857959,0.41398008176455897,0.48554793491990494,1.273,12.53,3,8256,3,2026-03-21T22:00:51.814274
sleep_edf,multiband_alpha_beta,Multi-band Envelope θ/α/β (H9),512,shared,2024,Sleep,5,0.2,0.7492985529758146,0.02800444889965592,0.7113207547169811,0.7780157030692362,0.41688109935466144,0.4862729228941358,1.273,12.53,3,8256,3,2026-03-21T22:00:51.817273
mental_arithmetic,raw,Raw BPE (baseline),512,shared,42,Cognitive,2,0.5,0.4666666666666666,0.08164965809277261,0.36666666666666664,0.5666666666666667,0.4454003693134128,-0.06666666666666665,1.355,2.71,3,90,3,2026-03-21T22:00:56.284318
mental_arithmetic,raw,Raw BPE (baseline),512,shared,123,Cognitive,2,0.5,0.45555555555555555,0.0785674201318386,0.4000000000000001,0.5666666666666667,0.4283076286037653,-0.08888888888888886,1.355,2.71,3,90,3,2026-03-21T22:00:56.287317
mental_arithmetic,raw,Raw BPE (baseline),512,shared,456,Cognitive,2,0.5,0.45555555555555555,0.0785674201318386,0.4000000000000001,0.5666666666666667,0.4283076286037654,-0.08888888888888886,1.355,2.71,3,90,3,2026-03-21T22:00:56.290317
mental_arithmetic,raw,Raw BPE (baseline),512,shared,789,Cognitive,2,0.5,0.45555555555555555,0.0785674201318386,0.4000000000000001,0.5666666666666667,0.4283076286037654,-0.08888888888888886,1.355,2.71,3,90,3,2026-03-21T22:00:56.293317
mental_arithmetic,raw,Raw BPE (baseline),512,shared,2024,Cognitive,2,0.5,0.45555555555555555,0.08314794192830981,0.38888888888888884,0.5666666666666667,0.43317494042131727,-0.08888888888888886,1.355,2.71,3,90,3,2026-03-21T22:00:56.296320
mental_arithmetic,downsample_64hz,Downsampled 64 Hz (H5),512,shared,42,Cognitive,2,0.5,0.4444444444444445,0.06285393610547088,0.4000000000000001,0.5333333333333333,0.4392372333548804,-0.11111111111111109,1.175,18.4,3,90,3,2026-03-21T22:00:56.807679
mental_arithmetic,downsample_64hz,Downsampled 64 Hz (H5),512,shared,123,Cognitive,2,0.5,0.43333333333333335,0.04714045207910316,0.4000000000000001,0.5,0.4271370650047121,-0.1333333333333333,1.175,18.4,3,90,3,2026-03-21T22:00:56.810678
mental_arithmetic,downsample_64hz,Downsampled 64 Hz (H5),512,shared,456,Cognitive,2,0.5,0.4444444444444445,0.06285393610547088,0.4000000000000001,0.5333333333333333,0.43711619263089857,-0.11111111111111109,1.175,18.4,3,90,3,2026-03-21T22:00:56.813678
mental_arithmetic,downsample_64hz,Downsampled 64 Hz (H5),512,shared,789,Cognitive,2,0.5,0.4444444444444445,0.06285393610547088,0.4000000000000001,0.5333333333333333,0.43711619263089857,-0.11111111111111109,1.175,18.4,3,90,3,2026-03-21T22:00:56.816679
mental_arithmetic,downsample_64hz,Downsampled 64 Hz (H5),512,shared,2024,Cognitive,2,0.5,0.45555555555555555,0.0785674201318386,0.4000000000000001,0.5666666666666667,0.44958375411806784,-0.08888888888888886,1.175,18.4,3,90,3,2026-03-21T22:00:56.819678
mental_arithmetic,envelope_8_30hz,Envelope adaptive bands (H6),512,shared,42,Cognitive,2,0.5,0.5222222222222223,0.0684934889218775,0.43333333333333335,0.6,0.5164565566679026,0.04444444444444443,1.162,18.17,3,90,3,2026-03-21T22:00:57.461206
mental_arithmetic,envelope_8_30hz,Envelope adaptive bands (H6),512,shared,123,Cognitive,2,0.5,0.5333333333333333,0.05443310539518172,0.4666666666666666,0.6,0.5277777777777777,0.06666666666666665,1.162,18.17,3,90,3,2026-03-21T22:00:57.465205
mental_arithmetic,envelope_8_30hz,Envelope adaptive bands (H6),512,shared,456,Cognitive,2,0.5,0.5444444444444444,0.0415739709641549,0.5,0.6,0.5387034977135089,0.08888888888888886,1.162,18.17,3,90,3,2026-03-21T22:00:57.468205
mental_arithmetic,envelope_8_30hz,Envelope adaptive bands (H6),512,shared,789,Cognitive,2,0.5,0.5444444444444444,0.0415739709641549,0.5,0.6,0.5387034977135089,0.08888888888888886,1.162,18.17,3,90,3,2026-03-21T22:00:57.471205
mental_arithmetic,envelope_8_30hz,Envelope adaptive bands (H6),512,shared,2024,Cognitive,2,0.5,0.5222222222222223,0.0684934889218775,0.43333333333333335,0.6,0.5164565566679026,0.04444444444444443,1.162,18.17,3,90,3,2026-03-21T22:00:57.474206
mental_arithmetic,spectral_500ms,STFT log-PSD 1000 ms (H7),512,shared,42,Cognitive,2,0.5,0.5222222222222223,0.05665577237325315,0.4666666666666666,0.6,0.4811032105149753,0.04444444444444443,1.35,662.14,3,90,3,2026-03-21T22:00:58.263066
mental_arithmetic,spectral_500ms,STFT log-PSD 1000 ms (H7),512,shared,123,Cognitive,2,0.5,0.5222222222222223,0.05665577237325315,0.4666666666666666,0.6,0.4811032105149753,0.04444444444444443,1.35,662.14,3,90,3,2026-03-21T22:00:58.266065
mental_arithmetic,spectral_500ms,STFT log-PSD 1000 ms (H7),512,shared,456,Cognitive,2,0.5,0.5222222222222223,0.05665577237325315,0.4666666666666666,0.6,0.4811032105149753,0.04444444444444443,1.35,662.14,3,90,3,2026-03-21T22:00:58.269065
mental_arithmetic,spectral_500ms,STFT log-PSD 1000 ms (H7),512,shared,789,Cognitive,2,0.5,0.5222222222222223,0.05665577237325315,0.4666666666666666,0.6,0.4811032105149753,0.04444444444444443,1.35,662.14,3,90,3,2026-03-21T22:00:58.272065
mental_arithmetic,spectral_500ms,STFT log-PSD 1000 ms (H7),512,shared,2024,Cognitive,2,0.5,0.5222222222222223,0.05665577237325315,0.4666666666666666,0.6,0.4811032105149753,0.04444444444444443,1.35,662.14,3,90,3,2026-03-21T22:00:58.275065
mental_arithmetic,delta_quant,Delta (Δ amplitude) BPE (H8),512,shared,42,Cognitive,2,0.5,0.38888888888888884,0.10999438818457406,0.2991666666666667,0.5333333333333333,0.35219080596591357,-0.22222222222222218,1.151,2.3,3,90,3,2026-03-21T22:01:01.180099
mental_arithmetic,delta_quant,Delta (Δ amplitude) BPE (H8),512,shared,123,Cognitive,2,0.5,0.41111111111111115,0.10999438818457406,0.26666666666666666,0.5333333333333333,0.38852303742009625,-0.17777777777777773,1.151,2.3,3,90,3,2026-03-21T22:01:01.185105
mental_arithmetic,delta_quant,Delta (Δ amplitude) BPE (H8),512,shared,456,Cognitive,2,0.5,0.39999999999999997,0.10886621079036347,0.3111111111111111,0.5333333333333333,0.38078224020561485,-0.19999999999999996,1.151,2.3,3,90,3,2026-03-21T22:01:01.188099
mental_arithmetic,delta_quant,Delta (Δ amplitude) BPE (H8),512,shared,789,Cognitive,2,0.5,0.41111111111111115,0.10999438818457406,0.26666666666666666,0.5333333333333333,0.38852303742009625,-0.17777777777777773,1.151,2.3,3,90,3,2026-03-21T22:01:01.191098
mental_arithmetic,delta_quant,Delta (Δ amplitude) BPE (H8),512,shared,2024,Cognitive,2,0.5,0.39999999999999997,0.10886621079036347,0.26666666666666666,0.5333333333333333,0.3710932449903039,-0.19999999999999996,1.151,2.3,3,90,3,2026-03-21T22:01:01.194098
mental_arithmetic,multiband_alpha_beta,Multi-band Envelope θ/α/β (H9),512,shared,42,Cognitive,2,0.5,0.4777777777777778,0.05665577237325315,0.4000000000000001,0.5333333333333333,0.4717799221475692,-0.04444444444444443,1.242,2.46,3,90,3,2026-03-21T22:01:03.466137
mental_arithmetic,multiband_alpha_beta,Multi-band Envelope θ/α/β (H9),512,shared,123,Cognitive,2,0.5,0.4666666666666666,0.04714045207910316,0.4000000000000001,0.5,0.45967975379740084,-0.06666666666666665,1.242,2.46,3,90,3,2026-03-21T22:01:03.470636
mental_arithmetic,multiband_alpha_beta,Multi-band Envelope θ/α/β (H9),512,shared,456,Cognitive,2,0.5,0.4666666666666666,0.04714045207910316,0.4000000000000001,0.5,0.4596797537974009,-0.06666666666666665,1.242,2.46,3,90,3,2026-03-21T22:01:03.473636
mental_arithmetic,multiband_alpha_beta,Multi-band Envelope θ/α/β (H9),512,shared,789,Cognitive,2,0.5,0.4777777777777778,0.05665577237325315,0.4000000000000001,0.5333333333333333,0.4717799221475692,-0.04444444444444443,1.242,2.46,3,90,3,2026-03-21T22:01:03.476635
mental_arithmetic,multiband_alpha_beta,Multi-band Envelope θ/α/β (H9),512,shared,2024,Cognitive,2,0.5,0.4777777777777778,0.05665577237325315,0.4000000000000001,0.5333333333333333,0.4717799221475692,-0.04444444444444443,1.242,2.46,3,90,3,2026-03-21T22:01:03.479636
epfl_p300,raw,Raw BPE (baseline),512,ds-specific,42,P300,2,0.5,0.660108024691358,0.005476492888340428,0.6556712962962963,0.6678240740740741,0.48294622030893003,-0.023690582021610746,1.369,0.67,3,5184,3,2026-03-21T22:02:36.046591
epfl_p300,raw,Raw BPE (baseline),512,ds-specific,123,P300,2,0.5,0.65991512345679,0.006415235010924366,0.6550925925925926,0.6689814814814815,0.4832053612738266,-0.023032854869031578,1.369,0.67,3,5184,3,2026-03-21T22:02:36.050090
epfl_p300,raw,Raw BPE (baseline),512,ds-specific,456,P300,2,0.5,0.65991512345679,0.005715868977634674,0.6545138888888888,0.6678240740740741,0.4828358359781653,-0.023860805397116325,1.369,0.67,3,5184,3,2026-03-21T22:02:36.053090
epfl_p300,raw,Raw BPE (baseline),512,ds-specific,789,P300,2,0.5,0.6606867283950617,0.0059830487728668455,0.6550925925925926,0.6654079861111111,0.48399025642484245,-0.02155903795205753,1.369,0.67,3,5184,3,2026-03-21T22:02:36.056091
epfl_p300,raw,Raw BPE (baseline),512,ds-specific,2024,P300,2,0.5,0.6606867283950617,0.0059830487728668455,0.6550925925925926,0.6689814814814815,0.4836408217223454,-0.02234345785959957,1.369,0.67,3,5184,3,2026-03-21T22:02:36.059090
epfl_p300,downsample_64hz,Downsampled 64 Hz (H5),512,ds-specific,42,P300,2,0.5,0.6689814814814814,0.008505172717997162,0.6585648148148148,0.6793981481481483,0.5021412825717781,0.015898791942158524,1.152,18.02,3,5184,3,2026-03-21T22:03:22.612998
epfl_p300,downsample_64hz,Downsampled 64 Hz (H5),512,ds-specific,123,P300,2,0.5,0.6691743827160493,0.00857488841469629,0.6579861111111112,0.6788194444444443,0.5019330255061573,0.01535770572948203,1.152,18.02,3,5184,3,2026-03-21T22:03:22.616999
epfl_p300,downsample_64hz,Downsampled 64 Hz (H5),512,ds-specific,456,P300,2,0.5,0.6705246913580246,0.007325168806345497,0.6603009259259259,0.6770833333333334,0.5024099436198189,0.015905774613737284,1.152,18.02,3,5184,3,2026-03-21T22:03:22.619998
epfl_p300,downsample_64hz,Downsampled 64 Hz (H5),512,ds-specific,789,P300,2,0.5,0.6707175925925926,0.007335321505336225,0.6614583333333334,0.6793981481481483,0.5025643847594089,0.016122620695260197,1.152,18.02,3,5184,3,2026-03-21T22:03:22.622998
epfl_p300,downsample_64hz,Downsampled 64 Hz (H5),512,ds-specific,2024,P300,2,0.5,0.6691743827160495,0.007967544918234318,0.6579861111111112,0.6759259259259259,0.5018560426208108,0.015251452693797907,1.152,18.02,3,5184,3,2026-03-21T22:03:22.625998
epfl_p300,envelope_8_30hz,Envelope adaptive bands (H6),512,ds-specific,42,P300,2,0.5,0.6574074074074074,0.009485563929895247,0.6452546296296297,0.6684027777777778,0.4880283548169539,-0.0112051414547093,1.397,21.78,3,5184,3,2026-03-21T22:04:14.967995
epfl_p300,envelope_8_30hz,Envelope adaptive bands (H6),512,ds-specific,123,P300,2,0.5,0.6577932098765432,0.008793419228427043,0.6464120370370371,0.6678240740740741,0.48822763339530956,-0.010892287541898193,1.397,21.78,3,5184,3,2026-03-21T22:04:14.971482
epfl_p300,envelope_8_30hz,Envelope adaptive bands (H6),512,ds-specific,456,P300,2,0.5,0.6587577160493828,0.009043756303804797,0.6464120370370371,0.6658950617283951,0.48951731067942267,-0.008400844110539615,1.397,21.78,3,5184,3,2026-03-21T22:04:14.974982
epfl_p300,envelope_8_30hz,Envelope adaptive bands (H6),512,ds-specific,789,P300,2,0.5,0.6577932098765432,0.008456909805857591,0.6464120370370371,0.6666666666666666,0.48893085774659434,-0.00934161490683231,1.397,21.78,3,5184,3,2026-03-21T22:04:14.978482
epfl_p300,envelope_8_30hz,Envelope adaptive bands (H6),512,ds-specific,2024,P300,2,0.5,0.6577932098765432,0.009263277163227588,0.6458333333333334,0.6684027777777778,0.4889255937917853,-0.00932404181184665,1.397,21.78,3,5184,3,2026-03-21T22:04:14.981482
epfl_p300,spectral_500ms,STFT log-PSD 1000 ms (H7),512,ds-specific,42,P300,2,0.5,0.6591435185185185,0.009832287760319943,0.6452546296296297,0.6666666666666666,0.49804709736863234,0.010820779850223672,1.135,580.33,3,5184,3,2026-03-21T22:05:00.290153
epfl_p300,spectral_500ms,STFT log-PSD 1000 ms (H7),512,ds-specific,123,P300,2,0.5,0.6574074074074073,0.009002516890106503,0.6446759259259259,0.6637731481481481,0.49628533341843584,0.007593197087567856,1.135,580.33,3,5184,3,2026-03-21T22:05:00.293652
epfl_p300,spectral_500ms,STFT log-PSD 1000 ms (H7),512,ds-specific,456,P300,2,0.5,0.6587577160493826,0.009652774693824678,0.6452546296296297,0.6672453703703703,0.49682921222214843,0.008213129057599708,1.135,580.33,3,5184,3,2026-03-21T22:05:00.296655
epfl_p300,spectral_500ms,STFT log-PSD 1000 ms (H7),512,ds-specific,789,P300,2,0.5,0.6579861111111112,0.010101101436408997,0.6440972222222222,0.6678240740740741,0.4969835983057833,0.008942771232782643,1.135,580.33,3,5184,3,2026-03-21T22:05:00.299652
epfl_p300,spectral_500ms,STFT log-PSD 1000 ms (H7),512,ds-specific,2024,P300,2,0.5,0.6583719135802468,0.010569157046144086,0.6435185185185185,0.6672453703703703,0.49627544160132353,0.007135151707650074,1.135,580.33,3,5184,3,2026-03-21T22:05:00.302651
epfl_p300,delta_quant,Delta (Δ amplitude) BPE (H8),512,ds-specific,42,P300,2,0.5,0.6572145061728395,0.008133938519408948,0.6493055555555556,0.6635802469135803,0.49056329480898686,-0.005411617123836014,1.318,0.64,3,5184,3,2026-03-21T22:06:25.894258
epfl_p300,delta_quant,Delta (Δ amplitude) BPE (H8),512,ds-specific,123,P300,2,0.5,0.657986111111111,0.00897768231344141,0.6487268518518519,0.6701388888888888,0.4910561918446506,-0.0046264459809836804,1.318,0.64,3,5184,3,2026-03-21T22:06:25.901257
epfl_p300,delta_quant,Delta (Δ amplitude) BPE (H8),512,ds-specific,456,P300,2,0.5,0.6576003086419754,0.008574888414696327,0.6498842592592593,0.6695601851851852,0.49112430691036374,-0.004286965979542072,1.318,0.64,3,5184,3,2026-03-21T22:06:25.904257
epfl_p300,delta_quant,Delta (Δ amplitude) BPE (H8),512,ds-specific,789,P300,2,0.5,0.6579861111111112,0.0077784896426141914,0.6521990740740741,0.6689814814814815,0.49036058536120075,-0.006195521942698197,1.318,0.64,3,5184,3,2026-03-21T22:06:25.907757
epfl_p300,delta_quant,Delta (Δ amplitude) BPE (H8),512,ds-specific,2024,P300,2,0.5,0.6574074074074074,0.006992503456941294,0.6516203703703703,0.6672453703703703,0.4906829358067759,-0.00522853052070571,1.318,0.64,3,5184,3,2026-03-21T22:06:25.910757
epfl_p300,multiband_alpha_beta,Multi-band Envelope θ/α/β (H9),512,ds-specific,42,P300,2,0.5,0.6637731481481481,0.0009450191908885987,0.6626157407407407,0.6649305555555556,0.49394846439367807,-0.0005977442536810873,1.823,0.93,3,5184,3,2026-03-21T22:07:45.191935
epfl_p300,multiband_alpha_beta,Multi-band Envelope θ/α/β (H9),512,ds-specific,123,P300,2,0.5,0.6633873456790124,0.0019096247948710828,0.6608796296296297,0.6655092592592593,0.4930249564886842,-0.002515223368298125,1.823,0.93,3,5184,3,2026-03-21T22:07:45.195435
epfl_p300,multiband_alpha_beta,Multi-band Envelope θ/α/β (H9),512,ds-specific,456,P300,2,0.5,0.6641589506172839,0.0019096247948710793,0.6614583333333334,0.6655092592592593,0.49451378078819164,0.0005244568639065269,1.823,0.93,3,5184,3,2026-03-21T22:07:45.198435
epfl_p300,multiband_alpha_beta,Multi-band Envelope θ/α/β (H9),512,ds-specific,789,P300,2,0.5,0.6626157407407408,0.0020596215763949354,0.6608796296296297,0.6655092592592593,0.49152365170286755,-0.005571805683641277,1.823,0.93,3,5184,3,2026-03-21T22:07:45.201936
epfl_p300,multiband_alpha_beta,Multi-band Envelope θ/α/β (H9),512,ds-specific,2024,P300,2,0.5,0.6633873456790124,0.0014435406584775924,0.6614583333333334,0.6649305555555556,0.49268279725494696,-0.003289079107034761,1.823,0.93,3,5184,3,2026-03-21T22:07:45.204935
ssvep_nakanishi,raw,Raw BPE (baseline),512,shared,42,SSVEP,12,0.0833,0.07777777777777778,0.00907218423253029,0.06666666666666667,0.08888888888888889,0.07556870808356102,-0.006060606060606026,1.212,4.67,3,540,3,2026-03-21T22:07:53.704168
ssvep_nakanishi,raw,Raw BPE (baseline),512,shared,123,SSVEP,12,0.0833,0.07037037037037037,0.018885257457751055,0.044444444444444446,0.08888888888888889,0.06816955569083467,-0.014141414141414158,1.212,4.67,3,540,3,2026-03-21T22:07:53.707667
ssvep_nakanishi,raw,Raw BPE (baseline),512,shared,456,SSVEP,12,0.0833,0.07407407407407407,0.015930231976004863,0.05555555555555555,0.09444444444444444,0.07232279001829169,-0.01010101010101013,1.212,4.67,3,540,3,2026-03-21T22:07:53.710667
ssvep_nakanishi,raw,Raw BPE (baseline),512,shared,789,SSVEP,12,0.0833,0.07777777777777777,0.01635511271542194,0.05555555555555555,0.09444444444444444,0.07687904451486946,-0.006060606060606062,1.212,4.67,3,540,3,2026-03-21T22:07:53.713667
ssvep_nakanishi,raw,Raw BPE (baseline),512,shared,2024,SSVEP,12,0.0833,0.06666666666666667,0.022680460581325723,0.03888888888888889,0.09444444444444444,0.0652208324849228,-0.018181818181818188,1.212,4.67,3,540,3,2026-03-21T22:07:53.716667
ssvep_nakanishi,downsample_64hz,Downsampled 64 Hz (H5),512,shared,42,SSVEP,12,0.0833,0.09444444444444444,0.031752644813856014,0.05000000000000001,0.12222222222222222,0.0859721179031847,0.012121212121212125,1.246,19.6,3,540,3,2026-03-21T22:07:58.075940
ssvep_nakanishi,downsample_64hz,Downsampled 64 Hz (H5),512,shared,123,SSVEP,12,0.0833,0.09629629629629628,0.029162992125969667,0.05555555555555555,0.12222222222222222,0.08740384068056693,0.014141414141414158,1.246,19.6,3,540,3,2026-03-21T22:07:58.079440
ssvep_nakanishi,downsample_64hz,Downsampled 64 Hz (H5),512,shared,456,SSVEP,12,0.0833,0.09074074074074075,0.03281489841975806,0.044444444444444446,0.11666666666666665,0.08118102071161536,0.008080808080808058,1.246,19.6,3,540,3,2026-03-21T22:07:58.082440
ssvep_nakanishi,downsample_64hz,Downsampled 64 Hz (H5),512,shared,789,SSVEP,12,0.0833,0.09074074074074075,0.029162992125969667,0.05000000000000001,0.11666666666666665,0.08124429758398057,0.008080808080808096,1.246,19.6,3,540,3,2026-03-21T22:07:58.085440
ssvep_nakanishi,downsample_64hz,Downsampled 64 Hz (H5),512,shared,2024,SSVEP,12,0.0833,0.09999999999999999,0.03542801198094257,0.05000000000000001,0.12777777777777777,0.09038161294064968,0.018181818181818188,1.246,19.6,3,540,3,2026-03-21T22:07:58.088440
ssvep_nakanishi,envelope_8_30hz,Envelope adaptive bands (H6),512,shared,42,SSVEP,12,0.0833,0.09074074074074073,0.021436735005167084,0.06111111111111111,0.1074999999999999,0.08104505373894536,0.008080808080808096,1.183,18.54,3,540,3,2026-03-21T22:08:03.115239
ssvep_nakanishi,envelope_8_30hz,Envelope adaptive bands (H6),512,shared,123,SSVEP,12,0.0833,0.08333333333333333,0.02400274332743652,0.05000000000000001,0.10555555555555556,0.07402378889462864,3.700743415417188e-17,1.183,18.54,3,540,3,2026-03-21T22:08:03.118238
ssvep_nakanishi,envelope_8_30hz,Envelope adaptive bands (H6),512,shared,456,SSVEP,12,0.0833,0.08148148148148149,0.02657907424890245,0.044444444444444446,0.10555555555555556,0.07289574831329056,-0.002020202020202033,1.183,18.54,3,540,3,2026-03-21T22:08:03.121239
