token_id,merge_level,length_base,duration_ms,dominant_freq_hz,spectral_entropy,hjorth_activity,hjorth_mobility,hjorth_complexity,band_delta,band_theta,band_alpha,band_beta,band_gamma
543,480,16,125.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544,481,16,125.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
545,482,4,31.25,11.58210487593933,1.301574289281613,0.0107421875,0.5685352436149612,1.865601444574912,0.0,0.0,0.0,0.0,0.5652173913043478
547,484,9,70.3125,21.438117664609553,0.9182958340544899,0.00154320987654321,1.052341140030171,1.0054535300173075,0.0,0.0,0.0,0.0,0.33333333333333304
548,485,6,46.875,13.06704314795249,1.301574289281613,0.009114583333333334,0.6414269805898185,1.3779954745128076,0.0,0.0,0.0,0.0,0.5652173913043477
549,486,4,31.25,22.178042346202343,0.9182958340544897,0.0029296875,1.0886621079036347,0.9742785792574934,0.0,0.0,0.0,0.0,0.33333333333333326
550,487,16,125.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551,488,5,39.0625,22.053155816871683,0.9182958340544897,0.0024999999999999996,1.0825317547305484,1.005662977687534,0.0,0.0,0.0,0.0,0.33333333333333326
552,489,16,125.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553,490,16,125.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
554,491,4,31.25,33.26706351930351,1.251629167387823,0.00390625,1.632993161855452,0.0,0.0,0.0,0.0,0.0,0.6666666666666667
555,492,16,125.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
556,493,32,250.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,494,16,125.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
560,497,4,31.25,11.58210487593933,1.301574289281613,0.0107421875,0.5685352436149612,1.865601444574912,0.0,0.0,0.0,0.0,0.5652173913043478
561,498,4,31.25,33.26706351930351,1.251629167387823,0.00390625,1.632993161855452,0.0,0.0,0.0,0.0,0.0,0.6666666666666667
562,499,4,31.25,15.498819766400542,1.1696378781237324,0.0419921875,0.7607965362099409,0.5269370242742678,0.0,0.0,0.0,0.0,0.4603174603174603
564,501,32,250.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,504,4,31.25,33.26706351930351,1.251629167387823,0.00390625,1.632993161855452,0.0,0.0,0.0,0.0,0.0,0.6666666666666667
568,505,4,31.25,15.498819766400542,1.1696378781237324,0.0419921875,0.7607965362099409,0.5269370242742678,0.0,0.0,0.0,0.0,0.4603174603174603
570,507,4,31.25,11.58210487593933,1.301574289281613,0.0107421875,0.5685352436149612,1.865601444574912,0.0,0.0,0.0,0.0,0.5652173913043478
574,511,16,125.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575,512,4,31.25,33.26706351930351,1.251629167387823,0.00390625,1.632993161855452,0.0,0.0,0.0,0.0,0.0,0.6666666666666667
577,514,4,31.25,15.498819766400542,1.1696378781237324,0.0419921875,0.7607965362099409,0.5269370242742678,0.0,0.0,0.0,0.0,0.4603174603174603
580,517,5,39.0625,22.053155816871683,0.9182958340544897,0.0024999999999999996,1.0825317547305484,1.005662977687534,0.0,0.0,0.0,0.0,0.33333333333333326
581,518,16,125.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
583,520,16,125.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,521,64,500.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,525,5,39.0625,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,526,6,46.875,13.06704314795249,1.301574289281613,0.009114583333333334,0.6414269805898185,1.3779954745128076,0.0,0.0,0.0,0.0,0.5652173913043477
590,527,4,31.25,33.26706351930351,1.251629167387823,0.00390625,1.632993161855452,0.0,0.0,0.0,0.0,0.0,0.6666666666666667
591,528,4,31.25,22.178042346202343,0.9182958340544897,0.0029296875,1.0886621079036347,0.9742785792574934,0.0,0.0,0.0,0.0,0.33333333333333326
592,529,32,250.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,530,4,31.25,33.26706351930351,1.251629167387823,0.00390625,1.632993161855452,0.0,0.0,0.0,0.0,0.0,0.6666666666666667
594,531,4,31.25,22.178042346202343,0.9182958340544897,0.0029296875,1.0886621079036347,0.9742785792574934,0.0,0.0,0.0,0.0,0.33333333333333326
597,534,6,46.875,14.741612816742855,1.2344977967946407,0.019097222222222227,0.7236272269866326,0.8637043724883855,0.0,0.0,0.0,0.0,0.5
598,535,5,39.0625,22.053155816871683,0.9182958340544897,0.0024999999999999996,1.0825317547305484,1.005662977687534,0.0,0.0,0.0,0.0,0.33333333333333326
600,537,5,39.0625,9.624786270806684,0.9807983646944296,0.035,0.472455591261534,1.4110673659011153,0.0,0.0,0.0,0.0,0.5813953488372092
601,538,4,31.25,15.498819766400542,1.1696378781237324,0.0419921875,0.7607965362099409,0.5269370242742678,0.0,0.0,0.0,0.0,0.4603174603174603
604,541,6,46.875,14.741612816742855,1.2344977967946407,0.019097222222222227,0.7236272269866326,0.8637043724883855,0.0,0.0,0.0,0.0,0.5
605,542,4,31.25,11.58210487593933,0.4854607607459134,0.0107421875,0.5685352436149612,1.865601444574912,0.0,0.0,0.0,0.0,0.8947368421052632
606,543,4,31.25,11.58210487593933,0.4854607607459134,0.0107421875,0.5685352436149612,1.865601444574912,0.0,0.0,0.0,0.0,0.8947368421052632
608,545,32,250.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,546,4,31.25,33.26706351930351,1.251629167387823,0.00390625,1.632993161855452,0.0,0.0,0.0,0.0,0.0,0.6666666666666667
610,547,16,125.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,549,4,31.25,22.178042346202343,0.9182958340544897,0.0029296875,1.0886621079036347,0.9742785792574934,0.0,0.0,0.0,0.0,0.33333333333333326
613,550,4,31.25,15.498819766400542,1.1696378781237324,0.0419921875,0.7607965362099409,0.5269370242742678,0.0,0.0,0.0,0.0,0.4603174603174603
615,552,4,31.25,13.581221810508401,1.2344977967946407,0.0234375,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.5
617,554,16,125.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,555,4,31.25,13.581221810508401,0.5689955935892811,0.0234375,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.9000000000000001
619,556,32,250.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,558,4,31.25,13.581221810508401,0.5689955935892811,0.0234375,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.9000000000000001
622,559,5,39.0625,9.624786270806684,0.9807983646944296,0.035,0.472455591261534,1.4110673659011153,0.0,0.0,0.0,0.0,0.5813953488372092
623,560,32,250.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,562,5,39.0625,7.564170041041565,0.8631205685666311,0.021249999999999998,0.37130532861625287,2.9319862226614473,0.0,0.0,0.0,0.0,0.7142857142857142
626,563,4,31.25,33.26706351930351,1.251629167387823,0.00390625,1.632993161855452,0.0,0.0,0.0,0.0,0.0,0.6666666666666667
627,564,16,125.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
628,565,5,39.0625,22.053155816871683,0.9182958340544896,0.009999999999999998,1.0825317547305484,1.005662977687534,0.0,0.0,0.0,0.0,0.33333333333333337
631,568,4,31.25,22.178042346202343,0.9182958340544897,0.0029296875,1.0886621079036347,0.9742785792574934,0.0,0.0,0.0,0.0,0.33333333333333326
634,571,4,31.25,33.26706351930351,1.251629167387823,0.00390625,1.632993161855452,0.0,0.0,0.0,0.0,0.0,0.6666666666666667
635,572,4,31.25,22.178042346202343,0.9182958340544896,0.01171875,1.0886621079036347,0.9742785792574934,0.0,0.0,0.0,0.0,0.33333333333333337
636,573,5,39.0625,22.053155816871683,0.9182958340544897,0.0024999999999999996,1.0825317547305484,1.005662977687534,0.0,0.0,0.0,0.0,0.33333333333333326
637,574,4,31.25,11.58210487593933,1.301574289281613,0.0107421875,0.5685352436149612,1.865601444574912,0.0,0.0,0.0,0.0,0.5652173913043478
639,576,4,31.25,15.498819766400542,1.1696378781237324,0.0419921875,0.7607965362099409,0.5269370242742678,0.0,0.0,0.0,0.0,0.4603174603174603
640,577,4,31.25,13.581221810508401,1.2344977967946407,0.0234375,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.5
641,578,4,31.25,13.581221810508401,1.2344977967946407,0.0234375,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.5
642,579,4,31.25,22.178042346202343,0.9182958340544897,0.0029296875,1.0886621079036347,0.9742785792574934,0.0,0.0,0.0,0.0,0.33333333333333326
646,583,32,250.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
647,584,4,31.25,22.178042346202343,0.9182958340544896,0.01171875,1.0886621079036347,0.9742785792574934,0.0,0.0,0.0,0.0,0.33333333333333337
648,585,6,46.875,14.741612816742855,1.2344977967946407,0.019097222222222227,0.7236272269866326,0.8637043724883855,0.0,0.0,0.0,0.0,0.5
649,586,5,39.0625,9.624786270806684,0.9807983646944296,0.035,0.472455591261534,1.4110673659011153,0.0,0.0,0.0,0.0,0.5813953488372092
654,591,4,31.25,15.498819766400542,1.1696378781237324,0.0419921875,0.7607965362099409,0.5269370242742678,0.0,0.0,0.0,0.0,0.4603174603174603
656,593,16,125.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,594,5,39.0625,7.564170041041565,0.8631205685666311,0.021249999999999998,0.37130532861625287,2.9319862226614473,0.0,0.0,0.0,0.0,0.7142857142857142
658,595,4,31.25,13.581221810508401,1.2344977967946407,0.0234375,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.5
659,596,4,31.25,22.178042346202343,0.9182958340544897,0.0029296875,1.0886621079036347,0.9742785792574934,0.0,0.0,0.0,0.0,0.33333333333333326
660,597,4,31.25,33.26706351930351,1.251629167387823,0.00390625,1.632993161855452,0.0,0.0,0.0,0.0,0.0,0.6666666666666667
661,598,5,39.0625,9.624786270806684,0.9807983646944296,0.035,0.472455591261534,1.4110673659011153,0.0,0.0,0.0,0.0,0.5813953488372092
662,599,32,250.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
663,600,5,39.0625,22.053155816871683,0.9182958340544897,0.0024999999999999996,1.0825317547305484,1.005662977687534,0.0,0.0,0.0,0.0,0.33333333333333326
665,602,4,31.25,22.178042346202343,0.9182958340544896,0.01171875,1.0886621079036347,0.9742785792574934,0.0,0.0,0.0,0.0,0.33333333333333337
666,603,5,39.0625,14.484282889943131,1.2344977967946407,0.021250000000000005,0.7109955737431513,0.7996326061803949,0.0,0.0,0.0,0.0,0.5
667,604,4,31.25,33.26706351930351,1.251629167387823,0.00390625,1.632993161855452,0.0,0.0,0.0,0.0,0.0,0.6666666666666667
669,606,4,31.25,11.58210487593933,0.4854607607459134,0.0107421875,0.5685352436149612,1.865601444574912,0.0,0.0,0.0,0.0,0.8947368421052632
671,608,4,31.25,11.58210487593933,0.4854607607459134,0.0107421875,0.5685352436149612,1.865601444574912,0.0,0.0,0.0,0.0,0.8947368421052632
672,609,4,31.25,15.498819766400542,1.1696378781237324,0.0419921875,0.7607965362099409,0.5269370242742678,0.0,0.0,0.0,0.0,0.4603174603174603
673,610,6,46.875,13.06704314795249,1.301574289281613,0.009114583333333334,0.6414269805898185,1.3779954745128076,0.0,0.0,0.0,0.0,0.5652173913043477
674,611,5,39.0625,22.053155816871683,0.9182958340544896,0.009999999999999998,1.0825317547305484,1.005662977687534,0.0,0.0,0.0,0.0,0.33333333333333337
675,612,4,31.25,13.581221810508401,1.2344977967946407,0.0234375,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.5
676,613,32,250.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,616,4,31.25,30.643369160404063,1.301574289281613,0.0107421875,1.5042028661807099,0.26651449208213035,0.0,0.0,0.0,0.0,0.5652173913043478
681,618,4,31.25,11.58210487593933,1.301574289281613,0.0107421875,0.5685352436149612,1.865601444574912,0.0,0.0,0.0,0.0,0.5652173913043478
682,619,4,31.25,15.498819766400542,1.1696378781237324,0.0419921875,0.7607965362099409,0.5269370242742678,0.0,0.0,0.0,0.0,0.4603174603174603
683,620,32,250.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,622,32,250.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687,624,4,31.25,33.26706351930351,1.251629167387823,0.00390625,1.632993161855452,0.0,0.0,0.0,0.0,0.0,0.6666666666666667
688,625,32,250.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
689,626,4,31.25,33.26706351930351,1.251629167387823,0.00390625,1.632993161855452,0.0,0.0,0.0,0.0,0.0,0.6666666666666667
690,627,5,39.0625,7.564170041041565,0.8631205685666311,0.021249999999999998,0.37130532861625287,2.9319862226614473,0.0,0.0,0.0,0.0,0.7142857142857142
691,628,5,39.0625,22.053155816871683,0.9182958340544897,0.0024999999999999996,1.0825317547305484,1.005662977687534,0.0,0.0,0.0,0.0,0.33333333333333326
695,632,5,39.0625,22.053155816871683,0.9182958340544896,0.009999999999999998,1.0825317547305484,1.005662977687534,0.0,0.0,0.0,0.0,0.33333333333333337
696,633,5,39.0625,7.564170041041565,0.8631205685666311,0.021249999999999998,0.37130532861625287,2.9319862226614473,0.0,0.0,0.0,0.0,0.7142857142857142
697,634,4,31.25,30.643369160404063,1.301574289281613,0.0107421875,1.5042028661807099,0.26651449208213035,0.0,0.0,0.0,0.0,0.5652173913043478
698,635,6,46.875,13.06704314795249,1.301574289281613,0.009114583333333334,0.6414269805898185,1.3779954745128076,0.0,0.0,0.0,0.0,0.5652173913043477
701,638,4,31.25,22.178042346202343,0.9182958340544897,0.0029296875,1.0886621079036347,0.9742785792574934,0.0,0.0,0.0,0.0,0.33333333333333326
702,639,32,250.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
703,640,5,39.0625,9.624786270806684,0.9807983646944296,0.035,0.472455591261534,1.4110673659011153,0.0,0.0,0.0,0.0,0.5813953488372092
705,642,4,31.25,11.58210487593933,0.4854607607459134,0.0107421875,0.5685352436149612,1.865601444574912,0.0,0.0,0.0,0.0,0.8947368421052632
707,644,4,31.25,15.498819766400542,1.1696378781237324,0.0419921875,0.7607965362099409,0.5269370242742678,0.0,0.0,0.0,0.0,0.4603174603174603
708,645,5,39.0625,14.484282889943131,1.2344977967946407,0.021250000000000005,0.7109955737431513,0.7996326061803949,0.0,0.0,0.0,0.0,0.5
709,646,4,31.25,22.178042346202343,0.9182958340544896,0.01171875,1.0886621079036347,0.9742785792574934,0.0,0.0,0.0,0.0,0.33333333333333337
710,647,4,31.25,30.643369160404063,1.301574289281613,0.0107421875,1.5042028661807099,0.26651449208213035,0.0,0.0,0.0,0.0,0.5652173913043478
711,648,4,31.25,22.178042346202343,0.9182958340544897,0.0029296875,1.0886621079036347,0.9742785792574934,0.0,0.0,0.0,0.0,0.33333333333333326
712,649,4,31.25,33.26706351930351,1.251629167387823,0.00390625,1.632993161855452,0.0,0.0,0.0,0.0,0.0,0.6666666666666667
713,650,4,31.25,13.581221810508401,1.2344977967946407,0.0234375,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.5
714,651,4,31.25,30.643369160404063,1.301574289281613,0.0107421875,1.5042028661807099,0.26651449208213035,0.0,0.0,0.0,0.0,0.5652173913043478
715,652,4,31.25,22.178042346202343,0.9182958340544897,0.0029296875,1.0886621079036347,0.9742785792574934,0.0,0.0,0.0,0.0,0.33333333333333326
716,653,5,39.0625,22.57212460476192,1.251629167387823,0.00875,1.1080065755348978,0.5131154057822237,0.0,0.0,0.0,0.0,0.6666666666666667
717,654,5,39.0625,22.053155816871683,0.9182958340544897,0.0024999999999999996,1.0825317547305484,1.005662977687534,0.0,0.0,0.0,0.0,0.33333333333333326
718,655,5,39.0625,14.484282889943131,1.2344977967946407,0.021250000000000005,0.7109955737431513,0.7996326061803949,0.0,0.0,0.0,0.0,0.5
721,658,4,31.25,11.58210487593933,0.4854607607459134,0.0107421875,0.5685352436149612,1.865601444574912,0.0,0.0,0.0,0.0,0.8947368421052632
724,661,32,250.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725,662,5,39.0625,22.053155816871683,0.9182958340544897,0.0024999999999999996,1.0825317547305484,1.005662977687534,0.0,0.0,0.0,0.0,0.33333333333333326
726,663,5,39.0625,22.053155816871683,0.9182958340544897,0.0024999999999999996,1.0825317547305484,1.005662977687534,0.0,0.0,0.0,0.0,0.33333333333333326
727,664,4,31.25,22.178042346202343,0.8631205685666311,0.01171875,1.0886621079036347,0.9742785792574934,0.0,0.0,0.0,0.0,0.7142857142857142
728,665,4,31.25,11.58210487593933,1.301574289281613,0.0107421875,0.5685352436149612,1.865601444574912,0.0,0.0,0.0,0.0,0.5652173913043478
730,667,4,31.25,13.581221810508401,1.2344977967946407,0.0234375,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.5
731,668,4,31.25,30.643369160404063,1.069385738534449,0.0107421875,1.5042028661807099,0.26651449208213035,0.0,0.0,0.0,0.0,0.7142857142857142
733,670,4,31.25,22.178042346202343,0.9182958340544896,0.01171875,1.0886621079036347,0.9742785792574934,0.0,0.0,0.0,0.0,0.33333333333333337
734,671,32,250.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
735,672,32,250.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
738,675,5,39.0625,12.732395447351628,0.8631205685666311,0.01,0.625,1.5084944665313014,0.0,0.0,0.0,0.0,0.7142857142857141
739,676,5,39.0625,7.564170041041565,0.8631205685666311,0.021249999999999998,0.37130532861625287,2.9319862226614473,0.0,0.0,0.0,0.0,0.7142857142857142
741,678,4,31.25,30.643369160404063,1.301574289281613,0.0107421875,1.5042028661807099,0.26651449208213035,0.0,0.0,0.0,0.0,0.5652173913043478
743,680,6,46.875,16.24446614226095,1.1696378781237324,0.033420138888888895,0.7973983670939865,0.8916441305671104,0.0,0.0,0.0,0.0,0.4603174603174603
746,683,4,31.25,13.581221810508401,0.5689955935892811,0.0234375,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.9000000000000001
748,685,4,31.25,30.643369160404063,1.301574289281613,0.0107421875,1.5042028661807099,0.26651449208213035,0.0,0.0,0.0,0.0,0.5652173913043478
749,686,5,39.0625,9.624786270806684,0.9807983646944296,0.035,0.472455591261534,1.4110673659011153,0.0,0.0,0.0,0.0,0.5813953488372092
750,687,4,31.25,22.178042346202343,0.9182958340544896,0.01171875,1.0886621079036347,0.9742785792574934,0.0,0.0,0.0,0.0,0.33333333333333337
752,689,5,39.0625,7.564170041041565,0.8631205685666311,0.021249999999999998,0.37130532861625287,2.9319862226614473,0.0,0.0,0.0,0.0,0.7142857142857142
753,690,4,31.25,22.178042346202343,0.8631205685666311,0.0029296875,1.0886621079036347,0.9742785792574934,0.0,0.0,0.0,0.0,0.7142857142857141
755,692,4,31.25,22.178042346202343,0.9182958340544897,0.0029296875,1.0886621079036347,0.9742785792574934,0.0,0.0,0.0,0.0,0.33333333333333326
756,693,4,31.25,13.581221810508401,1.2344977967946407,0.0234375,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.5
761,698,4,31.25,13.581221810508401,1.2344977967946407,0.0234375,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.5
762,699,4,31.25,22.178042346202343,0.9182958340544897,0.0029296875,1.0886621079036347,0.9742785792574934,0.0,0.0,0.0,0.0,0.33333333333333326
763,700,4,31.25,30.643369160404063,1.301574289281613,0.0107421875,1.5042028661807099,0.26651449208213035,0.0,0.0,0.0,0.0,0.5652173913043478
765,702,4,31.25,30.643369160404063,1.301574289281613,0.0107421875,1.5042028661807099,0.26651449208213035,0.0,0.0,0.0,0.0,0.5652173913043478
766,703,32,250.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
767,704,6,46.875,20.453157720621228,0.6840384356390417,0.008680555555555554,1.0039920318408908,0.6654964218749373,0.0,0.0,0.0,0.0,0.8181818181818181
769,706,4,31.25,33.26706351930351,1.251629167387823,0.00390625,1.632993161855452,0.0,0.0,0.0,0.0,0.0,0.6666666666666667
770,707,5,39.0625,20.7919146995647,1.2344977967946407,0.01875,1.0206207261596576,0.0,0.0,0.0,0.0,0.0,0.5
771,708,4,31.25,22.178042346202343,0.8631205685666311,0.01171875,1.0886621079036347,0.9742785792574934,0.0,0.0,0.0,0.0,0.7142857142857142
772,709,32,250.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
773,710,5,39.0625,14.484282889943131,1.2344977967946407,0.021250000000000005,0.7109955737431513,0.7996326061803949,0.0,0.0,0.0,0.0,0.5
774,711,4,31.25,30.643369160404063,1.069385738534449,0.0107421875,1.5042028661807099,0.26651449208213035,0.0,0.0,0.0,0.0,0.7142857142857142
775,712,4,31.25,30.643369160404063,1.301574289281613,0.0107421875,1.5042028661807099,0.26651449208213035,0.0,0.0,0.0,0.0,0.5652173913043478
776,713,4,31.25,15.498819766400542,1.1696378781237324,0.0419921875,0.7607965362099409,0.5269370242742678,0.0,0.0,0.0,0.0,0.4603174603174603
778,715,4,31.25,11.58210487593933,1.301574289281613,0.0107421875,0.5685352436149612,1.865601444574912,0.0,0.0,0.0,0.0,0.5652173913043478
783,720,4,31.25,30.643369160404063,1.069385738534449,0.0107421875,1.5042028661807099,0.26651449208213035,0.0,0.0,0.0,0.0,0.7142857142857142
784,721,6,46.875,14.741612816742855,1.2344977967946407,0.019097222222222227,0.7236272269866326,0.8637043724883855,0.0,0.0,0.0,0.0,0.5
785,722,4,31.25,30.643369160404063,1.069385738534449,0.0107421875,1.5042028661807099,0.26651449208213035,0.0,0.0,0.0,0.0,0.7142857142857142
786,723,5,39.0625,20.7919146995647,1.2344977967946407,0.01875,1.0206207261596576,0.0,0.0,0.0,0.0,0.0,0.5
787,724,4,31.25,22.178042346202343,0.9182958340544896,0.01171875,1.0886621079036347,0.9742785792574934,0.0,0.0,0.0,0.0,0.33333333333333337
788,725,4,31.25,11.58210487593933,1.301574289281613,0.0107421875,0.5685352436149612,1.865601444574912,0.0,0.0,0.0,0.0,0.5652173913043478
789,726,4,31.25,30.643369160404063,1.301574289281613,0.0107421875,1.5042028661807099,0.26651449208213035,0.0,0.0,0.0,0.0,0.5652173913043478
790,727,5,39.0625,20.7919146995647,1.2344977967946407,0.01875,1.0206207261596576,0.0,0.0,0.0,0.0,0.0,0.5
792,729,5,39.0625,20.7919146995647,1.2344977967946407,0.01875,1.0206207261596576,0.0,0.0,0.0,0.0,0.0,0.5
793,730,5,39.0625,20.7919146995647,1.2344977967946407,0.01875,1.0206207261596576,0.0,0.0,0.0,0.0,0.0,0.5
794,731,4,31.25,30.643369160404063,1.301574289281613,0.0107421875,1.5042028661807099,0.26651449208213035,0.0,0.0,0.0,0.0,0.5652173913043478
795,732,4,31.25,30.643369160404063,1.301574289281613,0.0107421875,1.5042028661807099,0.26651449208213035,0.0,0.0,0.0,0.0,0.5652173913043478
796,733,4,31.25,30.643369160404063,1.069385738534449,0.0107421875,1.5042028661807099,0.26651449208213035,0.0,0.0,0.0,0.0,0.7142857142857142
797,734,4,31.25,11.58210487593933,1.301574289281613,0.0107421875,0.5685352436149612,1.865601444574912,0.0,0.0,0.0,0.0,0.5652173913043478
798,735,4,31.25,13.581221810508401,1.2344977967946407,0.0234375,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.5
799,736,5,39.0625,22.053155816871683,0.9182958340544897,0.0024999999999999996,1.0825317547305484,1.005662977687534,0.0,0.0,0.0,0.0,0.33333333333333326
801,738,6,46.875,13.06704314795249,1.301574289281613,0.009114583333333334,0.6414269805898185,1.3779954745128076,0.0,0.0,0.0,0.0,0.5652173913043477
802,739,5,39.0625,12.732395447351628,0.8631205685666311,0.01,0.625,1.5084944665313014,0.0,0.0,0.0,0.0,0.7142857142857141
803,740,5,39.0625,22.57212460476192,1.251629167387823,0.00875,1.1080065755348978,0.5131154057822237,0.0,0.0,0.0,0.0,0.6666666666666667
804,741,10,78.125,13.226949070588255,1.2958184389362981,0.0064062500000000005,0.649276344211975,1.2252026982445454,0.0,0.0,0.0,0.5172621233352742,0.0
805,742,5,39.0625,9.624786270806684,0.9807983646944296,0.035,0.472455591261534,1.4110673659011153,0.0,0.0,0.0,0.0,0.5813953488372092
806,743,5,39.0625,22.053155816871683,0.9182958340544897,0.0024999999999999996,1.0825317547305484,1.005662977687534,0.0,0.0,0.0,0.0,0.33333333333333326
807,744,4,31.25,33.26706351930351,1.251629167387823,0.00390625,1.632993161855452,0.0,0.0,0.0,0.0,0.0,0.6666666666666667
808,745,4,31.25,30.643369160404063,1.301574289281613,0.0107421875,1.5042028661807099,0.26651449208213035,0.0,0.0,0.0,0.0,0.5652173913043478
810,747,4,31.25,33.26706351930351,1.251629167387823,0.00390625,1.632993161855452,0.0,0.0,0.0,0.0,0.0,0.6666666666666667
811,748,5,39.0625,22.053155816871683,0.9182958340544897,0.0024999999999999996,1.0825317547305484,1.005662977687534,0.0,0.0,0.0,0.0,0.33333333333333326
812,749,4,31.25,30.643369160404063,1.301574289281613,0.0107421875,1.5042028661807099,0.26651449208213035,0.0,0.0,0.0,0.0,0.5652173913043478
813,750,5,39.0625,22.053155816871683,0.9182958340544897,0.0024999999999999996,1.0825317547305484,1.005662977687534,0.0,0.0,0.0,0.0,0.33333333333333326
816,753,5,39.0625,22.053155816871683,0.9182958340544897,0.0024999999999999996,1.0825317547305484,1.005662977687534,0.0,0.0,0.0,0.0,0.33333333333333326
817,754,4,31.25,33.26706351930351,1.251629167387823,0.00390625,1.632993161855452,0.0,0.0,0.0,0.0,0.0,0.6666666666666667
819,756,6,46.875,14.741612816742855,1.2344977967946407,0.019097222222222227,0.7236272269866326,0.8637043724883855,0.0,0.0,0.0,0.0,0.5
820,757,4,31.25,30.643369160404063,1.069385738534449,0.0107421875,1.5042028661807099,0.26651449208213035,0.0,0.0,0.0,0.0,0.7142857142857142
821,758,5,39.0625,20.7919146995647,1.2344977967946407,0.01875,1.0206207261596576,0.0,0.0,0.0,0.0,0.0,0.5
822,759,5,39.0625,12.732395447351628,0.8631205685666311,0.01,0.625,1.5084944665313014,0.0,0.0,0.0,0.0,0.7142857142857141
825,762,5,39.0625,9.624786270806684,0.9807983646944296,0.035,0.472455591261534,1.4110673659011153,0.0,0.0,0.0,0.0,0.5813953488372092
827,764,4,31.25,22.178042346202343,0.9182958340544897,0.0029296875,1.0886621079036347,0.9742785792574934,0.0,0.0,0.0,0.0,0.33333333333333326
828,765,7,54.6875,10.736898582290568,0.9876925088958033,0.03125,0.5270462766947299,1.2470765814495917,0.0,0.0,0.0,0.0,0.5652173913043478
829,766,6,46.875,20.453157720621228,0.6840384356390417,0.008680555555555554,1.0039920318408908,0.6654964218749373,0.0,0.0,0.0,0.0,0.8181818181818181
833,770,5,39.0625,7.564170041041565,0.8631205685666311,0.021249999999999998,0.37130532861625287,2.9319862226614473,0.0,0.0,0.0,0.0,0.7142857142857142
