dataset,method,n_bins,sqnr_db_mean,sqnr_db_ci_low,sqnr_db_ci_high,corr_mean,corr_ci_low,corr_ci_high,mse_mean,rmse_mean,spectral_distortion_pct,timestamp
mental_arithmetic,mu_law,256,32.90271173071231,32.10484860613864,33.63470884656195,0.998401372717826,0.9964774916236179,0.9994548721243651,2.2021771053799154e-12,1.483973418016615e-06,"{'delta': {'mean': 1.2107080970962507, 'ci_low': 0.4110885330235604, 'ci_high': 2.5651548058599993}, 'theta': {'mean': 0.6109387887786573, 'ci_low': 0.31746932688072377, 'ci_high': 1.0998931266648855}, 'alpha': {'mean': 0.38541425829396136, 'ci_low': 0.24725145835567244, 'ci_high': 0.579959564065902}, 'beta': {'mean': 0.5402789785363776, 'ci_low': 0.24769871608952676, 'ci_high': 1.0258698729897493}, 'gamma': {'mean': 0.6947656626215573, 'ci_low': 0.2585889765722515, 'ci_high': 1.490574863902124}}",2026-03-07T16:41:55.491796
mental_arithmetic,mu_law,512,35.47915285112857,34.45146581205044,36.42924072375483,0.9985008188702378,0.9967559124596951,0.9995785448121575,2.1589539493282066e-12,1.4693379289081892e-06,"{'delta': {'mean': 1.18385460583445, 'ci_low': 0.3970290943273947, 'ci_high': 2.5084999009089026}, 'theta': {'mean': 0.5942864773277106, 'ci_low': 0.3022847292368845, 'ci_high': 1.0939829242392667}, 'alpha': {'mean': 0.3686912545394786, 'ci_low': 0.22391451931042541, 'ci_high': 0.5782682942137425}, 'beta': {'mean': 0.528495550855099, 'ci_low': 0.24396170232270348, 'ci_high': 1.0039530698892112}, 'gamma': {'mean': 0.6677445839935939, 'ci_low': 0.22716981029120864, 'ci_high': 1.4594009520109408}}",2026-03-07T16:41:55.492295
mental_arithmetic,mu_law,1024,37.085767754875214,35.89220409651636,38.156256082930526,0.9985350164826791,0.9967303857487448,0.9995895300008113,2.141234477320837e-12,1.4632957586629016e-06,"{'delta': {'mean': 1.167778341961742, 'ci_low': 0.386846788338179, 'ci_high': 2.5301645126202104}, 'theta': {'mean': 0.5828036416682442, 'ci_low': 0.29172598236911085, 'ci_high': 1.0666704811051277}, 'alpha': {'mean': 0.3591817284686768, 'ci_low': 0.22386426005463744, 'ci_high': 0.5590039225778933}, 'beta': {'mean': 0.5205153270455147, 'ci_low': 0.22745308297894057, 'ci_high': 0.9888813733732581}, 'gamma': {'mean': 0.649865091342344, 'ci_low': 0.20172478758878537, 'ci_high': 1.4488186773437124}}",2026-03-07T16:41:55.493295
mental_arithmetic,adaptive,32,17.640089658460322,17.334207061873013,17.91208090909168,0.9893864031935059,0.9862457786130568,0.9911747818874316,5.258805471846191e-12,2.2932085539362072e-06,"{'delta': {'mean': 2.9283116735400814, 'ci_low': 1.9757784554871396, 'ci_high': 4.550389473646854}, 'theta': {'mean': 2.4336681887036584, 'ci_low': 1.7916857824833472, 'ci_high': 3.236584588233653}, 'alpha': {'mean': 2.434593044410389, 'ci_low': 1.8974010829171972, 'ci_high': 2.997011182510018}, 'beta': {'mean': 2.1219160624238573, 'ci_low': 1.3097724004209, 'ci_high': 3.1877720059909884}, 'gamma': {'mean': 9.771986870609908, 'ci_low': 7.5107853481686195, 'ci_high': 11.860460453872067}}",2026-03-07T16:41:55.493795
mental_arithmetic,adaptive,64,20.761895078614764,20.359072634526942,21.111231848053396,0.9940061005859604,0.9917368829607865,0.9954583522628361,3.787498903751428e-12,1.946149763957396e-06,"{'delta': {'mean': 2.218526335722538, 'ci_low': 1.2437564532703218, 'ci_high': 3.836582149609076}, 'theta': {'mean': 1.5022029240064345, 'ci_low': 0.9492658563086508, 'ci_high': 2.324494369835734}, 'alpha': {'mean': 1.445550411384834, 'ci_low': 1.0199767584891182, 'ci_high': 1.9566918056529845}, 'beta': {'mean': 1.5434334972386974, 'ci_low': 0.8914256955463241, 'ci_high': 2.5637981232657197}, 'gamma': {'mean': 5.501715872461405, 'ci_low': 4.021502171782762, 'ci_high': 7.1885328038417535}}",2026-03-07T16:41:55.494795
mental_arithmetic,adaptive,128,23.8649850413806,23.38434620337767,24.296005715351907,0.996384533101091,0.9944490763058071,0.9976141143234327,2.8852906828392033e-12,1.6986143419973832e-06,"{'delta': {'mean': 1.7879833000607994, 'ci_low': 0.8561553602488189, 'ci_high': 3.3531740895323603}, 'theta': {'mean': 1.074753054311792, 'ci_low': 0.626276625593448, 'ci_high': 1.7935206752572632}, 'alpha': {'mean': 0.9380827431624976, 'ci_low': 0.6433776626319904, 'ci_high': 1.3801493324770686}, 'beta': {'mean': 1.140587382454011, 'ci_low': 0.6293987151360295, 'ci_high': 1.9317357559471875}, 'gamma': {'mean': 3.337926490099087, 'ci_low': 2.4319299062035578, 'ci_high': 4.60533674180606}}",2026-03-07T16:41:55.495295
mental_arithmetic,adaptive,256,26.968522662706242,26.44904516231403,27.503296942579336,0.9976846930910549,0.996124849288373,0.9987312209253213,2.2629939012289623e-12,1.5043250650138627e-06,"{'delta': {'mean': 1.4216530070580542, 'ci_low': 0.6226759514582755, 'ci_high': 2.7662101520849305}, 'theta': {'mean': 0.812080094667064, 'ci_low': 0.476013074759213, 'ci_high': 1.4031245712422469}, 'alpha': {'mean': 0.655425675139833, 'ci_low': 0.4566044812640288, 'ci_high': 0.998427229490717}, 'beta': {'mean': 0.8451313523244816, 'ci_low': 0.45503963784806345, 'ci_high': 1.4480443193728845}, 'gamma': {'mean': 1.9234209949728616, 'ci_low': 1.26151432083705, 'ci_high': 2.9316905920514844}}",2026-03-07T16:41:55.495795
mental_arithmetic,adaptive,512,30.137567683640757,29.4637234896631,30.734450377716573,0.9984587028927715,0.9969510302386351,0.9993027329972735,1.7759268223567735e-12,1.3326390442864764e-06,"{'delta': {'mean': 1.0492088612241313, 'ci_low': 0.4190128779239894, 'ci_high': 2.0831741948433415}, 'theta': {'mean': 0.6327338121799764, 'ci_low': 0.33667291826079854, 'ci_high': 1.149812098322189}, 'alpha': {'mean': 0.4756696595294578, 'ci_low': 0.3092016874169057, 'ci_high': 0.7404408624735277}, 'beta': {'mean': 0.5982806220738366, 'ci_low': 0.2976224694152707, 'ci_high': 1.0643148069706658}, 'gamma': {'mean': 1.1742089901912607, 'ci_low': 0.682990655777428, 'ci_high': 1.9207913438336572}}",2026-03-07T16:41:55.496795
mental_arithmetic,adaptive,1024,33.67689330404333,32.940098113288194,34.37934962576848,0.9989898124102156,0.9979310890247861,0.9996187985205621,1.3308257634749865e-12,1.1536142177846918e-06,"{'delta': {'mean': 0.7652060767223006, 'ci_low': 0.27415930102206504, 'ci_high': 1.5799727740493668}, 'theta': {'mean': 0.44510086833905127, 'ci_low': 0.2271130211215363, 'ci_high': 0.8181787112007285}, 'alpha': {'mean': 0.3058657424860683, 'ci_low': 0.1901677194587742, 'ci_high': 0.4736332275535363}, 'beta': {'mean': 0.37908550793122375, 'ci_low': 0.1877963524030306, 'ci_high': 0.6255001413075318}, 'gamma': {'mean': 0.7005716874428807, 'ci_low': 0.39746653139789995, 'ci_high': 1.120220343295974}}",2026-03-07T16:41:55.497295
epfl_p300,uniform,32,20.0477642541156,19.381932404723184,20.627180349261025,0.9914380180453453,0.9892903164699807,0.9932894967591874,0.5251592255420161,0.7246787050424596,"{'delta': {'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0}, 'theta': {'mean': 5.010401339539305, 'ci_low': 3.273271733683089, 'ci_high': 6.68587913285188}, 'alpha': {'mean': 5.010401339539305, 'ci_low': 3.2859850156533503, 'ci_high': 6.720797961967294}, 'beta': {'mean': 5.221659570700631, 'ci_low': 3.3045725685472673, 'ci_high': 6.780029457192577}, 'gamma': {'mean': 5.851076052177946, 'ci_low': 3.6235898959012665, 'ci_high': 7.717294537699196}}",2026-03-07T16:42:25.162381
epfl_p300,uniform,64,23.750139721519066,22.933091280374644,24.578432249538146,0.993709417619835,0.991715429720372,0.9955733865158393,0.42394975237619337,0.6511142391133782,"{'delta': {'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0}, 'theta': {'mean': 4.868950046640515, 'ci_low': 3.0716680495925686, 'ci_high': 6.347263209735251}, 'alpha': {'mean': 4.868950046640515, 'ci_low': 3.1141296541244565, 'ci_high': 6.3880217603009}, 'beta': {'mean': 5.075924395788555, 'ci_low': 3.3882930920301866, 'ci_high': 6.809917009792826}, 'gamma': {'mean': 5.716104559210054, 'ci_low': 3.5967296870956513, 'ci_high': 7.603347410508794}}",2026-03-07T16:42:25.163395
epfl_p300,uniform,128,26.333430598475132,25.172624289348487,27.453929493112238,0.9943332201010865,0.99235999492325,0.9962159449844802,0.3949731829935618,0.6284689196718974,"{'delta': {'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0}, 'theta': {'mean': 4.79795843504301, 'ci_low': 3.068262702844143, 'ci_high': 6.438700853440697}, 'alpha': {'mean': 4.79795843504301, 'ci_low': 3.1723100288438846, 'ci_high': 6.400205276304871}, 'beta': {'mean': 5.002715149056157, 'ci_low': 3.1574473726093237, 'ci_high': 6.711735468423743}, 'gamma': {'mean': 5.63805589720473, 'ci_low': 3.699640936835342, 'ci_high': 7.590604591908265}}",2026-03-07T16:42:25.164385
epfl_p300,uniform,256,27.858102978919227,26.42729211953088,29.173905624238056,0.9945168609117434,0.9926055495147686,0.9962494506298228,0.3858899051670267,0.6212003744099215,"{'delta': {'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0}, 'theta': {'mean': 4.760374137129463, 'ci_low': 3.1029422879360307, 'ci_high': 6.442051219488799}, 'alpha': {'mean': 4.760374137129463, 'ci_low': 2.9830795987940752, 'ci_high': 6.414136689421961}, 'beta': {'mean': 4.962691318164191, 'ci_low': 3.1685253497127217, 'ci_high': 6.7353406214752924}, 'gamma': {'mean': 5.597912786120387, 'ci_low': 3.464758575096406, 'ci_high': 7.593504639471944}}",2026-03-07T16:42:25.164885
epfl_p300,uniform,512,28.61897518634371,27.074516469906772,29.960026675124627,0.9945766053623444,0.9925560410046241,0.9963556338555282,0.38269909992723483,0.6186267856528965,"{'delta': {'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0}, 'theta': {'mean': 4.740726015569224, 'ci_low': 2.991330402123899, 'ci_high': 6.329129801532919}, 'alpha': {'mean': 4.740726015569224, 'ci_low': 3.1564420361793317, 'ci_high': 6.339562877598034}, 'beta': {'mean': 4.942690767347058, 'ci_low': 3.346407052574898, 'ci_high': 6.591445165959497}, 'gamma': {'mean': 5.5773816141698775, 'ci_low': 3.4899655883385767, 'ci_high': 7.464570255838464}}",2026-03-07T16:42:25.165385
epfl_p300,uniform,1024,28.937076862652003,27.47253316093406,30.417684492700555,0.9945984637122105,0.992638999121635,0.9962829551582247,0.38144143049784823,0.6176094481934746,"{'delta': {'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0}, 'theta': {'mean': 4.731414189984781, 'ci_low': 3.111299816361085, 'ci_high': 6.221470857099066}, 'alpha': {'mean': 4.731414189984781, 'ci_low': 3.0385232043026855, 'ci_high': 6.103581178786293}, 'beta': {'mean': 4.932698859210817, 'ci_low': 3.1502915875310102, 'ci_high': 6.627523647476451}, 'gamma': {'mean': 5.567171597066018, 'ci_low': 3.5621142719909265, 'ci_high': 7.418941105098817}}",2026-03-07T16:42:25.166384
epfl_p300,mu_law,32,17.433742532919407,16.906953802558608,17.918342450168645,0.9868635231489902,0.9842994794453083,0.9892641407749428,0.7626098210492297,0.873275340914439,"{'delta': {'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0}, 'theta': {'mean': 5.904694315095482, 'ci_low': 3.7978429030518663, 'ci_high': 7.73953977009641}, 'alpha': {'mean': 5.904694315095482, 'ci_low': 4.008977157513004, 'ci_high': 7.803955683735658}, 'beta': {'mean': 6.169522476031807, 'ci_low': 4.132716675171969, 'ci_high': 8.292107945290315}, 'gamma': {'mean': 6.803830287134174, 'ci_low': 4.329269626583771, 'ci_high': 9.185562734980563}}",2026-03-07T16:42:25.166885
epfl_p300,mu_law,64,21.598997696033887,20.749763511475113,22.336613614126247,0.992053157672656,0.9898027632203971,0.9940870487413996,0.5172158331244272,0.7191771917437505,"{'delta': {'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0}, 'theta': {'mean': 5.382342302501309, 'ci_low': 3.5606828809626623, 'ci_high': 7.099802328628374}, 'alpha': {'mean': 5.382342302501309, 'ci_low': 3.54453196718271, 'ci_high': 7.176734255338457}, 'beta': {'mean': 5.609265820383779, 'ci_low': 3.6950750286239, 'ci_high': 7.59140758714759}, 'gamma': {'mean': 6.257001316727647, 'ci_low': 4.07610674456985, 'ci_high': 8.566169884898502}}",2026-03-07T16:42:25.167885
epfl_p300,mu_law,128,24.79104497074477,23.742530987185695,25.816391924223808,0.9936664260426177,0.9916087526343794,0.9955879636110051,0.4351572025389987,0.6596644620858385,"{'delta': {'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0}, 'theta': {'mean': 5.092406066323058, 'ci_low': 3.1944860107021635, 'ci_high': 6.71845305406119}, 'alpha': {'mean': 5.092406066323058, 'ci_low': 3.1859863066959444, 'ci_high': 6.78360828479367}, 'beta': {'mean': 5.305903518983962, 'ci_low': 3.509211668234449, 'ci_high': 6.97298408413093}, 'gamma': {'mean': 5.954791732325619, 'ci_low': 3.638713119268099, 'ci_high': 7.980392244814448}}",2026-03-07T16:42:25.168385
epfl_p300,mu_law,256,26.909643517319815,25.771787009302926,28.239430104924544,0.9942242330920372,0.992262357809896,0.9959488079914428,0.4043492416790371,0.6358846134944901,"{'delta': {'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0}, 'theta': {'mean': 4.921669985059007, 'ci_low': 3.1083736380829103, 'ci_high': 6.487945298358629}, 'alpha': {'mean': 4.921669985059007, 'ci_low': 3.0499659266136314, 'ci_high': 6.548273151424343}, 'beta': {'mean': 5.128874303660652, 'ci_low': 3.271851337144902, 'ci_high': 6.836583802877852}, 'gamma': {'mean': 5.76963688902983, 'ci_low': 3.679054751043718, 'ci_high': 7.757067508942258}}",2026-03-07T16:42:25.169385
epfl_p300,mu_law,512,28.11207219034018,26.5836790290413,29.51211849829714,0.994440453038705,0.9924095922468749,0.9960931699022897,0.3915165454261831,0.625712829839842,"{'delta': {'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0}, 'theta': {'mean': 4.825741033880156, 'ci_low': 3.143436072967947, 'ci_high': 6.40709186871254}, 'alpha': {'mean': 4.825741033880156, 'ci_low': 3.276795151473363, 'ci_high': 6.553676334053427}, 'beta': {'mean': 5.0298139131763016, 'ci_low': 3.301305709311801, 'ci_high': 6.7546129478156995}, 'gamma': {'mean': 5.668383441084849, 'ci_low': 3.6340810517367643, 'ci_high': 7.681268711506884}}",2026-03-07T16:42:25.169885
epfl_p300,mu_law,1024,28.697678299323833,27.232186929118438,30.17141365358133,0.9945329680320263,0.9924271500763718,0.9963106239407107,0.3857466880852119,0.6210850892472076,"{'delta': {'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0}, 'theta': {'mean': 4.775004865585503, 'ci_low': 3.12625484402649, 'ci_high': 6.3879119251146195}, 'alpha': {'mean': 4.775004865585503, 'ci_low': 3.203913627202456, 'ci_high': 6.28199041001356}, 'beta': {'mean': 4.97759124848156, 'ci_low': 3.2878745598102657, 'ci_high': 6.569319014447078}, 'gamma': {'mean': 5.613853973965422, 'ci_low': 3.560464603608185, 'ci_high': 7.617334808467762}}",2026-03-07T16:42:25.170885
epfl_p300,adaptive,32,15.40082682262223,14.887406982888056,15.889041425640407,0.979690379734674,0.9758784742360496,0.9830080561803815,1.1282326513779062,1.0621829651137822,"{'delta': {'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0}, 'theta': {'mean': 7.913462886689723, 'ci_low': 5.73944194539504, 'ci_high': 10.178361382791204}, 'alpha': {'mean': 7.913462886689723, 'ci_low': 5.672001860010616, 'ci_high': 10.197101908431781}, 'beta': {'mean': 8.230685742246163, 'ci_low': 5.8873460327231655, 'ci_high': 10.518762154983223}, 'gamma': {'mean': 8.686939548775333, 'ci_low': 5.862993537453865, 'ci_high': 11.257132141089906}}",2026-03-07T16:42:25.171384
epfl_p300,adaptive,64,17.870472360426522,17.310435919182428,18.429249951029767,0.9870961014578169,0.9843478410930517,0.9895572132708998,0.7411590330014093,0.8609059373714467,"{'delta': {'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0}, 'theta': {'mean': 6.374109943992773, 'ci_low': 4.396046130850903, 'ci_high': 8.42685309590939}, 'alpha': {'mean': 6.374109943992773, 'ci_low': 4.294501085547075, 'ci_high': 8.324986444492033}, 'beta': {'mean': 6.627026600414783, 'ci_low': 4.533518510345873, 'ci_high': 8.810307927467738}, 'gamma': {'mean': 7.137887766725416, 'ci_low': 4.794659347678709, 'ci_high': 9.546501790672083}}",2026-03-07T16:42:25.171884
epfl_p300,adaptive,128,20.387426794047183,19.74151220700848,21.05252190463389,0.9919475277377569,0.990054958013753,0.9936096081048628,0.46985162608888575,0.6854572387019381,"{'delta': {'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0}, 'theta': {'mean': 4.878572297066944, 'ci_low': 3.269960025049345, 'ci_high': 6.6492472034067305}, 'alpha': {'mean': 4.878572297066944, 'ci_low': 3.361923453945083, 'ci_high': 6.515036215036547}, 'beta': {'mean': 5.013862500148315, 'ci_low': 3.4129181013240406, 'ci_high': 6.696930727888623}, 'gamma': {'mean': 5.47263768738302, 'ci_low': 3.482548328501433, 'ci_high': 7.540974514662801}}",2026-03-07T16:42:25.172883
epfl_p300,adaptive,256,23.343136429898546,22.636423201306755,24.074788150146006,0.9953640063940877,0.9941779139729277,0.9963433821617603,0.271952173263634,0.521490338610059,"{'delta': {'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0}, 'theta': {'mean': 3.32802507754158, 'ci_low': 2.2932197000436356, 'ci_high': 4.3395142601817644}, 'alpha': {'mean': 3.32802507754158, 'ci_low': 2.285432323942738, 'ci_high': 4.35470600622874}, 'beta': {'mean': 3.4036785659751048, 'ci_low': 2.34186015349108, 'ci_high': 4.4767309695514745}, 'gamma': {'mean': 3.798559088342336, 'ci_low': 2.5453407730540683, 'ci_high': 5.047584957910976}}",2026-03-07T16:42:25.173384
epfl_p300,adaptive,512,26.811545055019725,25.989035780120094,27.601579037520914,0.9976035472085792,0.996859182717101,0.9981861437252127,0.1411588331201298,0.37571110326969287,"{'delta': {'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0}, 'theta': {'mean': 1.9752499147641545, 'ci_low': 1.4082743345428428, 'ci_high': 2.513217664642066}, 'alpha': {'mean': 1.9752499147641545, 'ci_low': 1.4410855897603756, 'ci_high': 2.5478379416308234}, 'beta': {'mean': 2.0173070669097504, 'ci_low': 1.4284879491649842, 'ci_high': 2.5907316568643073}, 'gamma': {'mean': 2.2857898524315177, 'ci_low': 1.508990662649818, 'ci_high': 2.9623228232258416}}",2026-03-07T16:42:25.174384
epfl_p300,adaptive,1024,30.901156938741117,29.93081717188413,31.749807088594334,0.9988901182334571,0.9985393406920854,0.9991772883484148,0.06572675756101824,0.25637230264016087,"{'delta': {'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0}, 'theta': {'mean': 0.8674943627628213, 'ci_low': 0.6051247414357973, 'ci_high': 1.1231381679011283}, 'alpha': {'mean': 0.8674943627628213, 'ci_low': 0.6337853291841623, 'ci_high': 1.1298797861286578}, 'beta': {'mean': 0.8918453087977424, 'ci_low': 0.6316029048386533, 'ci_high': 1.2088735689603294}, 'gamma': {'mean': 0.9906803007773224, 'ci_low': 0.6914301885594775, 'ci_high': 1.2761667903831266}}",2026-03-07T16:42:25.174884
ssvep_nakanishi,uniform,32,40.621408265381866,38.96198755243333,42.43884766084659,0.9974472743793393,0.9973899736937759,0.9975041345785784,7503.829187974775,86.62464538440994,"{'delta': {'mean': 5.156729494652302, 'ci_low': 3.708178618409014, 'ci_high': 7.018188383922625}, 'theta': {'mean': 16.05056146001836, 'ci_low': 13.294342907150707, 'ci_high': 18.64303199512963}, 'alpha': {'mean': 42.054679999901886, 'ci_low': 34.68825278161189, 'ci_high': 49.42769657796146}, 'beta': {'mean': 67.17082301579973, 'ci_low': 54.92868635972811, 'ci_high': 79.16318486970204}, 'gamma': {'mean': 116.26573197928934, 'ci_low': 96.78149468441785, 'ci_high': 135.7204176672017}}",2026-03-07T16:42:32.056955
ssvep_nakanishi,uniform,64,46.64281701370229,44.94527691338909,48.351288298870486,0.9993543929138036,0.9993455059100094,0.9993641599030767,1857.8745039531366,43.103068382113314,"{'delta': {'mean': 1.6157309186097755, 'ci_low': 1.212515317545191, 'ci_high': 2.1692694483850024}, 'theta': {'mean': 6.209044870664286, 'ci_low': 5.3336121575549535, 'ci_high': 7.077622423462568}, 'alpha': {'mean': 17.227572409642654, 'ci_low': 14.984878921113282, 'ci_high': 19.520101133749694}, 'beta': {'mean': 29.36072043404102, 'ci_low': 24.961329883534052, 'ci_high': 33.956063762430446}, 'gamma': {'mean': 53.32637225823681, 'ci_low': 45.797269857453, 'ci_high': 60.04140211739662}}",2026-03-07T16:42:32.057960
ssvep_nakanishi,uniform,128,52.60575350101839,50.79377117011075,54.252763262759764,0.9998354124331266,0.9998310543244556,0.9998379542675968,478.2081534969553,21.867970950615316,"{'delta': {'mean': 0.4503826326597695, 'ci_low': 0.33273566299860885, 'ci_high': 0.5719893800526833}, 'theta': {'mean': 2.0099049390372716, 'ci_low': 1.7496124177797385, 'ci_high': 2.2929725010728848}, 'alpha': {'mean': 5.785551520537346, 'ci_low': 5.170709370448504, 'ci_high': 6.458027234482179}, 'beta': {'mean': 11.234224579918767, 'ci_low': 9.982046193285337, 'ci_high': 12.645456112583968}, 'gamma': {'mean': 22.689611329068335, 'ci_low': 20.1289711807039, 'ci_high': 25.249575591364724}}",2026-03-07T16:42:32.058959
ssvep_nakanishi,uniform,256,58.58855799527623,56.79649334323655,60.32515788696688,0.9999576723633612,0.9999541916019985,0.9999594501035959,120.09080704173306,10.958595121717613,"{'delta': {'mean': 0.09533453436145367, 'ci_low': 0.07098315117576773, 'ci_high': 0.12018985888250272}, 'theta': {'mean': 0.5020079036014568, 'ci_low': 0.3946562653247997, 'ci_high': 0.6129453020806845}, 'alpha': {'mean': 1.3633997840734786, 'ci_low': 1.172854134947376, 'ci_high': 1.5608413229801066}, 'beta': {'mean': 3.3674345986951058, 'ci_low': 2.963291379489706, 'ci_high': 3.825108756995462}, 'gamma': {'mean': 8.142537085911535, 'ci_low': 7.475764621465127, 'ci_high': 8.952132024587085}}",2026-03-07T16:42:32.059460
ssvep_nakanishi,uniform,512,64.52985088340544,62.635786773554386,66.03247800166133,0.9999882021381666,0.9999849417027419,0.999989834805342,31.30172828356484,5.594794749011338,"{'delta': {'mean': 0.022391518335748494, 'ci_low': 0.01884577201734261, 'ci_high': 0.025851335402713428}, 'theta': {'mean': 0.10414597855068337, 'ci_low': 0.08277058038337175, 'ci_high': 0.13037140980431575}, 'alpha': {'mean': 0.2723251927726366, 'ci_low': 0.23232653737830736, 'ci_high': 0.3103742898263092}, 'beta': {'mean': 0.8227239192470154, 'ci_low': 0.6800077556647992, 'ci_high': 0.9529458369300191}, 'gamma': {'mean': 2.3575570632115395, 'ci_low': 2.0911520847823835, 'ci_high': 2.5948445792213786}}",2026-03-07T16:42:32.060460
ssvep_nakanishi,uniform,1024,70.45253723861013,68.53703145083878,72.25626830714933,0.9999958659574051,0.9999911659594937,0.9999974568287698,8.949048296939738,2.991495996477304,"{'delta': {'mean': 0.00899365044535815, 'ci_low': 0.006498059895474121, 'ci_high': 0.01211671392304926}, 'theta': {'mean': 0.023776786353294468, 'ci_low': 0.02035755709939555, 'ci_high': 0.027095822507246663}, 'alpha': {'mean': 0.06539658303736634, 'ci_low': 0.05520208725524626, 'ci_high': 0.07468533587669934}, 'beta': {'mean': 0.1813566031240489, 'ci_low': 0.15661516182696195, 'ci_high': 0.20664506128359275}, 'gamma': {'mean': 0.6027915298452577, 'ci_low': 0.5374099422746993, 'ci_high': 0.6731047629049569}}",2026-03-07T16:42:32.060960
ssvep_nakanishi,mu_law,32,37.784242487250566,35.76266975662286,39.427705008444626,0.9952395745345678,0.9949622806281362,0.9954992378368849,15053.796198809965,122.69391263958438,"{'delta': {'mean': 9.858677882900487, 'ci_low': 8.074178119050723, 'ci_high': 11.679072713574662}, 'theta': {'mean': 22.91259007154669, 'ci_low': 20.164560806417146, 'ci_high': 25.85441648377055}, 'alpha': {'mean': 52.73126570609616, 'ci_low': 44.442046882489755, 'ci_high': 62.32248048475003}, 'beta': {'mean': 82.17561295564084, 'ci_low': 70.32678327159101, 'ci_high': 93.13584178397421}, 'gamma': {'mean': 141.15413215715208, 'ci_low': 121.7714074432718, 'ci_high': 159.59046660500113}}",2026-03-07T16:42:32.061959
ssvep_nakanishi,mu_law,64,43.66580819545474,41.85203863188841,45.43309916711006,0.9987411095547937,0.9987008941136805,0.9987808329862685,3857.1850745438696,62.10624022225037,"{'delta': {'mean': 3.4095252090495167, 'ci_low': 2.7742403881950173, 'ci_high': 4.173917174787431}, 'theta': {'mean': 8.949270674133372, 'ci_low': 7.348398944677903, 'ci_high': 10.561512223053063}, 'alpha': {'mean': 22.415643387346815, 'ci_low': 19.4562015575438, 'ci_high': 25.83556723998734}, 'beta': {'mean': 37.55972256525851, 'ci_low': 31.922291713484032, 'ci_high': 43.979450275987695}, 'gamma': {'mean': 67.1563637126589, 'ci_low': 57.86204556728122, 'ci_high': 76.16468436982218}}",2026-03-07T16:42:32.062460
ssvep_nakanishi,mu_law,128,49.67769377670057,47.85816681626264,51.27181921128582,0.9996793243474933,0.9996688675730521,0.9996879341406884,931.4348198379816,30.519417095317888,"{'delta': {'mean': 1.0646712615718228, 'ci_low': 0.8495813780185772, 'ci_high': 1.304831183854248}, 'theta': {'mean': 3.0224830354302052, 'ci_low': 2.6645903258754213, 'ci_high': 3.4235650554822725}, 'alpha': {'mean': 8.467007445944509, 'ci_low': 7.719825199601148, 'ci_high': 9.4883687387668}, 'beta': {'mean': 15.76400366172729, 'ci_low': 13.757990846445031, 'ci_high': 18.207506153096364}, 'gamma': {'mean': 29.898404326209143, 'ci_low': 26.39251224417732, 'ci_high': 33.66963161192438}}",2026-03-07T16:42:32.063459
ssvep_nakanishi,mu_law,256,55.65083026689571,53.76468734777721,57.42936456836688,0.9999174620630833,0.9999122340048086,0.9999206172899187,238.26111030796244,15.435708934414462,"{'delta': {'mean': 0.25707632991893226, 'ci_low': 0.21441751427039638, 'ci_high': 0.3076974632753842}, 'theta': {'mean': 0.9077545428333084, 'ci_low': 0.7968572834938678, 'ci_high': 1.0078092232092}, 'alpha': {'mean': 2.7086318983136177, 'ci_low': 2.4487728628261407, 'ci_high': 3.00429104069686}, 'beta': {'mean': 5.689471424020206, 'ci_low': 5.198754741264495, 'ci_high': 6.387091084784025}, 'gamma': {'mean': 12.012732940578612, 'ci_low': 10.916182050880916, 'ci_high': 13.32591525423888}}",2026-03-07T16:42:32.063958
ssvep_nakanishi,mu_law,512,61.60760965095798,59.68017675106828,63.29642047885511,0.9999779693882795,0.9999739771490592,0.9999800142883142,60.59981372984126,7.7845882183864585,"{'delta': {'mean': 0.09319718472781005, 'ci_low': 0.06894956977650793, 'ci_high': 0.11879420706354801}, 'theta': {'mean': 0.2382679513591332, 'ci_low': 0.1927593304610102, 'ci_high': 0.2798943817224324}, 'alpha': {'mean': 0.6702983133069788, 'ci_low': 0.575010456867224, 'ci_high': 0.7668905810726222}, 'beta': {'mean': 1.609393110239803, 'ci_low': 1.4217441362930323, 'ci_high': 1.803063485784509}, 'gamma': {'mean': 4.077784585785281, 'ci_low': 3.7098140113116407, 'ci_high': 4.541919965708968}}",2026-03-07T16:42:32.064958
