dataset,vocab_size,seed,fold,accuracy,balanced_accuracy,kappa
mental_arithmetic,2048,789,3,0.6619047619047619,0.661904761904762,0.32380952380952377
mental_arithmetic,2048,789,4,0.49583333333333335,0.49583333333333335,-0.008333333333333304
mental_arithmetic,2048,2024,0,0.638095238095238,0.638095238095238,0.2761904761904762
mental_arithmetic,2048,2024,1,0.6,0.6,0.19999999999999996
mental_arithmetic,2048,2024,2,0.5285714285714286,0.5285714285714286,0.05714285714285716
mental_arithmetic,2048,2024,3,0.6428571428571429,0.6428571428571428,0.2857142857142857
mental_arithmetic,2048,2024,4,0.5791666666666667,0.5791666666666666,0.15833333333333333
epfl_p300,2048,42,0,0.6325231481481481,0.5184027777777778,0.027068437180796656
epfl_p300,2048,42,1,0.6603009259259259,0.5045138888888889,0.007328072153325871
epfl_p300,2048,42,2,0.6099537037037037,0.5368055555555555,0.04981203007518786
epfl_p300,2048,42,3,0.6041666666666666,0.5194444444444445,0.026565464895635826
epfl_p300,2048,42,4,0.5740740740740741,0.5347222222222222,0.04332755632582308
epfl_p300,2048,42,5,0.5659722222222222,0.51875,0.0234375
epfl_p300,2048,42,6,0.625,0.5027777777777778,0.004098360655737654
epfl_p300,2048,42,7,0.6446759259259259,0.5076388888888889,0.01180257510729621
epfl_p300,2048,42,8,0.5734953703703703,0.584375,0.09902200488997559
epfl_p300,2048,42,9,0.5734953703703703,0.5274305555555555,0.0344978165938864
epfl_p300,2048,123,0,0.6325231481481481,0.5184027777777778,0.027068437180796656
epfl_p300,2048,123,1,0.6603009259259259,0.5045138888888889,0.007328072153325871
epfl_p300,2048,123,2,0.6070601851851852,0.5364583333333334,0.0490196078431373
epfl_p300,2048,123,3,0.6030092592592593,0.51875,0.025568181818181768
epfl_p300,2048,123,4,0.5740740740740741,0.5347222222222222,0.04332755632582308
epfl_p300,2048,123,5,0.5659722222222222,0.51875,0.0234375
epfl_p300,2048,123,6,0.625,0.5041666666666667,0.006134969325153339
epfl_p300,2048,123,7,0.6458333333333334,0.5069444444444444,0.010775862068965414
epfl_p300,2048,123,8,0.5734953703703703,0.584375,0.09902200488997559
epfl_p300,2048,123,9,0.5729166666666666,0.5270833333333333,0.03403141361256545
epfl_p300,2048,456,0,0.6325231481481481,0.5184027777777778,0.027068437180796656
epfl_p300,2048,456,1,0.6603009259259259,0.5045138888888889,0.007328072153325871
epfl_p300,2048,456,2,0.6070601851851852,0.5364583333333334,0.0490196078431373
epfl_p300,2048,456,3,0.6053240740740741,0.5201388888888889,0.027566539923954303
epfl_p300,2048,456,4,0.5815972222222222,0.5364583333333333,0.04617414248021112
epfl_p300,2048,456,5,0.5665509259259259,0.5190972222222222,0.02389226759339691
epfl_p300,2048,456,6,0.625,0.5027777777777778,0.004098360655737654
epfl_p300,2048,456,7,0.6458333333333334,0.5069444444444444,0.010775862068965414
epfl_p300,2048,456,8,0.5740740740740741,0.5847222222222221,0.09951060358890695
epfl_p300,2048,456,9,0.5729166666666666,0.5270833333333333,0.03403141361256545
epfl_p300,2048,789,0,0.6325231481481481,0.5184027777777778,0.027068437180796656
epfl_p300,2048,789,1,0.6603009259259259,0.5045138888888889,0.007328072153325871
epfl_p300,2048,789,2,0.6070601851851852,0.5364583333333334,0.0490196078431373
epfl_p300,2048,789,3,0.6035879629629629,0.5190972222222222,0.026066350710900354
epfl_p300,2048,789,4,0.5758101851851852,0.5357638888888889,0.044743701129452584
epfl_p300,2048,789,5,0.5659722222222222,0.51875,0.0234375
epfl_p300,2048,789,6,0.6232638888888888,0.5059027777777778,0.008629441624365408
epfl_p300,2048,789,7,0.6452546296296297,0.5079861111111111,0.01235230934479048
epfl_p300,2048,789,8,0.5734953703703703,0.584375,0.09902200488997559
epfl_p300,2048,789,9,0.5729166666666666,0.5270833333333333,0.03403141361256545
epfl_p300,2048,2024,0,0.6325231481481481,0.5184027777777778,0.027068437180796656
epfl_p300,2048,2024,1,0.6620370370370371,0.5055555555555555,0.009049773755656187
epfl_p300,2048,2024,2,0.6059027777777778,0.5357638888888889,0.0479962721342031
epfl_p300,2048,2024,3,0.6047453703703703,0.5197916666666667,0.027065527065527117
epfl_p300,2048,2024,4,0.5740740740740741,0.5347222222222222,0.04332755632582308
epfl_p300,2048,2024,5,0.5671296296296297,0.5180555555555555,0.022648083623693305
epfl_p300,2048,2024,6,0.625,0.5027777777777778,0.004098360655737654
epfl_p300,2048,2024,7,0.6452546296296297,0.5065972222222223,0.010226049515608238
epfl_p300,2048,2024,8,0.5734953703703703,0.5857638888888889,0.10048820179007312
epfl_p300,2048,2024,9,0.5717592592592593,0.5263888888888889,0.0331010452961672
ssvep_nakanishi,2048,42,0,0.06666666666666667,0.06666666666666667,-0.018181818181818077
ssvep_nakanishi,2048,42,1,0.05555555555555555,0.05555555555555555,-0.030303030303030276
ssvep_nakanishi,2048,42,2,0.06111111111111111,0.061111111111111116,-0.0242424242424244
ssvep_nakanishi,2048,42,3,0.10555555555555556,0.10555555555555556,0.024242424242424288
ssvep_nakanishi,2048,42,4,0.1,0.09999999999999999,0.018181818181818188
ssvep_nakanishi,2048,42,5,0.06666666666666667,0.06666666666666667,-0.018181818181818077
ssvep_nakanishi,2048,42,6,0.08333333333333333,0.08333333333333333,0.0
ssvep_nakanishi,2048,42,7,0.07777777777777778,0.07777777777777778,-0.0060606060606061
ssvep_nakanishi,2048,42,8,0.11666666666666667,0.11666666666666665,0.036363636363636376
ssvep_nakanishi,2048,123,0,0.06666666666666667,0.06666666666666667,-0.018181818181818077
ssvep_nakanishi,2048,123,1,0.05555555555555555,0.05555555555555555,-0.030303030303030276
ssvep_nakanishi,2048,123,2,0.06111111111111111,0.061111111111111116,-0.0242424242424244
ssvep_nakanishi,2048,123,3,0.10555555555555556,0.10555555555555556,0.024242424242424288
ssvep_nakanishi,2048,123,4,0.09444444444444444,0.09444444444444444,0.012121212121212088
ssvep_nakanishi,2048,123,5,0.06666666666666667,0.06666666666666667,-0.018181818181818077
ssvep_nakanishi,2048,123,6,0.07777777777777778,0.07777777777777778,-0.006060606060605878
ssvep_nakanishi,2048,123,7,0.07777777777777778,0.07777777777777778,-0.0060606060606061
ssvep_nakanishi,2048,123,8,0.11666666666666667,0.11666666666666665,0.036363636363636376
ssvep_nakanishi,2048,456,0,0.06666666666666667,0.06666666666666667,-0.018181818181818077
ssvep_nakanishi,2048,456,1,0.05555555555555555,0.05555555555555555,-0.030303030303030276
ssvep_nakanishi,2048,456,2,0.06111111111111111,0.061111111111111116,-0.0242424242424244
ssvep_nakanishi,2048,456,3,0.1,0.09999999999999999,0.018181818181818188
ssvep_nakanishi,2048,456,4,0.09444444444444444,0.09444444444444444,0.012121212121212088
ssvep_nakanishi,2048,456,5,0.06666666666666667,0.06666666666666667,-0.018181818181818077
ssvep_nakanishi,2048,456,6,0.07777777777777778,0.07777777777777778,-0.0060606060606061
ssvep_nakanishi,2048,456,7,0.07777777777777778,0.07777777777777778,-0.0060606060606061
ssvep_nakanishi,2048,456,8,0.11666666666666667,0.11666666666666665,0.036363636363636376
ssvep_nakanishi,2048,789,0,0.06666666666666667,0.06666666666666667,-0.018181818181818077
ssvep_nakanishi,2048,789,1,0.05555555555555555,0.05555555555555555,-0.030303030303030276
ssvep_nakanishi,2048,789,2,0.06111111111111111,0.061111111111111116,-0.0242424242424244
ssvep_nakanishi,2048,789,3,0.1,0.09999999999999999,0.018181818181818188
ssvep_nakanishi,2048,789,4,0.09444444444444444,0.09444444444444444,0.012121212121212088
ssvep_nakanishi,2048,789,5,0.06666666666666667,0.06666666666666667,-0.018181818181818077
ssvep_nakanishi,2048,789,6,0.07777777777777778,0.07777777777777778,-0.006060606060605878
ssvep_nakanishi,2048,789,7,0.07777777777777778,0.07777777777777778,-0.0060606060606061
ssvep_nakanishi,2048,789,8,0.11666666666666667,0.11666666666666665,0.036363636363636376
ssvep_nakanishi,2048,2024,0,0.06666666666666667,0.06666666666666667,-0.018181818181818077
ssvep_nakanishi,2048,2024,1,0.05555555555555555,0.05555555555555555,-0.030303030303030276
ssvep_nakanishi,2048,2024,2,0.06111111111111111,0.061111111111111116,-0.0242424242424244
ssvep_nakanishi,2048,2024,3,0.1,0.09999999999999999,0.018181818181818188
ssvep_nakanishi,2048,2024,4,0.1,0.09999999999999999,0.018181818181818188
ssvep_nakanishi,2048,2024,5,0.06666666666666667,0.06666666666666667,-0.018181818181818077
ssvep_nakanishi,2048,2024,6,0.07777777777777778,0.07777777777777778,-0.0060606060606061
ssvep_nakanishi,2048,2024,7,0.07777777777777778,0.07777777777777778,-0.0060606060606061
ssvep_nakanishi,2048,2024,8,0.11666666666666667,0.11666666666666665,0.036363636363636376
bci_iv_2a,4096,42,0,0.2673611111111111,0.2673611111111111,0.02314814814814814
bci_iv_2a,4096,42,1,0.265625,0.265625,0.02083333333333337
bci_iv_2a,4096,42,2,0.2829861111111111,0.2829861111111111,0.04398148148148151
bci_iv_2a,4096,42,3,0.2986111111111111,0.29861111111111116,0.06481481481481477
bci_iv_2a,4096,42,4,0.24479166666666666,0.24479166666666666,-0.00694444444444442
bci_iv_2a,4096,42,5,0.2725694444444444,0.2725694444444444,0.03009259259259256
bci_iv_2a,4096,42,6,0.2690972222222222,0.2690972222222222,0.02546296296296291
bci_iv_2a,4096,42,7,0.296875,0.29687500000000006,0.0625
bci_iv_2a,4096,42,8,0.24479166666666666,0.24479166666666666,-0.00694444444444442
bci_iv_2a,4096,123,0,0.2673611111111111,0.2673611111111111,0.02314814814814814
bci_iv_2a,4096,123,1,0.2708333333333333,0.2708333333333333,0.02777777777777779
bci_iv_2a,4096,123,2,0.2829861111111111,0.2829861111111111,0.04398148148148151
bci_iv_2a,4096,123,3,0.3003472222222222,0.30034722222222227,0.06712962962962965
bci_iv_2a,4096,123,4,0.2482638888888889,0.24826388888888887,-0.0023148148148148806
bci_iv_2a,4096,123,5,0.2690972222222222,0.2690972222222222,0.02546296296296291
bci_iv_2a,4096,123,6,0.2743055555555556,0.2743055555555556,0.03240740740740744
bci_iv_2a,4096,123,7,0.3003472222222222,0.30034722222222227,0.06712962962962965
bci_iv_2a,4096,123,8,0.2361111111111111,0.2361111111111111,-0.0185185185185186
bci_iv_2a,4096,456,0,0.2690972222222222,0.2690972222222222,0.02546296296296291
bci_iv_2a,4096,456,1,0.2690972222222222,0.2690972222222222,0.02546296296296291
bci_iv_2a,4096,456,2,0.28125,0.28125,0.04166666666666663
bci_iv_2a,4096,456,3,0.3003472222222222,0.3003472222222222,0.06712962962962965
bci_iv_2a,4096,456,4,0.24305555555555555,0.24305555555555555,-0.0092592592592593
bci_iv_2a,4096,456,5,0.2725694444444444,0.2725694444444444,0.03009259259259256
bci_iv_2a,4096,456,6,0.2673611111111111,0.2673611111111111,0.02314814814814814
bci_iv_2a,4096,456,7,0.296875,0.29687500000000006,0.0625
bci_iv_2a,4096,456,8,0.2378472222222222,0.2378472222222222,-0.01620370370370372
bci_iv_2a,4096,789,0,0.2760416666666667,0.2760416666666667,0.03472222222222221
bci_iv_2a,4096,789,1,0.2708333333333333,0.2708333333333333,0.02777777777777779
bci_iv_2a,4096,789,2,0.28125,0.28125,0.04166666666666663
bci_iv_2a,4096,789,3,0.296875,0.296875,0.0625
bci_iv_2a,4096,789,4,0.2482638888888889,0.2482638888888889,-0.0023148148148148806
bci_iv_2a,4096,789,5,0.2690972222222222,0.2690972222222222,0.02546296296296291
bci_iv_2a,4096,789,6,0.2673611111111111,0.2673611111111111,0.02314814814814814
bci_iv_2a,4096,789,7,0.296875,0.29687500000000006,0.0625
bci_iv_2a,4096,789,8,0.2361111111111111,0.2361111111111111,-0.0185185185185186
bci_iv_2a,4096,2024,0,0.2743055555555556,0.2743055555555556,0.03240740740740744
bci_iv_2a,4096,2024,1,0.2690972222222222,0.2690972222222222,0.02546296296296291
bci_iv_2a,4096,2024,2,0.2829861111111111,0.28298611111111116,0.04398148148148151
bci_iv_2a,4096,2024,3,0.2934027777777778,0.2934027777777778,0.05787037037037035
bci_iv_2a,4096,2024,4,0.2465277777777778,0.24652777777777776,-0.004629629629629539
bci_iv_2a,4096,2024,5,0.2725694444444444,0.2725694444444445,0.03009259259259256
bci_iv_2a,4096,2024,6,0.2725694444444444,0.2725694444444444,0.03009259259259256
bci_iv_2a,4096,2024,7,0.2951388888888889,0.2951388888888889,0.06018518518518523
bci_iv_2a,4096,2024,8,0.2361111111111111,0.2361111111111111,-0.0185185185185186
physionet_mi,4096,42,0,0.3232484076433121,0.3230531173986883,0.09739329618846804
physionet_mi,4096,42,1,0.33812566560170393,0.3382105190634944,0.11755993558483979
physionet_mi,4096,42,2,0.3271177410761854,0.32755912805290355,0.10313261253067718
physionet_mi,4096,42,3,0.32337526205450734,0.3236644584246581,0.09816761546175368
physionet_mi,4096,42,4,0.31494661921708184,0.3149887508910792,0.08664079723168205
physionet_mi,4096,123,0,0.31815803244374674,0.31817005230780354,0.09085555200584172
physionet_mi,4096,123,1,0.33013333333333333,0.3308025535172376,0.10738212042798656
physionet_mi,4096,123,2,0.29153439153439153,0.2915711122308468,0.05526916714916563
physionet_mi,4096,123,3,0.3230605738575983,0.32298465111856367,0.09733186607489408
physionet_mi,4096,123,4,0.3169423334823424,0.31679149377328936,0.08899095503690935
physionet_mi,4096,456,0,0.33103081827842723,0.331244787322135,0.10838847960359399
physionet_mi,4096,456,1,0.32914046121593293,0.3292662889936219,0.10551570083209638
physionet_mi,4096,456,2,0.3012752391073326,0.30144820603437966,0.06845360203862705
physionet_mi,4096,456,3,0.3168264110756124,0.31642840472129896,0.0887311953048443
physionet_mi,4096,456,4,0.3224944320712695,0.32282971979553765,0.09692138511487092
physionet_mi,4096,789,0,0.3180851063829787,0.31772542449845514,0.09039032873602082
physionet_mi,4096,789,1,0.32027168234064785,0.32025956644887354,0.09358473011355872
physionet_mi,4096,789,2,0.32075471698113206,0.3204926844718186,0.09419962299344387
physionet_mi,4096,789,3,0.3253333333333333,0.3254343508576708,0.10048478536974403
physionet_mi,4096,789,4,0.3255184851217313,0.32577752278554833,0.10088991664449232
physionet_mi,4096,2024,0,0.3150259067357513,0.3149843886912215,0.0865079603764154
physionet_mi,4096,2024,1,0.3145766345123258,0.3144279825303495,0.08582773167021818
physionet_mi,4096,2024,2,0.3402889245585875,0.340433291690868,0.12049878463893537
physionet_mi,4096,2024,3,0.31957671957671957,0.31991592976271116,0.09309122631973477
physionet_mi,4096,2024,4,0.30178571428571427,0.3017966655716779,0.06906938825835274
sleep_edf,4096,42,0,0.6389120177629753,0.5727461376131548,0.4167822122607805
sleep_edf,4096,42,1,0.5990527370434465,0.46645080430044744,0.3312980977200889
sleep_edf,4096,42,2,0.730150068212824,0.5611327349759712,0.49428914856842165
sleep_edf,4096,42,3,0.46822960275374453,0.4627991460853688,0.2674170898077205
sleep_edf,4096,42,4,0.7838986883763003,0.6430957653100561,0.5820707091286814
sleep_edf,4096,123,0,0.6627734519836855,0.5540289639469421,0.42386616262150467
sleep_edf,4096,123,1,0.6810664256665161,0.5460682648337599,0.4628684960485432
sleep_edf,4096,123,2,0.7328431372549019,0.5973030923610283,0.5327113692980525
sleep_edf,4096,123,3,0.6771990529958113,0.5567992222501358,0.4368386881181413
sleep_edf,4096,123,4,0.8185570710696339,0.6608253959769281,0.6375752629276727
sleep_edf,4096,456,0,0.738015917083102,0.6237083552701488,0.5358980767276653
sleep_edf,4096,456,1,0.8247533632286995,0.6405058477632134,0.6386473861017625
sleep_edf,4096,456,2,0.752727597925237,0.5724790934257512,0.5757407168517928
sleep_edf,4096,456,3,0.6163147614175426,0.5521468541232019,0.3839264444887378
sleep_edf,4096,456,4,0.6784445690783324,0.5815341305609575,0.43569799549467625
sleep_edf,4096,789,0,0.6941561987984708,0.5389478075109378,0.4462660827789976
sleep_edf,4096,789,1,0.8195710208966216,0.6851741649118422,0.63036715930259
sleep_edf,4096,789,2,0.5714153647037071,0.5294988401815596,0.34373906084260464
sleep_edf,4096,789,3,0.7672413793103449,0.6386218361586544,0.5765058522905663
sleep_edf,4096,789,4,0.7064536625215576,0.5883957213546785,0.5077050378556391
sleep_edf,4096,2024,0,0.5026386445699472,0.4806299703533073,0.27871553698301077
sleep_edf,4096,2024,1,0.7548422800221362,0.6088752869214352,0.5389696170990512
sleep_edf,4096,2024,2,0.6645615301335258,0.5816626969501864,0.4208336626634738
sleep_edf,4096,2024,3,0.7837496618270358,0.6321392764126355,0.6017055258613122
sleep_edf,4096,2024,4,0.8176585275276205,0.6482312131872359,0.6520570471171891
mental_arithmetic,4096,42,0,0.6333333333333333,0.6333333333333333,0.2666666666666667
mental_arithmetic,4096,42,1,0.5952380952380952,0.5952380952380952,0.19047619047619047
mental_arithmetic,4096,42,2,0.638095238095238,0.638095238095238,0.2761904761904762
mental_arithmetic,4096,42,3,0.5428571428571428,0.5428571428571428,0.08571428571428574
mental_arithmetic,4096,42,4,0.6583333333333333,0.6583333333333333,0.31666666666666665
mental_arithmetic,4096,123,0,0.6142857142857143,0.6142857142857143,0.22857142857142854
mental_arithmetic,4096,123,1,0.6190476190476191,0.6190476190476191,0.23809523809523814
mental_arithmetic,4096,123,2,0.5476190476190477,0.5476190476190477,0.09523809523809523
mental_arithmetic,4096,123,3,0.5904761904761905,0.5904761904761905,0.18095238095238098
mental_arithmetic,4096,123,4,0.6208333333333333,0.6208333333333333,0.2416666666666667
mental_arithmetic,4096,456,0,0.5380952380952381,0.5380952380952381,0.07619047619047614
mental_arithmetic,4096,456,1,0.6714285714285714,0.6714285714285715,0.34285714285714286
mental_arithmetic,4096,456,2,0.5190476190476191,0.5190476190476191,0.03809523809523807
mental_arithmetic,4096,456,3,0.6714285714285714,0.6714285714285715,0.34285714285714286
mental_arithmetic,4096,456,4,0.6041666666666666,0.6041666666666666,0.20833333333333337
mental_arithmetic,4096,789,0,0.5952380952380952,0.5952380952380952,0.19047619047619047
mental_arithmetic,4096,789,1,0.5571428571428572,0.5571428571428572,0.11428571428571432
mental_arithmetic,4096,789,2,0.5619047619047619,0.5619047619047619,0.12380952380952381
mental_arithmetic,4096,789,3,0.6714285714285714,0.6714285714285715,0.34285714285714286
mental_arithmetic,4096,789,4,0.5083333333333333,0.5083333333333333,0.01666666666666672
mental_arithmetic,4096,2024,0,0.6476190476190476,0.6476190476190476,0.2952380952380952
mental_arithmetic,4096,2024,1,0.6095238095238096,0.6095238095238096,0.21904761904761905
mental_arithmetic,4096,2024,2,0.5476190476190477,0.5476190476190477,0.09523809523809523
mental_arithmetic,4096,2024,3,0.6666666666666666,0.6666666666666667,0.33333333333333337
mental_arithmetic,4096,2024,4,0.6083333333333333,0.6083333333333334,0.21666666666666667
epfl_p300,4096,42,0,0.6336805555555556,0.5149305555555556,0.02214212152420192
epfl_p300,4096,42,1,0.6493055555555556,0.49930555555555556,-0.0011013215859030367
epfl_p300,4096,42,2,0.6203703703703703,0.5347222222222222,0.04835589941972929
epfl_p300,4096,42,3,0.6047453703703703,0.528125,0.038028169014084456
epfl_p300,4096,42,4,0.5677083333333334,0.5434027777777778,0.05283178360101448
epfl_p300,4096,42,5,0.5694444444444444,0.5208333333333334,0.02617801047120416
epfl_p300,4096,42,6,0.6342592592592593,0.5166666666666666,0.024691358024691357
epfl_p300,4096,42,7,0.6481481481481481,0.5097222222222222,0.015118790496760348
epfl_p300,4096,42,8,0.5723379629629629,0.5767361111111111,0.09064807219032
epfl_p300,4096,42,9,0.5746527777777778,0.5239583333333333,0.03034300791556732
epfl_p300,4096,123,0,0.6302083333333334,0.5128472222222222,0.01893551688843409
epfl_p300,4096,123,1,0.6498842592592593,0.4996527777777778,-0.0005512679162074097
epfl_p300,4096,123,2,0.6209490740740741,0.5350694444444444,0.048886737657308776
epfl_p300,4096,123,3,0.6059027777777778,0.5302083333333334,0.04084507042253516
epfl_p300,4096,123,4,0.5688657407407407,0.5440972222222222,0.0537679932260795
epfl_p300,4096,123,5,0.5688657407407407,0.5204861111111111,0.025719267654751632
epfl_p300,4096,123,6,0.6319444444444444,0.5152777777777777,0.02254098360655732
epfl_p300,4096,123,7,0.6510416666666666,0.5114583333333333,0.01791530944625408
epfl_p300,4096,123,8,0.5717592592592593,0.5763888888888888,0.09016393442622939
epfl_p300,4096,123,9,0.5734953703703703,0.5204861111111111,0.025991189427312822
epfl_p300,4096,456,0,0.6336805555555556,0.5149305555555556,0.02214212152420192
epfl_p300,4096,456,1,0.6498842592592593,0.4996527777777778,-0.0005512679162074097
epfl_p300,4096,456,2,0.6203703703703703,0.5347222222222222,0.04835589941972929
epfl_p300,4096,456,3,0.6053240740740741,0.5284722222222222,0.03853383458646609
epfl_p300,4096,456,4,0.5682870370370371,0.54375,0.053299492385786795
epfl_p300,4096,456,5,0.5694444444444444,0.5208333333333334,0.02617801047120416
epfl_p300,4096,456,6,0.6325231481481481,0.515625,0.023076923076923106
epfl_p300,4096,456,7,0.6481481481481481,0.5097222222222222,0.015118790496760348
epfl_p300,4096,456,8,0.5723379629629629,0.5767361111111111,0.09064807219032
epfl_p300,4096,456,9,0.5746527777777778,0.5211805555555555,0.026919682259488042
epfl_p300,4096,789,0,0.6331018518518519,0.5145833333333334,0.021604938271604923
epfl_p300,4096,789,1,0.6516203703703703,0.5006944444444444,0.0011061946902654052
epfl_p300,4096,789,2,0.6203703703703703,0.5319444444444444,0.044660194174757195
epfl_p300,4096,789,3,0.6047453703703703,0.529513888888889,0.039831302717900585
epfl_p300,4096,789,4,0.5688657407407407,0.5440972222222222,0.0537679932260795
epfl_p300,4096,789,5,0.5688657407407407,0.5204861111111111,0.025719267654751632
epfl_p300,4096,789,6,0.6319444444444444,0.5152777777777777,0.02254098360655732
epfl_p300,4096,789,7,0.6498842592592593,0.5107638888888889,0.01679306608884079
epfl_p300,4096,789,8,0.5723379629629629,0.5767361111111111,0.09064807219032
epfl_p300,4096,789,9,0.5746527777777778,0.5239583333333333,0.03034300791556732
epfl_p300,4096,2024,0,0.6302083333333334,0.5128472222222222,0.01893551688843409
epfl_p300,4096,2024,1,0.6498842592592593,0.4996527777777778,-0.0005512679162074097
epfl_p300,4096,2024,2,0.6192129629629629,0.5340277777777778,0.04729729729729726
epfl_p300,4096,2024,3,0.6041666666666666,0.5291666666666667,0.0393258426966292
epfl_p300,4096,2024,4,0.5694444444444444,0.5416666666666667,0.05102040816326525
epfl_p300,4096,2024,5,0.5682870370370371,0.5201388888888889,0.025261324041811695
epfl_p300,4096,2024,6,0.6377314814814815,0.51875,0.02795031055900621
epfl_p300,4096,2024,7,0.6493055555555556,0.5104166666666666,0.016233766233766267
epfl_p300,4096,2024,8,0.5723379629629629,0.5767361111111111,0.09064807219032
epfl_p300,4096,2024,9,0.5752314814814815,0.5215277777777778,0.02738515901060079
ssvep_nakanishi,4096,42,0,0.06111111111111111,0.061111111111111116,-0.024242424242424176
ssvep_nakanishi,4096,42,1,0.05555555555555555,0.05555555555555555,-0.030303030303030276
ssvep_nakanishi,4096,42,2,0.044444444444444446,0.044444444444444446,-0.042424242424242475
ssvep_nakanishi,4096,42,3,0.10555555555555556,0.10555555555555556,0.024242424242424288
ssvep_nakanishi,4096,42,4,0.09444444444444444,0.09444444444444444,0.012121212121212088
ssvep_nakanishi,4096,42,5,0.06666666666666667,0.06666666666666667,-0.018181818181818077
ssvep_nakanishi,4096,42,6,0.08333333333333333,0.08333333333333333,-2.220446049250313e-16
ssvep_nakanishi,4096,42,7,0.06666666666666667,0.06666666666666667,-0.018181818181818077
ssvep_nakanishi,4096,42,8,0.11666666666666667,0.11666666666666665,0.036363636363636376
ssvep_nakanishi,4096,123,0,0.06111111111111111,0.061111111111111116,-0.024242424242424176
ssvep_nakanishi,4096,123,1,0.05555555555555555,0.05555555555555555,-0.030303030303030276
ssvep_nakanishi,4096,123,2,0.044444444444444446,0.044444444444444446,-0.0424242424242427
ssvep_nakanishi,4096,123,3,0.10555555555555556,0.10555555555555556,0.024242424242424288
ssvep_nakanishi,4096,123,4,0.09444444444444444,0.09444444444444444,0.012121212121212088
ssvep_nakanishi,4096,123,5,0.06666666666666667,0.06666666666666667,-0.018181818181818077
ssvep_nakanishi,4096,123,6,0.08333333333333333,0.08333333333333333,-2.220446049250313e-16
ssvep_nakanishi,4096,123,7,0.06666666666666667,0.06666666666666667,-0.018181818181818077
ssvep_nakanishi,4096,123,8,0.11666666666666667,0.11666666666666665,0.036363636363636376
ssvep_nakanishi,4096,456,0,0.06111111111111111,0.061111111111111116,-0.024242424242424176
ssvep_nakanishi,4096,456,1,0.05555555555555555,0.05555555555555555,-0.030303030303030276
ssvep_nakanishi,4096,456,2,0.044444444444444446,0.044444444444444446,-0.042424242424242475
ssvep_nakanishi,4096,456,3,0.10555555555555556,0.10555555555555556,0.0242424242424244
ssvep_nakanishi,4096,456,4,0.09444444444444444,0.09444444444444444,0.012121212121212088
ssvep_nakanishi,4096,456,5,0.06666666666666667,0.06666666666666667,-0.018181818181818077
ssvep_nakanishi,4096,456,6,0.08333333333333333,0.08333333333333333,-2.220446049250313e-16
ssvep_nakanishi,4096,456,7,0.06666666666666667,0.06666666666666667,-0.018181818181818077
ssvep_nakanishi,4096,456,8,0.1111111111111111,0.1111111111111111,0.030303030303030276
ssvep_nakanishi,4096,789,0,0.06111111111111111,0.061111111111111116,-0.024242424242424176
ssvep_nakanishi,4096,789,1,0.05555555555555555,0.05555555555555555,-0.030303030303030276
ssvep_nakanishi,4096,789,2,0.044444444444444446,0.044444444444444446,-0.042424242424242475
ssvep_nakanishi,4096,789,3,0.10555555555555556,0.10555555555555556,0.024242424242424288
ssvep_nakanishi,4096,789,4,0.09444444444444444,0.09444444444444444,0.012121212121212088
ssvep_nakanishi,4096,789,5,0.06666666666666667,0.06666666666666667,-0.018181818181818077
ssvep_nakanishi,4096,789,6,0.08333333333333333,0.08333333333333333,-2.220446049250313e-16
ssvep_nakanishi,4096,789,7,0.06666666666666667,0.06666666666666667,-0.018181818181818077
ssvep_nakanishi,4096,789,8,0.11666666666666667,0.11666666666666665,0.036363636363636376
ssvep_nakanishi,4096,2024,0,0.06111111111111111,0.061111111111111116,-0.024242424242424176
ssvep_nakanishi,4096,2024,1,0.05,0.049999999999999996,-0.036363636363636376
ssvep_nakanishi,4096,2024,2,0.044444444444444446,0.044444444444444446,-0.042424242424242475
ssvep_nakanishi,4096,2024,3,0.10555555555555556,0.10555555555555556,0.024242424242424288
ssvep_nakanishi,4096,2024,4,0.09444444444444444,0.09444444444444444,0.012121212121212088
ssvep_nakanishi,4096,2024,5,0.06666666666666667,0.06666666666666667,-0.018181818181818077
ssvep_nakanishi,4096,2024,6,0.08333333333333333,0.08333333333333333,-2.220446049250313e-16
ssvep_nakanishi,4096,2024,7,0.06666666666666667,0.06666666666666667,-0.018181818181818077
ssvep_nakanishi,4096,2024,8,0.11666666666666667,0.11666666666666665,0.036363636363636376
