dataset,classifier,vocab_size,seed,cv_strategy,accuracy_mean,accuracy_std,accuracy_ci_low,accuracy_ci_high,balanced_accuracy_mean,macro_f1_mean,kappa_mean,auc_roc_mean,n_folds,n_trials,n_subjects,confusion_matrix,timestamp
bci_iv_2a,BPE_Hist_LogReg,4096,42,LOSO,0.2689043209876543,0.0186706074576587,0.2571325231481481,0.2802903163580246,0.2689043209876543,0.2399591678195433,0.0252057613168724,0.5337887499285551,9,5184,9,"[[147, 370, 264, 515], [138, 393, 326, 439], [142, 395, 302, 457], [173, 273, 298, 552]]",2026-03-07T16:58:44.780688
bci_iv_2a,BPE_Hist_LogReg,4096,123,LOSO,0.269483024691358,0.0188728006306095,0.2569444444444444,0.2810619212962963,0.269483024691358,0.2391882158805418,0.025977366255144,0.5337954478880886,9,5184,9,"[[143, 389, 240, 524], [137, 409, 307, 443], [133, 411, 288, 464], [169, 285, 285, 557]]",2026-03-07T16:58:44.787686
bci_iv_2a,BPE_Hist_LogReg,4096,456,LOSO,0.2706404320987654,0.0188135576238219,0.2581018518518518,0.2818287037037036,0.2706404320987654,0.2406842588231175,0.0275205761316872,0.5337914291123687,9,5184,9,"[[146, 386, 237, 527], [138, 405, 310, 443], [138, 407, 289, 462], [168, 283, 282, 563]]",2026-03-07T16:58:44.794685
bci_iv_2a,BPE_Hist_LogReg,4096,789,LOSO,0.2706404320987655,0.017994697345708,0.2588734567901235,0.2826051311728395,0.2706404320987655,0.2413487110512743,0.0275205761316872,0.5338099601337449,9,5184,9,"[[153, 387, 239, 517], [139, 410, 306, 441], [136, 413, 285, 462], [170, 288, 283, 555]]",2026-03-07T16:58:44.801690
bci_iv_2a,BPE_Hist_LogReg,4096,2024,LOSO,0.2710262345679012,0.019322888839724,0.2584828317901234,0.2824122299382716,0.2710262345679012,0.2411424339598612,0.0280349794238682,0.53380035972508,9,5184,9,"[[143, 388, 239, 526], [137, 413, 306, 440], [135, 408, 293, 460], [169, 288, 283, 556]]",2026-03-07T16:58:44.808690
bci_iv_2a,BPE_Hist_RF,4096,42,LOSO,0.2472993827160494,0.0183935145695373,0.2349440586419753,0.2594569830246914,0.2472993827160494,0.2463461850288558,-0.0036008230452674,0.508864526177412,9,5184,9,"[[303, 321, 352, 320], [307, 334, 348, 307], [292, 352, 304, 348], [314, 323, 318, 341]]",2026-03-07T17:01:50.850074
bci_iv_2a,BPE_Hist_RF,4096,123,LOSO,0.2472993827160494,0.0183935145695373,0.2345679012345679,0.2588734567901234,0.2472993827160494,0.2463461850288558,-0.0036008230452674,0.508864526177412,9,5184,9,"[[303, 321, 352, 320], [307, 334, 348, 307], [292, 352, 304, 348], [314, 323, 318, 341]]",2026-03-07T17:01:50.857074
bci_iv_2a,BPE_Hist_RF,4096,456,LOSO,0.2472993827160494,0.0183935145695373,0.2355324074074074,0.2586805555555556,0.2472993827160494,0.2463461850288558,-0.0036008230452674,0.508864526177412,9,5184,9,"[[303, 321, 352, 320], [307, 334, 348, 307], [292, 352, 304, 348], [314, 323, 318, 341]]",2026-03-07T17:01:50.864074
bci_iv_2a,BPE_Hist_RF,4096,789,LOSO,0.2472993827160494,0.0183935145695373,0.2357204861111111,0.260035686728395,0.2472993827160494,0.2463461850288558,-0.0036008230452674,0.508864526177412,9,5184,9,"[[303, 321, 352, 320], [307, 334, 348, 307], [292, 352, 304, 348], [314, 323, 318, 341]]",2026-03-07T17:01:50.871074
bci_iv_2a,BPE_Hist_RF,4096,2024,LOSO,0.2472993827160494,0.0183935145695373,0.2355275848765431,0.2588734567901234,0.2472993827160494,0.2463461850288558,-0.0036008230452674,0.508864526177412,9,5184,9,"[[303, 321, 352, 320], [307, 334, 348, 307], [292, 352, 304, 348], [314, 323, 318, 341]]",2026-03-07T17:01:50.878073
bci_iv_2a,BPE_Windowed_LogReg,4096,42,LOSO,0.3016975308641975,0.024671758714363,0.2847222222222222,0.3175154320987654,0.3016975308641975,0.2974802661327476,0.0689300411522633,0.5575390446387746,9,5184,9,"[[310, 366, 245, 375], [258, 455, 326, 257], [238, 372, 338, 348], [269, 280, 286, 461]]",2026-03-07T17:02:08.892992
bci_iv_2a,BPE_Windowed_LogReg,4096,123,LOSO,0.3022762345679013,0.0245037723891981,0.2851032021604938,0.3163628472222222,0.3022762345679013,0.2981695496543,0.0697016460905349,0.5575546732110196,9,5184,9,"[[311, 366, 244, 375], [258, 455, 326, 257], [236, 373, 339, 348], [267, 280, 287, 462]]",2026-03-07T17:02:08.899492
bci_iv_2a,BPE_Windowed_LogReg,4096,456,LOSO,0.3009259259259259,0.0240144605569981,0.285865162037037,0.3159722222222222,0.3009259259259259,0.2966340740241477,0.0679012345679012,0.5575792323959763,9,5184,9,"[[306, 366, 245, 379], [259, 454, 326, 257], [237, 371, 339, 349], [270, 281, 284, 461]]",2026-03-07T17:02:08.907064
bci_iv_2a,BPE_Windowed_LogReg,4096,789,LOSO,0.3020833333333333,0.0242365643418656,0.2856867283950617,0.316358024691358,0.3020833333333333,0.2979103592700667,0.0694444444444444,0.5575481985168038,9,5184,9,"[[310, 366, 244, 376], [258, 455, 326, 257], [236, 372, 339, 349], [268, 280, 286, 462]]",2026-03-07T17:02:08.914062
bci_iv_2a,BPE_Windowed_LogReg,4096,2024,LOSO,0.3016975308641976,0.0241226830996329,0.2852864583333332,0.3157793209876543,0.3016975308641976,0.2974580470803039,0.0689300411522633,0.557563603823731,9,5184,9,"[[307, 366, 245, 378], [257, 455, 327, 257], [236, 371, 340, 349], [268, 279, 287, 462]]",2026-03-07T17:02:08.920563
bci_iv_2a,BPE_WindowedSeq_CNN,4096,42,LOSO,0.3096064814814814,0.0259321255814908,0.2933931327160494,0.3267795138888889,0.3096064814814814,0.249929245964463,0.0794753086419753,0.5633939543324188,9,5184,9,"[[134, 554, 78, 530], [129, 702, 94, 371], [138, 633, 91, 434], [127, 421, 70, 678]]",2026-03-07T17:03:09.416680
bci_iv_2a,BPE_WindowedSeq_CNN,4096,123,LOSO,0.3013117283950617,0.0334259490811907,0.2775752314814814,0.320606674382716,0.3013117283950617,0.2444063665025197,0.0684156378600823,0.5613131215706447,9,5184,9,"[[72, 552, 117, 555], [75, 692, 122, 407], [86, 613, 118, 479], [89, 411, 116, 680]]",2026-03-07T17:03:52.860848
bci_iv_2a,BPE_WindowedSeq_CNN,4096,456,LOSO,0.3094135802469135,0.0262884115214883,0.2930169753086419,0.3277391975308641,0.3094135802469135,0.2429184758401271,0.0792181069958847,0.5626169910265202,9,5184,9,"[[82, 583, 73, 558], [81, 738, 87, 390], [78, 663, 102, 453], [98, 450, 66, 682]]",2026-03-07T17:04:36.478214
bci_iv_2a,BPE_WindowedSeq_CNN,4096,789,LOSO,0.3069058641975308,0.0283715683809417,0.2885802469135802,0.3263888888888889,0.3069058641975309,0.2477092943898801,0.0758744855967077,0.5690387713620256,9,5184,9,"[[102, 567, 111, 516], [97, 714, 117, 368], [105, 634, 117, 440], [107, 425, 106, 658]]",2026-03-07T17:05:22.402270
bci_iv_2a,BPE_WindowedSeq_CNN,4096,2024,LOSO,0.3009259259259259,0.0283623860065806,0.2833670910493827,0.3186728395061728,0.3009259259259259,0.2419619122522347,0.0679012345679012,0.5642325388660265,9,5184,9,"[[123, 616, 47, 510], [139, 745, 56, 356], [142, 674, 39, 441], [145, 450, 48, 653]]",2026-03-07T17:06:08.151017
bci_iv_2a,BPE_Bigram_LogReg,4096,42,LOSO,0.2650462962962963,0.0208815029544776,0.2525028935185185,0.2789351851851852,0.2650462962962963,0.1640866943332435,0.0200617283950617,0.5433637063471651,9,5184,9,"[[0, 435, 324, 537], [0, 472, 338, 486], [0, 466, 329, 501], [1, 396, 326, 573]]",2026-03-07T17:06:24.455240
bci_iv_2a,BPE_Bigram_LogReg,4096,123,LOSO,0.2685185185185185,0.0237621124625553,0.2536651234567901,0.2849199459876543,0.2685185185185185,0.1709060199628061,0.0246913580246913,0.5433250814471879,9,5184,9,"[[232, 218, 438, 408], [220, 261, 425, 390], [216, 234, 434, 412], [228, 211, 392, 465]]",2026-03-07T17:06:24.462238
bci_iv_2a,BPE_Bigram_LogReg,4096,456,LOSO,0.2704475308641975,0.0192418377153356,0.2581018518518518,0.2833719135802469,0.2704475308641975,0.1692319487214545,0.0272633744855967,0.5433210626714678,9,5184,9,"[[176, 222, 373, 525], [172, 264, 392, 468], [176, 247, 395, 478], [177, 180, 372, 567]]",2026-03-07T17:06:24.469238
bci_iv_2a,BPE_Bigram_LogReg,4096,789,LOSO,0.2604166666666667,0.0219907407407407,0.2459490740740741,0.2754677854938271,0.2604166666666667,0.1752309421944354,0.0138888888888888,0.5433078900177183,9,5184,9,"[[439, 470, 139, 248], [432, 484, 169, 211], [459, 484, 163, 190], [482, 396, 154, 264]]",2026-03-07T17:06:24.476244
bci_iv_2a,BPE_Bigram_LogReg,4096,2024,LOSO,0.2741126543209876,0.02293659762211,0.2600308641975308,0.2905189043209876,0.2741126543209876,0.1872678650630747,0.0321502057613168,0.5433429426726109,9,5184,9,"[[279, 237, 348, 432], [249, 312, 345, 390], [259, 278, 346, 413], [292, 188, 332, 484]]",2026-03-07T17:06:24.483239
bci_iv_2a,BPE_Seq_CNN,4096,42,LOSO,0.2561728395061728,0.0131738974374721,0.2474922839506173,0.2648533950617284,0.2561728395061728,0.2113128057562863,0.0082304526748971,0.5153704775377228,9,5184,9,"[[458, 451, 228, 159], [432, 462, 255, 147], [445, 467, 254, 130], [474, 440, 228, 154]]",2026-03-07T17:06:34.770119
bci_iv_2a,BPE_Seq_CNN,4096,123,LOSO,0.267554012345679,0.0131314602045659,0.2592592592592593,0.2760464891975308,0.267554012345679,0.238933406361228,0.0234053497942386,0.5200304712505717,9,5184,9,"[[360, 545, 122, 269], [331, 594, 124, 247], [385, 542, 140, 229], [373, 521, 109, 293]]",2026-03-07T17:06:42.556476
bci_iv_2a,BPE_Seq_CNN,4096,456,LOSO,0.2658179012345679,0.0151227678414503,0.2567515432098765,0.2760464891975309,0.2658179012345679,0.2326239330007257,0.0210905349794238,0.5198793206304297,9,5184,9,"[[346, 513, 190, 247], [322, 558, 178, 238], [331, 528, 178, 259], [333, 489, 178, 296]]",2026-03-07T17:06:49.031361
bci_iv_2a,BPE_Seq_CNN,4096,789,LOSO,0.2604166666666666,0.0120559413518516,0.2523148148148148,0.2685185185185185,0.2604166666666666,0.2259405259857218,0.0138888888888888,0.5140956325731596,9,5184,9,"[[417, 419, 280, 180], [390, 440, 325, 141], [420, 440, 291, 145], [395, 413, 286, 202]]",2026-03-07T17:06:56.458759
bci_iv_2a,BPE_Seq_CNN,4096,2024,LOSO,0.2561728395061728,0.0148471307136526,0.2461419753086419,0.265625,0.2561728395061728,0.2192729231650214,0.0082304526748971,0.5139514031778692,9,5184,9,"[[324, 544, 205, 223], [337, 540, 207, 212], [367, 531, 208, 190], [348, 499, 193, 256]]",2026-03-07T17:07:03.052640
bci_iv_2a,BPE_Seq_Transformer,4096,42,LOSO,0.2665895061728395,0.024811628380885,0.2517361111111111,0.2822145061728395,0.2665895061728395,0.1976128769715391,0.022119341563786,0.5227538615969364,9,5184,9,"[[287, 464, 155, 390], [300, 457, 179, 360], [296, 454, 185, 361], [264, 418, 161, 453]]",2026-03-07T17:08:06.745719
bci_iv_2a,BPE_Seq_Transformer,4096,123,LOSO,0.2590663580246913,0.0188016866219308,0.2469135802469136,0.2704523533950618,0.2590663580246913,0.1905173988109015,0.0120884773662551,0.5257181552211934,9,5184,9,"[[373, 638, 90, 195], [355, 647, 118, 176], [343, 670, 108, 175], [405, 607, 69, 215]]",2026-03-07T17:09:00.368761
bci_iv_2a,BPE_Seq_Transformer,4096,456,LOSO,0.2696759259259259,0.0155713241285575,0.2600308641975309,0.2802854938271605,0.2696759259259259,0.1951744482162602,0.0262345679012345,0.5266641303726566,9,5184,9,"[[424, 439, 163, 270], [385, 457, 198, 256], [402, 447, 204, 243], [423, 379, 181, 313]]",2026-03-07T17:09:55.365428
bci_iv_2a,BPE_Seq_Transformer,4096,789,LOSO,0.265625,0.0162037037037037,0.2555941358024691,0.2779755015432099,0.265625,0.1941541932878293,0.0208333333333333,0.530523941186557,9,5184,9,"[[374, 342, 258, 322], [392, 378, 255, 271], [362, 378, 263, 293], [375, 318, 241, 362]]",2026-03-07T17:10:47.646802
bci_iv_2a,BPE_Seq_Transformer,4096,2024,LOSO,0.2584876543209877,0.0149221293254735,0.2484519675925925,0.2683256172839506,0.2584876543209877,0.1884128033561803,0.0113168724279835,0.5260668956475766,9,5184,9,"[[363, 576, 101, 256], [367, 571, 114, 244], [363, 597, 120, 216], [348, 559, 103, 286]]",2026-03-07T17:11:45.486726
bci_iv_2a,BPE_Seq_CW_Transformer,4096,42,LOSO,0.2488425925925926,0.0067487869153302,0.2438271604938272,0.2523148148148148,0.2488425925925926,0.1202733840042541,-0.0015432098765432,0.4919584297839506,9,5184,9,"[[288, 465, 333, 210], [288, 461, 333, 214], [288, 468, 337, 203], [288, 479, 325, 204]]",2026-03-07T17:13:29.894721
bci_iv_2a,BPE_Seq_CW_Transformer,4096,123,LOSO,0.2513503086419753,0.0053527920237313,0.2484567901234567,0.2554012345679012,0.2513503086419753,0.1098725003307734,0.0018004115226337,0.496807305955647,9,5184,9,"[[1, 292, 257, 746], [0, 299, 253, 744], [0, 299, 257, 740], [0, 295, 255, 746]]",2026-03-07T17:15:04.834704
bci_iv_2a,BPE_Seq_CW_Transformer,4096,456,LOSO,0.2525077160493827,0.0077256884238043,0.2494212962962962,0.2579137731481481,0.2525077160493827,0.109238986142134,0.0033436213991769,0.5034592728337905,9,5184,9,"[[431, 221, 356, 288], [432, 220, 356, 288], [428, 210, 370, 288], [430, 219, 359, 288]]",2026-03-07T17:16:39.858170
bci_iv_2a,BPE_Seq_CW_Transformer,4096,789,LOSO,0.247878086419753,0.0076676724206604,0.2422839506172839,0.251929012345679,0.247878086419753,0.1224831852570071,-0.0028292181069959,0.500575354723937,9,5184,9,"[[337, 339, 197, 423], [347, 336, 198, 415], [345, 343, 197, 411], [348, 346, 187, 415]]",2026-03-07T17:18:12.333510
bci_iv_2a,BPE_Seq_CW_Transformer,4096,2024,LOSO,0.249807098765432,0.0017253610937498,0.2486496913580247,0.2509645061728395,0.249807098765432,0.1026007993379231,-0.0002572016460905,0.5006452367684041,9,5184,9,"[[432, 288, 146, 430], [433, 288, 144, 431], [431, 288, 144, 433], [431, 288, 146, 431]]",2026-03-07T17:19:47.446122
bci_iv_2a,CSP_LDA,4096,42,LOSO,0.3919753086419753,0.1165244812174004,0.3186294367283951,0.4654899691358024,0.3919753086419753,0.3391150400006133,0.1893004115226337,0.6840429598193873,9,5184,9,"[[463, 319, 331, 183], [275, 622, 269, 130], [240, 257, 624, 175], [282, 344, 347, 323]]",2026-03-07T17:21:46.059505
bci_iv_2a,CSP_LDA,4096,123,LOSO,0.3919753086419753,0.1165244812174004,0.3175057870370369,0.4697193287037037,0.3919753086419753,0.3391150400006133,0.1893004115226337,0.6840429598193873,9,5184,9,"[[463, 319, 331, 183], [275, 622, 269, 130], [240, 257, 624, 175], [282, 344, 347, 323]]",2026-03-07T17:21:46.067005
bci_iv_2a,CSP_LDA,4096,456,LOSO,0.3919753086419753,0.1165244812174004,0.3182822145061728,0.4675974151234567,0.3919753086419753,0.3391150400006133,0.1893004115226337,0.6840429598193873,9,5184,9,"[[463, 319, 331, 183], [275, 622, 269, 130], [240, 257, 624, 175], [282, 344, 347, 323]]",2026-03-07T17:21:46.074005
bci_iv_2a,CSP_LDA,4096,789,LOSO,0.3919753086419753,0.1165244812174004,0.3139756944444444,0.4682243441358024,0.3919753086419753,0.3391150400006133,0.1893004115226337,0.6840429598193873,9,5184,9,"[[463, 319, 331, 183], [275, 622, 269, 130], [240, 257, 624, 175], [282, 344, 347, 323]]",2026-03-07T17:21:46.081004
bci_iv_2a,CSP_LDA,4096,2024,LOSO,0.3919753086419753,0.1165244812174004,0.3217496141975308,0.4650848765432099,0.3919753086419753,0.3391150400006133,0.1893004115226337,0.6840429598193873,9,5184,9,"[[463, 319, 331, 183], [275, 622, 269, 130], [240, 257, 624, 175], [282, 344, 347, 323]]",2026-03-07T17:21:46.088503
bci_iv_2a,EEGNet,4096,42,LOSO,0.4577546296296295,0.1598060703156778,0.3547309027777778,0.563700810185185,0.4577546296296295,0.4238453718938256,0.2770061728395062,0.7340860946787837,9,5184,9,"[[537, 306, 272, 181], [290, 693, 233, 80], [275, 236, 689, 96], [358, 261, 223, 454]]",2026-03-07T17:33:30.453982
bci_iv_2a,EEGNet,4096,123,LOSO,0.4571759259259259,0.1603270385871522,0.3529996141975309,0.5671344521604937,0.4571759259259259,0.4220427104953226,0.2762345679012346,0.7418311685528122,9,5184,9,"[[547, 370, 213, 166], [263, 746, 221, 66], [247, 315, 666, 68], [335, 343, 207, 411]]",2026-03-07T17:33:30.460481
bci_iv_2a,EEGNet,4096,456,LOSO,0.4481095679012346,0.1545961089255137,0.3433545524691357,0.5526716820987654,0.4481095679012346,0.4103418779698623,0.2641460905349794,0.7334913158721993,9,5184,9,"[[476, 363, 219, 238], [218, 739, 222, 117], [205, 323, 621, 147], [345, 316, 148, 487]]",2026-03-07T17:33:30.467480
bci_iv_2a,EEGNet,4096,789,LOSO,0.447337962962963,0.1560762923309551,0.3597511574074074,0.5576919367283951,0.447337962962963,0.4134311317062751,0.2631172839506173,0.7332153599394148,9,5184,9,"[[521, 313, 214, 248], [256, 711, 215, 114], [261, 294, 613, 128], [338, 300, 184, 474]]",2026-03-07T17:33:30.474481
bci_iv_2a,EEGNet,4096,2024,LOSO,0.4438657407407407,0.1519050374057155,0.3427806712962963,0.5426552854938271,0.4438657407407407,0.4116413274725336,0.2584876543209876,0.7293260781035665,9,5184,9,"[[456, 380, 246, 214], [213, 754, 241, 88], [241, 327, 623, 105], [305, 316, 207, 468]]",2026-03-07T17:33:30.480982
bci_iv_2a,Patching_LogReg,4096,42,LOSO,0.3551311728395062,0.0752764783129809,0.3067081404320987,0.402782600308642,0.3551311728395062,0.3371400429200871,0.1401748971193415,0.6339591906721537,9,5184,9,"[[379, 339, 268, 310], [243, 510, 349, 194], [199, 364, 510, 223], [313, 245, 296, 442]]",2026-03-07T17:36:58.116098
bci_iv_2a,Patching_LogReg,4096,123,LOSO,0.3553240740740741,0.0751735888361384,0.3069010416666666,0.3997010030864197,0.3553240740740741,0.3374475045049723,0.140432098765432,0.633973479652492,9,5184,9,"[[380, 339, 268, 309], [243, 510, 349, 194], [199, 364, 510, 223], [313, 245, 296, 442]]",2026-03-07T17:36:58.123597
bci_iv_2a,Patching_LogReg,4096,456,LOSO,0.3551311728395062,0.0756625431448552,0.3065104166666667,0.4076051311728395,0.3551311728395062,0.3372294431223765,0.1401748971193415,0.6339538323045267,9,5184,9,"[[379, 339, 268, 310], [243, 509, 350, 194], [198, 364, 511, 223], [313, 245, 296, 442]]",2026-03-07T17:36:58.131098
bci_iv_2a,Patching_LogReg,4096,789,LOSO,0.355516975308642,0.0755192935568239,0.3088252314814814,0.4095389660493827,0.355516975308642,0.3376036734563115,0.1406893004115226,0.6339471343449933,9,5184,9,"[[379, 339, 268, 310], [243, 510, 349, 194], [198, 364, 511, 223], [312, 245, 296, 443]]",2026-03-07T17:36:58.138097
bci_iv_2a,Patching_LogReg,4096,2024,LOSO,0.3551311728395062,0.0756625431448552,0.3080584490740741,0.4028018904320987,0.3551311728395062,0.3372294431223765,0.1401748971193415,0.6339614233253315,9,5184,9,"[[379, 339, 268, 310], [243, 509, 350, 194], [198, 364, 511, 223], [313, 245, 296, 442]]",2026-03-07T17:36:58.145598
bci_iv_2a,VQ_LogReg,4096,42,LOSO,0.2858796296296296,0.0472698561496808,0.2577015817901235,0.3186728395061728,0.2858796296296296,0.2021374852117638,0.0478395061728395,0.623185299497028,9,5184,9,"[[151, 541, 134, 470], [133, 689, 102, 372], [118, 636, 151, 391], [178, 494, 133, 491]]",2026-03-07T17:37:30.314293
bci_iv_2a,VQ_LogReg,4096,123,LOSO,0.2858796296296296,0.0472698561496808,0.257716049382716,0.3180989583333333,0.2858796296296296,0.2021374852117638,0.0478395061728395,0.6231828435785323,9,5184,9,"[[151, 541, 134, 470], [133, 689, 102, 372], [118, 636, 151, 391], [178, 494, 133, 491]]",2026-03-07T17:37:30.321292
bci_iv_2a,VQ_LogReg,4096,456,LOSO,0.2858796296296296,0.0472698561496808,0.2586757330246914,0.3194589120370371,0.2858796296296296,0.2021374852117638,0.0478395061728395,0.6231821737825789,9,5184,9,"[[151, 541, 134, 470], [133, 689, 102, 372], [118, 636, 151, 391], [178, 494, 133, 491]]",2026-03-07T17:37:30.328292
bci_iv_2a,VQ_LogReg,4096,789,LOSO,0.2858796296296296,0.0472698561496808,0.2580970293209876,0.3189139660493826,0.2858796296296296,0.2021374852117638,0.0478395061728395,0.6231794945987654,9,5184,9,"[[151, 541, 134, 470], [133, 689, 102, 372], [118, 636, 151, 391], [178, 494, 133, 491]]",2026-03-07T17:37:30.335193
bci_iv_2a,VQ_LogReg,4096,2024,LOSO,0.2858796296296296,0.0472698561496808,0.2571277006172839,0.3209876543209876,0.2858796296296296,0.2021374852117638,0.0478395061728395,0.62318105745599,9,5184,9,"[[151, 541, 134, 470], [133, 689, 102, 372], [118, 636, 151, 391], [178, 494, 133, 491]]",2026-03-07T17:37:30.342192
bci_iv_2a,Chronos_Binning,4096,42,LOSO,0.2721836419753086,0.0177762438788707,0.2602189429012346,0.2833767361111111,0.2721836419753086,0.2522736652715933,0.0295781893004115,0.5374491848136717,9,5184,9,"[[169, 426, 251, 450], [148, 489, 284, 375], [169, 495, 275, 357], [190, 407, 221, 478]]",2026-03-07T17:39:51.362956
bci_iv_2a,Chronos_Binning,4096,123,LOSO,0.271604938271605,0.0180071003551156,0.2598331404320987,0.2829861111111111,0.271604938271605,0.2515261657659404,0.0288065843621399,0.5374460590992226,9,5184,9,"[[166, 425, 253, 452], [147, 488, 285, 376], [168, 496, 275, 357], [189, 407, 221, 479]]",2026-03-07T17:39:51.369957
bci_iv_2a,Chronos_Binning,4096,456,LOSO,0.2721836419753086,0.0184238352361477,0.2604118441358025,0.2837577160493827,0.2721836419753086,0.2521955991562007,0.0295781893004115,0.537446728895176,9,5184,9,"[[167, 426, 252, 451], [148, 490, 283, 375], [168, 495, 276, 357], [189, 408, 221, 478]]",2026-03-07T17:39:51.376956
bci_iv_2a,Chronos_Binning,4096,789,LOSO,0.2714120370370371,0.0180421959121758,0.2596402391975308,0.2818335262345679,0.2714120370370371,0.2513024788327669,0.0285493827160493,0.5374489615483539,9,5184,9,"[[166, 424, 253, 453], [147, 488, 284, 377], [168, 496, 274, 358], [189, 407, 221, 479]]",2026-03-07T17:39:51.383457
bci_iv_2a,Chronos_Binning,4096,2024,LOSO,0.271412037037037,0.0176100972855358,0.2604166666666667,0.2827932098765432,0.2714120370370371,0.251408661931384,0.0285493827160493,0.5374487382830361,9,5184,9,"[[166, 424, 254, 452], [147, 486, 286, 377], [168, 496, 275, 357], [187, 408, 221, 480]]",2026-03-07T17:39:51.390600
bci_iv_2a,PSD_LogReg,4096,42,LOSO,0.3804012345679012,0.0829080440034535,0.3250096450617283,0.4353829089506173,0.3804012345679012,0.3456927010590818,0.1738683127572016,0.6667430234053496,9,5184,9,"[[350, 368, 247, 331], [161, 587, 326, 222], [155, 366, 553, 222], [265, 306, 243, 482]]",2026-03-07T17:40:48.493560
bci_iv_2a,PSD_LogReg,4096,123,LOSO,0.3804012345679012,0.0829080440034535,0.3273533950617284,0.4349971064814815,0.3804012345679012,0.3456701530893117,0.1738683127572016,0.6667300740169182,9,5184,9,"[[350, 368, 247, 331], [159, 587, 327, 223], [155, 366, 553, 222], [265, 306, 243, 482]]",2026-03-07T17:40:48.500560
bci_iv_2a,PSD_LogReg,4096,456,LOSO,0.3804012345679012,0.0829080440034535,0.3286940586419752,0.4338348765432098,0.3804012345679012,0.3456907155068948,0.1738683127572016,0.6667340927926383,9,5184,9,"[[350, 368, 247, 331], [160, 587, 326, 223], [155, 366, 553, 222], [265, 306, 243, 482]]",2026-03-07T17:40:48.507561
bci_iv_2a,PSD_LogReg,4096,789,LOSO,0.3805941358024691,0.0827638470074668,0.3290846836419753,0.4299768518518518,0.3805941358024691,0.3458399413160452,0.1741255144032921,0.6667331997313672,9,5184,9,"[[350, 368, 247, 331], [161, 588, 325, 222], [155, 366, 553, 222], [265, 306, 243, 482]]",2026-03-07T17:40:48.514560
bci_iv_2a,PSD_LogReg,4096,2024,LOSO,0.3804012345679012,0.0829080440034535,0.328125,0.4332754629629629,0.3804012345679012,0.3456927010590818,0.1738683127572016,0.6667331997313671,9,5184,9,"[[350, 368, 247, 331], [161, 587, 326, 222], [155, 366, 553, 222], [265, 306, 243, 482]]",2026-03-07T17:40:48.521561
physionet_mi,BPE_Hist_LogReg,4096,42,5fold-subject,0.3252564472002233,0.0071002103306897,0.3191165914877863,0.332017094528198,0.3253902160749821,0.3246149284658295,0.1004339792273861,0.5803576056981247,5,9795,109,"[[780, 501, 574, 615], [434, 819, 543, 632], [585, 540, 723, 604], [518, 535, 532, 860]]",2026-03-07T21:59:29.098873
physionet_mi,BPE_Hist_LogReg,4096,123,5fold-subject,0.3168858952854724,0.0131518796860471,0.3039023213852422,0.3267681985877119,0.3169844509128311,0.3158158575222189,0.0891924168823764,0.577054299801788,5,9795,109,"[[790, 502, 532, 646], [475, 804, 522, 627], [631, 549, 663, 609], [576, 520, 502, 847]]",2026-03-07T21:59:29.103874
physionet_mi,BPE_Hist_LogReg,4096,456,5fold-subject,0.3202587468466887,0.0111081969276888,0.309905131086563,0.328777041817868,0.3203551643845723,0.3187447116678811,0.0937437889160788,0.5779518861682192,5,9795,109,"[[820, 502, 550, 598], [479, 826, 532, 591], [666, 564, 655, 567], [561, 540, 507, 837]]",2026-03-07T21:59:29.108374
physionet_mi,BPE_Hist_LogReg,4096,789,5fold-subject,0.3225214573740048,0.0024712599227235,0.3203416003638875,0.3247013143841223,0.3224702743850643,0.3216656157294961,0.0966181219534542,0.5777011028229929,5,9795,109,"[[812, 497, 567, 594], [463, 820, 539, 606], [612, 553, 695, 592], [569, 526, 517, 833]]",2026-03-07T21:59:29.112373
physionet_mi,BPE_Hist_LogReg,4096,2024,5fold-subject,0.3191064763276993,0.0131048466017064,0.3083480515119116,0.3315750795617521,0.3191708470184239,0.3187516650494836,0.0921406393689522,0.5783721672138388,5,9795,109,"[[801, 500, 536, 633], [444, 806, 544, 634], [603, 536, 698, 615], [564, 554, 513, 814]]",2026-03-07T21:59:29.116372
physionet_mi,BPE_Hist_RF,4096,42,5fold-subject,0.2647931370069852,0.0086621581328858,0.2577518703519311,0.2725301327335439,0.2647809645586626,0.2645345776356341,0.0197068042839962,0.521927174985957,5,9795,109,"[[711, 527, 603, 629], [591, 629, 621, 587], [663, 574, 616, 599], [648, 571, 591, 635]]",2026-03-07T22:02:47.589115
physionet_mi,BPE_Hist_RF,4096,123,5fold-subject,0.2609509399983496,0.0101842251427247,0.2521961157080778,0.2697057642886215,0.2608228990528591,0.2602703430189354,0.0144636276683314,0.5145307460519595,5,9795,109,"[[741, 539, 614, 576], [663, 583, 582, 600], [696, 567, 621, 568], [698, 534, 606, 607]]",2026-03-07T22:02:47.594115
physionet_mi,BPE_Hist_RF,4096,456,5fold-subject,0.2601507820915327,0.0033319196728528,0.2571930481200026,0.2631843997835174,0.2601504394203172,0.2600149220601692,0.0134743878191928,0.5104520160035575,5,9795,109,"[[687, 522, 661, 600], [630, 604, 577, 617], [627, 590, 629, 606], [659, 542, 614, 630]]",2026-03-07T22:02:47.598615
