dataset,classifier,vocab_size,n_codes,seed,cv_strategy,fold,accuracy,balanced_accuracy,macro_f1,kappa
bci_iv_2a,Spatial_BPE_RF,1024,128,42,LOSO,5,0.265625,0.265625,0.25904099748771553,0.02083333333333337
bci_iv_2a,Spatial_BPE_RF,1024,128,42,LOSO,6,0.2951388888888889,0.2951388888888889,0.2805258166680008,0.06018518518518523
bci_iv_2a,Spatial_BPE_RF,1024,128,42,LOSO,7,0.4444444444444444,0.4444444444444444,0.443443363317225,0.2592592592592593
bci_iv_2a,Spatial_BPE_RF,1024,128,42,LOSO,8,0.2881944444444444,0.2881944444444444,0.26481533859546325,0.05092592592592593
bci_iv_2a,Spatial_BPE_LogReg,1024,128,123,LOSO,0,0.3402777777777778,0.34027777777777773,0.3398142819647172,0.12037037037037035
bci_iv_2a,Spatial_BPE_LogReg,1024,128,123,LOSO,1,0.2309027777777778,0.23090277777777776,0.22388526648903698,-0.02546296296296302
bci_iv_2a,Spatial_BPE_LogReg,1024,128,123,LOSO,2,0.2934027777777778,0.2934027777777778,0.2887621825364762,0.05787037037037035
bci_iv_2a,Spatial_BPE_LogReg,1024,128,123,LOSO,3,0.2777777777777778,0.2777777777777778,0.26709615791087954,0.03703703703703709
bci_iv_2a,Spatial_BPE_LogReg,1024,128,123,LOSO,4,0.2482638888888889,0.24826388888888887,0.2422699199431545,-0.0023148148148148806
bci_iv_2a,Spatial_BPE_LogReg,1024,128,123,LOSO,5,0.2517361111111111,0.2517361111111111,0.24845664714231097,0.0023148148148147696
bci_iv_2a,Spatial_BPE_LogReg,1024,128,123,LOSO,6,0.2621527777777778,0.2621527777777778,0.2572907316347949,0.01620370370370372
bci_iv_2a,Spatial_BPE_LogReg,1024,128,123,LOSO,7,0.3715277777777778,0.3715277777777778,0.37415769759875867,0.1620370370370371
bci_iv_2a,Spatial_BPE_LogReg,1024,128,123,LOSO,8,0.3090277777777778,0.3090277777777778,0.3073455020393657,0.07870370370370372
bci_iv_2a,Spatial_BPE_RF,1024,128,123,LOSO,0,0.4253472222222222,0.4253472222222222,0.4270605473642989,0.23379629629629628
bci_iv_2a,Spatial_BPE_RF,1024,128,123,LOSO,1,0.2586805555555556,0.2586805555555556,0.17852144133412745,0.01157407407407407
bci_iv_2a,Spatial_BPE_RF,1024,128,123,LOSO,2,0.3958333333333333,0.39583333333333337,0.34928326266908943,0.19444444444444442
bci_iv_2a,Spatial_BPE_RF,1024,128,123,LOSO,3,0.2847222222222222,0.2847222222222222,0.2742353256620879,0.04629629629629628
bci_iv_2a,Spatial_BPE_RF,1024,128,123,LOSO,4,0.2569444444444444,0.2569444444444444,0.18161961841425114,0.0092592592592593
bci_iv_2a,Spatial_BPE_RF,1024,128,123,LOSO,5,0.24479166666666666,0.24479166666666666,0.23682120909379495,-0.00694444444444442
bci_iv_2a,Spatial_BPE_RF,1024,128,123,LOSO,6,0.3003472222222222,0.3003472222222222,0.2888553235245207,0.06712962962962965
bci_iv_2a,Spatial_BPE_RF,1024,128,123,LOSO,7,0.4461805555555556,0.4461805555555556,0.4391579607769191,0.26157407407407407
bci_iv_2a,Spatial_BPE_RF,1024,128,123,LOSO,8,0.3142361111111111,0.3142361111111111,0.29083131551844843,0.08564814814814814
bci_iv_2a,Spatial_BPE_LogReg,1024,128,456,LOSO,0,0.3142361111111111,0.3142361111111111,0.31646012445489136,0.08564814814814814
bci_iv_2a,Spatial_BPE_LogReg,1024,128,456,LOSO,1,0.22743055555555555,0.22743055555555555,0.22443683148560112,-0.03009259259259256
bci_iv_2a,Spatial_BPE_LogReg,1024,128,456,LOSO,2,0.3090277777777778,0.3090277777777778,0.307457588449258,0.07870370370370372
bci_iv_2a,Spatial_BPE_LogReg,1024,128,456,LOSO,3,0.2638888888888889,0.2638888888888889,0.254474650669673,0.01851851851851849
bci_iv_2a,Spatial_BPE_LogReg,1024,128,456,LOSO,4,0.2361111111111111,0.2361111111111111,0.23066463921171892,-0.0185185185185186
bci_iv_2a,Spatial_BPE_LogReg,1024,128,456,LOSO,5,0.2517361111111111,0.2517361111111111,0.252168573597145,0.0023148148148147696
bci_iv_2a,Spatial_BPE_LogReg,1024,128,456,LOSO,6,0.2951388888888889,0.2951388888888889,0.29301600568988995,0.06018518518518523
bci_iv_2a,Spatial_BPE_LogReg,1024,128,456,LOSO,7,0.3368055555555556,0.3368055555555556,0.34037083301789184,0.1157407407407407
bci_iv_2a,Spatial_BPE_LogReg,1024,128,456,LOSO,8,0.3420138888888889,0.3420138888888889,0.33707240890790013,0.12268518518518523
bci_iv_2a,Spatial_BPE_RF,1024,128,456,LOSO,0,0.421875,0.421875,0.4211937283171928,0.22916666666666663
bci_iv_2a,Spatial_BPE_RF,1024,128,456,LOSO,1,0.2569444444444444,0.2569444444444444,0.18276835764328178,0.0092592592592593
bci_iv_2a,Spatial_BPE_RF,1024,128,456,LOSO,2,0.3888888888888889,0.38888888888888895,0.36088073623793837,0.18518518518518523
bci_iv_2a,Spatial_BPE_RF,1024,128,456,LOSO,3,0.3003472222222222,0.3003472222222222,0.2972546004337405,0.06712962962962965
bci_iv_2a,Spatial_BPE_RF,1024,128,456,LOSO,4,0.2777777777777778,0.2777777777777778,0.21386155176966953,0.03703703703703709
bci_iv_2a,Spatial_BPE_RF,1024,128,456,LOSO,5,0.2586805555555556,0.2586805555555556,0.2548610864121766,0.01157407407407407
bci_iv_2a,Spatial_BPE_RF,1024,128,456,LOSO,6,0.3125,0.3125,0.3069049192561917,0.08333333333333337
bci_iv_2a,Spatial_BPE_RF,1024,128,456,LOSO,7,0.4618055555555556,0.4618055555555556,0.45728120658020066,0.28240740740740744
bci_iv_2a,Spatial_BPE_RF,1024,128,456,LOSO,8,0.28125,0.28125,0.2557001968878743,0.04166666666666663
bci_iv_2a,Spatial_BPE_LogReg,1024,128,789,LOSO,0,0.3090277777777778,0.3090277777777778,0.310297128646725,0.07870370370370372
bci_iv_2a,Spatial_BPE_LogReg,1024,128,789,LOSO,1,0.2847222222222222,0.2847222222222222,0.2710380089094525,0.04629629629629628
bci_iv_2a,Spatial_BPE_LogReg,1024,128,789,LOSO,2,0.34375,0.34375,0.33931959641500176,0.125
bci_iv_2a,Spatial_BPE_LogReg,1024,128,789,LOSO,3,0.2673611111111111,0.26736111111111116,0.25425632410406646,0.02314814814814814
bci_iv_2a,Spatial_BPE_LogReg,1024,128,789,LOSO,4,0.2586805555555556,0.2586805555555556,0.2461434801764829,0.01157407407407407
bci_iv_2a,Spatial_BPE_LogReg,1024,128,789,LOSO,5,0.2378472222222222,0.2378472222222222,0.23759967894382938,-0.01620370370370372
bci_iv_2a,Spatial_BPE_LogReg,1024,128,789,LOSO,6,0.2604166666666667,0.2604166666666667,0.25887096174104174,0.01388888888888884
bci_iv_2a,Spatial_BPE_LogReg,1024,128,789,LOSO,7,0.3680555555555556,0.3680555555555556,0.36810077723100776,0.15740740740740744
bci_iv_2a,Spatial_BPE_LogReg,1024,128,789,LOSO,8,0.3229166666666667,0.32291666666666663,0.32251431630111893,0.09722222222222221
bci_iv_2a,Spatial_BPE_RF,1024,128,789,LOSO,0,0.3993055555555556,0.3993055555555556,0.3980615927721836,0.19907407407407407
bci_iv_2a,Spatial_BPE_RF,1024,128,789,LOSO,1,0.2604166666666667,0.26041666666666663,0.17943057127119313,0.01388888888888884
bci_iv_2a,Spatial_BPE_RF,1024,128,789,LOSO,2,0.3923611111111111,0.3923611111111111,0.35947176678342657,0.18981481481481477
bci_iv_2a,Spatial_BPE_RF,1024,128,789,LOSO,3,0.3177083333333333,0.31770833333333337,0.31078691727509544,0.09027777777777779
bci_iv_2a,Spatial_BPE_RF,1024,128,789,LOSO,4,0.2743055555555556,0.2743055555555556,0.2030051796931634,0.03240740740740744
bci_iv_2a,Spatial_BPE_RF,1024,128,789,LOSO,5,0.265625,0.265625,0.25543638061680085,0.02083333333333337
bci_iv_2a,Spatial_BPE_RF,1024,128,789,LOSO,6,0.3072916666666667,0.30729166666666663,0.2965403196709183,0.07638888888888884
bci_iv_2a,Spatial_BPE_RF,1024,128,789,LOSO,7,0.4114583333333333,0.41145833333333337,0.4086479326211142,0.2152777777777778
bci_iv_2a,Spatial_BPE_RF,1024,128,789,LOSO,8,0.3177083333333333,0.31770833333333337,0.29028682511828574,0.09027777777777779
bci_iv_2a,Spatial_BPE_LogReg,1024,128,2024,LOSO,0,0.3680555555555556,0.3680555555555556,0.36981513635326435,0.15740740740740744
bci_iv_2a,Spatial_BPE_LogReg,1024,128,2024,LOSO,1,0.24479166666666666,0.24479166666666666,0.23573689366966982,-0.00694444444444442
bci_iv_2a,Spatial_BPE_LogReg,1024,128,2024,LOSO,2,0.3246527777777778,0.3246527777777778,0.32315309561192235,0.09953703703703709
bci_iv_2a,Spatial_BPE_LogReg,1024,128,2024,LOSO,3,0.2899305555555556,0.2899305555555556,0.2827678911340114,0.0532407407407407
bci_iv_2a,Spatial_BPE_LogReg,1024,128,2024,LOSO,4,0.2690972222222222,0.2690972222222222,0.2567731069643988,0.02546296296296291
bci_iv_2a,Spatial_BPE_LogReg,1024,128,2024,LOSO,5,0.28125,0.28125,0.2813348404870639,0.04166666666666663
bci_iv_2a,Spatial_BPE_LogReg,1024,128,2024,LOSO,6,0.2378472222222222,0.23784722222222224,0.23377765755635094,-0.01620370370370372
bci_iv_2a,Spatial_BPE_LogReg,1024,128,2024,LOSO,7,0.34375,0.34375,0.3445082615436264,0.125
bci_iv_2a,Spatial_BPE_LogReg,1024,128,2024,LOSO,8,0.3628472222222222,0.3628472222222222,0.35799090504644293,0.1504629629629629
bci_iv_2a,Spatial_BPE_RF,1024,128,2024,LOSO,0,0.390625,0.390625,0.39324644721065066,0.1875
bci_iv_2a,Spatial_BPE_RF,1024,128,2024,LOSO,1,0.2326388888888889,0.2326388888888889,0.15556063734669123,-0.02314814814814814
bci_iv_2a,Spatial_BPE_RF,1024,128,2024,LOSO,2,0.3645833333333333,0.36458333333333337,0.3168098739782438,0.1527777777777778
bci_iv_2a,Spatial_BPE_RF,1024,128,2024,LOSO,3,0.3246527777777778,0.3246527777777778,0.31786969172138474,0.09953703703703709
bci_iv_2a,Spatial_BPE_RF,1024,128,2024,LOSO,4,0.2586805555555556,0.2586805555555555,0.18689667579561633,0.01157407407407407
bci_iv_2a,Spatial_BPE_RF,1024,128,2024,LOSO,5,0.2621527777777778,0.2621527777777778,0.24825552032589765,0.01620370370370372
bci_iv_2a,Spatial_BPE_RF,1024,128,2024,LOSO,6,0.3333333333333333,0.3333333333333333,0.3187886273321512,0.11111111111111116
bci_iv_2a,Spatial_BPE_RF,1024,128,2024,LOSO,7,0.4565972222222222,0.4565972222222222,0.4558313225649392,0.2754629629629629
bci_iv_2a,Spatial_BPE_RF,1024,128,2024,LOSO,8,0.3263888888888889,0.32638888888888884,0.30228589014611534,0.10185185185185186
physionet_mi,Spatial_BPE_LogReg,1024,128,42,5fold-subject,0,0.3099108547456738,0.3097915123118652,0.3105316011251265,0.07986503089528318
physionet_mi,Spatial_BPE_LogReg,1024,128,42,5fold-subject,1,0.3372270187912646,0.33723452757195094,0.33732586682136306,0.1162705516376824
physionet_mi,Spatial_BPE_LogReg,1024,128,42,5fold-subject,2,0.33872598584428715,0.33858363232631544,0.33641498922139634,0.11822528807713406
