dataset,classifier,vocab_size,n_codes,seed,cv_strategy,fold,accuracy,balanced_accuracy,macro_f1,kappa
epfl_p300,Spatial_BPE_LogReg,1024,128,123,LOSO,9,0.5353009259259259,0.5045138888888889,0.45564938959923706,0.005367464905037034
epfl_p300,Spatial_BPE_RF,1024,128,123,LOSO,0,0.8333333333333334,0.5,0.45454545454545453,0.0
epfl_p300,Spatial_BPE_RF,1024,128,123,LOSO,1,0.8333333333333334,0.5,0.45454545454545453,0.0
epfl_p300,Spatial_BPE_RF,1024,128,123,LOSO,2,0.8333333333333334,0.5,0.45454545454545453,0.0
epfl_p300,Spatial_BPE_RF,1024,128,123,LOSO,3,0.8339120370370371,0.5017361111111112,0.4581491877198139,0.005773672055427115
epfl_p300,Spatial_BPE_RF,1024,128,123,LOSO,4,0.8333333333333334,0.5,0.45454545454545453,0.0
epfl_p300,Spatial_BPE_RF,1024,128,123,LOSO,5,0.8333333333333334,0.5,0.45454545454545453,0.0
epfl_p300,Spatial_BPE_RF,1024,128,123,LOSO,6,0.8327546296296297,0.4996527777777778,0.45437322387117146,-0.0011547344110856006
epfl_p300,Spatial_BPE_RF,1024,128,123,LOSO,7,0.8333333333333334,0.5,0.45454545454545453,0.0
epfl_p300,Spatial_BPE_RF,1024,128,123,LOSO,8,0.8333333333333334,0.5,0.45454545454545453,0.0
epfl_p300,Spatial_BPE_RF,1024,128,123,LOSO,9,0.8333333333333334,0.5,0.45454545454545453,0.0
epfl_p300,Spatial_BPE_LogReg,1024,128,456,LOSO,0,0.5908564814814815,0.5253472222222222,0.48783558365847657,0.03327256153144931
epfl_p300,Spatial_BPE_LogReg,1024,128,456,LOSO,1,0.5619212962962963,0.5010416666666666,0.4651574419229368,0.0013192612137202797
epfl_p300,Spatial_BPE_LogReg,1024,128,456,LOSO,2,0.5353009259259259,0.5072916666666667,0.45677289783838065,0.00864197530864197
epfl_p300,Spatial_BPE_LogReg,1024,128,456,LOSO,3,0.5729166666666666,0.5368055555555555,0.4855815154253259,0.045689655172413746
epfl_p300,Spatial_BPE_LogReg,1024,128,456,LOSO,4,0.5659722222222222,0.5201388888888889,0.4754013422601459,0.02512998266897737
epfl_p300,Spatial_BPE_LogReg,1024,128,456,LOSO,5,0.5318287037037037,0.5010416666666667,0.45271391575498127,0.0012345679012345512
epfl_p300,Spatial_BPE_LogReg,1024,128,456,LOSO,6,0.5474537037037037,0.5159722222222223,0.4656814055155223,0.019230769230769162
epfl_p300,Spatial_BPE_LogReg,1024,128,456,LOSO,7,0.5613425925925926,0.5229166666666667,0.47463721030972494,0.028205128205128216
epfl_p300,Spatial_BPE_LogReg,1024,128,456,LOSO,8,0.5700231481481481,0.5628472222222223,0.4947438013927067,0.07510373443983398
epfl_p300,Spatial_BPE_LogReg,1024,128,456,LOSO,9,0.5324074074074074,0.5333333333333333,0.46534325889164596,0.03809523809523807
epfl_p300,Spatial_BPE_RF,1024,128,456,LOSO,0,0.8333333333333334,0.5,0.45454545454545453,0.0
epfl_p300,Spatial_BPE_RF,1024,128,456,LOSO,1,0.8333333333333334,0.5,0.45454545454545453,0.0
epfl_p300,Spatial_BPE_RF,1024,128,456,LOSO,2,0.8333333333333334,0.5,0.45454545454545453,0.0
epfl_p300,Spatial_BPE_RF,1024,128,456,LOSO,3,0.8327546296296297,0.4996527777777778,0.45437322387117146,-0.0011547344110856006
epfl_p300,Spatial_BPE_RF,1024,128,456,LOSO,4,0.8327546296296297,0.4996527777777778,0.45437322387117146,-0.0011547344110856006
epfl_p300,Spatial_BPE_RF,1024,128,456,LOSO,5,0.8333333333333334,0.5013888888888889,0.4579650162284619,0.004608294930875667
epfl_p300,Spatial_BPE_RF,1024,128,456,LOSO,6,0.8333333333333334,0.5,0.45454545454545453,0.0
epfl_p300,Spatial_BPE_RF,1024,128,456,LOSO,7,0.8333333333333334,0.5,0.45454545454545453,0.0
epfl_p300,Spatial_BPE_RF,1024,128,456,LOSO,8,0.8333333333333334,0.5,0.45454545454545453,0.0
epfl_p300,Spatial_BPE_RF,1024,128,456,LOSO,9,0.8333333333333334,0.5,0.45454545454545453,0.0
epfl_p300,Spatial_BPE_LogReg,1024,128,789,LOSO,0,0.5543981481481481,0.5062500000000001,0.4645030425963489,0.0077319587628865705
epfl_p300,Spatial_BPE_LogReg,1024,128,789,LOSO,1,0.5978009259259259,0.503125,0.479057274810561,0.004297994269340966
epfl_p300,Spatial_BPE_LogReg,1024,128,789,LOSO,2,0.5434027777777778,0.4996527777777778,0.4570891220871729,-0.00042265426880794266
epfl_p300,Spatial_BPE_LogReg,1024,128,789,LOSO,3,0.5358796296296297,0.48958333333333337,0.44964831017327156,-0.012626262626262541
epfl_p300,Spatial_BPE_LogReg,1024,128,789,LOSO,4,0.5584490740740741,0.5100694444444445,0.46784952464365936,0.012510785159620452
epfl_p300,Spatial_BPE_LogReg,1024,128,789,LOSO,5,0.5300925925925926,0.5083333333333333,0.45484299601370726,0.009756097560975618
epfl_p300,Spatial_BPE_LogReg,1024,128,789,LOSO,6,0.5497685185185185,0.48402777777777783,0.45261237785016284,-0.020104895104894993
epfl_p300,Spatial_BPE_LogReg,1024,128,789,LOSO,7,0.5688657407407407,0.5163194444444444,0.47489479418328184,0.02059596844872924
epfl_p300,Spatial_BPE_LogReg,1024,128,789,LOSO,8,0.546875,0.5572916666666666,0.4811545085262864,0.06563245823389019
epfl_p300,Spatial_BPE_LogReg,1024,128,789,LOSO,9,0.515625,0.5121527777777778,0.44947268614329494,0.013747054202670972
epfl_p300,Spatial_BPE_RF,1024,128,789,LOSO,0,0.8327546296296297,0.4996527777777778,0.45437322387117146,-0.0011547344110856006
epfl_p300,Spatial_BPE_RF,1024,128,789,LOSO,1,0.8333333333333334,0.5,0.45454545454545453,0.0
epfl_p300,Spatial_BPE_RF,1024,128,789,LOSO,2,0.8333333333333334,0.5,0.45454545454545453,0.0
epfl_p300,Spatial_BPE_RF,1024,128,789,LOSO,3,0.8321759259259259,0.49930555555555556,0.4542008843967151,-0.0023041474654377225
epfl_p300,Spatial_BPE_RF,1024,128,789,LOSO,4,0.8333333333333334,0.5,0.45454545454545453,0.0
epfl_p300,Spatial_BPE_RF,1024,128,789,LOSO,5,0.8327546296296297,0.4996527777777778,0.45437322387117146,-0.0011547344110856006
epfl_p300,Spatial_BPE_RF,1024,128,789,LOSO,6,0.8321759259259259,0.49930555555555556,0.4542008843967151,-0.0023041474654377225
epfl_p300,Spatial_BPE_RF,1024,128,789,LOSO,7,0.8333333333333334,0.5,0.45454545454545453,0.0
epfl_p300,Spatial_BPE_RF,1024,128,789,LOSO,8,0.8333333333333334,0.5,0.45454545454545453,0.0
epfl_p300,Spatial_BPE_RF,1024,128,789,LOSO,9,0.8333333333333334,0.5,0.45454545454545453,0.0
epfl_p300,Spatial_BPE_LogReg,1024,128,2024,LOSO,0,0.5520833333333334,0.5048611111111111,0.46294202302631576,0.0059931506849315586
epfl_p300,Spatial_BPE_LogReg,1024,128,2024,LOSO,1,0.5752314814814815,0.49930555555555556,0.46930878661087866,-0.0009090909090909705
epfl_p300,Spatial_BPE_LogReg,1024,128,2024,LOSO,2,0.5665509259259259,0.521875,0.47640494438477365,0.027272727272727226
epfl_p300,Spatial_BPE_LogReg,1024,128,2024,LOSO,3,0.5561342592592593,0.5072916666666667,0.465673948774886,0.009043927648578864
epfl_p300,Spatial_BPE_LogReg,1024,128,2024,LOSO,4,0.5445601851851852,0.5086805555555556,0.4613993266382647,0.010477787091366264
epfl_p300,Spatial_BPE_LogReg,1024,128,2024,LOSO,5,0.5324074074074074,0.4930555555555556,0.44967371990836724,-0.008319467554076532
epfl_p300,Spatial_BPE_LogReg,1024,128,2024,LOSO,6,0.5387731481481481,0.509375,0.45915492957746473,0.011166253101737023
epfl_p300,Spatial_BPE_LogReg,1024,128,2024,LOSO,7,0.5827546296296297,0.509375,0.4770131660968284,0.012328767123287676
epfl_p300,Spatial_BPE_LogReg,1024,128,2024,LOSO,8,0.5711805555555556,0.5552083333333333,0.49233354861961054,0.0667506297229219
epfl_p300,Spatial_BPE_LogReg,1024,128,2024,LOSO,9,0.5150462962962963,0.5159722222222223,0.4505585235551238,0.017968749999999867
epfl_p300,Spatial_BPE_RF,1024,128,2024,LOSO,0,0.8333333333333334,0.5,0.45454545454545453,0.0
epfl_p300,Spatial_BPE_RF,1024,128,2024,LOSO,1,0.8333333333333334,0.5,0.45454545454545453,0.0
epfl_p300,Spatial_BPE_RF,1024,128,2024,LOSO,2,0.8333333333333334,0.5,0.45454545454545453,0.0
epfl_p300,Spatial_BPE_RF,1024,128,2024,LOSO,3,0.8333333333333334,0.5,0.45454545454545453,0.0
epfl_p300,Spatial_BPE_RF,1024,128,2024,LOSO,4,0.8339120370370371,0.5017361111111112,0.4581491877198139,0.005773672055427115
epfl_p300,Spatial_BPE_RF,1024,128,2024,LOSO,5,0.8333333333333334,0.5,0.45454545454545453,0.0
epfl_p300,Spatial_BPE_RF,1024,128,2024,LOSO,6,0.8333333333333334,0.5,0.45454545454545453,0.0
epfl_p300,Spatial_BPE_RF,1024,128,2024,LOSO,7,0.8333333333333334,0.5,0.45454545454545453,0.0
epfl_p300,Spatial_BPE_RF,1024,128,2024,LOSO,8,0.8327546296296297,0.4996527777777778,0.45437322387117146,-0.0011547344110856006
epfl_p300,Spatial_BPE_RF,1024,128,2024,LOSO,9,0.8339120370370371,0.5045138888888889,0.464870586635792,0.014874141876430325
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,42,LOSO,0,0.12777777777777777,0.12777777777777777,0.12293436588370775,0.048484848484848464
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,42,LOSO,1,0.1,0.09999999999999999,0.08622176820634042,0.018181818181818188
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,42,LOSO,2,0.07222222222222222,0.07222222222222222,0.07170825331035756,-0.0121212121212122
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,42,LOSO,3,0.06111111111111111,0.06111111111111111,0.06353280021686095,-0.024242424242424176
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,42,LOSO,4,0.08888888888888889,0.08888888888888889,0.08417052862488689,0.0060606060606061
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,42,LOSO,5,0.09444444444444444,0.09444444444444444,0.09226117992919068,0.012121212121212088
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,42,LOSO,6,0.07777777777777778,0.07777777777777778,0.07384366164274124,-0.0060606060606061
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,42,LOSO,7,0.044444444444444446,0.044444444444444446,0.04265916024814801,-0.04242424242424225
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,42,LOSO,8,0.10555555555555556,0.10555555555555556,0.10744475439288848,0.024242424242424288
ssvep_nakanishi,Spatial_BPE_RF,1024,128,42,LOSO,0,0.08888888888888889,0.08888888888888889,0.08818620727385096,0.0060606060606061
ssvep_nakanishi,Spatial_BPE_RF,1024,128,42,LOSO,1,0.07777777777777778,0.07777777777777777,0.06783758732215955,-0.0060606060606061
ssvep_nakanishi,Spatial_BPE_RF,1024,128,42,LOSO,2,0.08888888888888889,0.08888888888888889,0.08722528964464449,0.0060606060606061
ssvep_nakanishi,Spatial_BPE_RF,1024,128,42,LOSO,3,0.10555555555555556,0.10555555555555556,0.0993116190121635,0.024242424242424288
ssvep_nakanishi,Spatial_BPE_RF,1024,128,42,LOSO,4,0.1,0.09999999999999999,0.07704025051223692,0.018181818181818188
ssvep_nakanishi,Spatial_BPE_RF,1024,128,42,LOSO,5,0.07222222222222222,0.07222222222222223,0.06695130272688725,-0.0121212121212122
ssvep_nakanishi,Spatial_BPE_RF,1024,128,42,LOSO,6,0.07777777777777778,0.07777777777777778,0.07628151506044212,-0.0060606060606061
ssvep_nakanishi,Spatial_BPE_RF,1024,128,42,LOSO,7,0.05,0.049999999999999996,0.04706977938046228,-0.036363636363636376
ssvep_nakanishi,Spatial_BPE_RF,1024,128,42,LOSO,8,0.08333333333333333,0.08333333333333333,0.08500039995162817,0.0
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,123,LOSO,0,0.10555555555555556,0.10555555555555556,0.1006361465825847,0.024242424242424288
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,123,LOSO,1,0.05555555555555555,0.05555555555555556,0.05079731987626724,-0.030303030303030276
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,123,LOSO,2,0.07222222222222222,0.07222222222222223,0.06796779609279609,-0.0121212121212122
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,123,LOSO,3,0.07777777777777778,0.07777777777777778,0.0832933346080344,-0.0060606060606061
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,123,LOSO,4,0.08888888888888889,0.08888888888888889,0.08575784236733174,0.0060606060606061
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,123,LOSO,5,0.08333333333333333,0.08333333333333333,0.07397316191433838,0.0
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,123,LOSO,6,0.09444444444444444,0.09444444444444444,0.09175233361232078,0.012121212121212088
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,123,LOSO,7,0.12777777777777777,0.12777777777777777,0.12298034395875951,0.048484848484848464
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,123,LOSO,8,0.06666666666666667,0.06666666666666667,0.06830580731654091,-0.018181818181818077
ssvep_nakanishi,Spatial_BPE_RF,1024,128,123,LOSO,0,0.1,0.09999999999999999,0.09734892187790739,0.018181818181818188
ssvep_nakanishi,Spatial_BPE_RF,1024,128,123,LOSO,1,0.06666666666666667,0.06666666666666667,0.06173874861915774,-0.018181818181818077
ssvep_nakanishi,Spatial_BPE_RF,1024,128,123,LOSO,2,0.06666666666666667,0.06666666666666667,0.06688005534269902,-0.018181818181818077
ssvep_nakanishi,Spatial_BPE_RF,1024,128,123,LOSO,3,0.06666666666666667,0.06666666666666667,0.06671640517620753,-0.018181818181818077
ssvep_nakanishi,Spatial_BPE_RF,1024,128,123,LOSO,4,0.11666666666666667,0.11666666666666665,0.09636923623015255,0.036363636363636376
ssvep_nakanishi,Spatial_BPE_RF,1024,128,123,LOSO,5,0.08888888888888889,0.08888888888888889,0.08321661998132586,0.0060606060606061
ssvep_nakanishi,Spatial_BPE_RF,1024,128,123,LOSO,6,0.09444444444444444,0.09444444444444444,0.08900356982500386,0.012121212121212088
ssvep_nakanishi,Spatial_BPE_RF,1024,128,123,LOSO,7,0.09444444444444444,0.09444444444444444,0.09016243662076995,0.012121212121212088
ssvep_nakanishi,Spatial_BPE_RF,1024,128,123,LOSO,8,0.08888888888888889,0.08888888888888889,0.07802418869468919,0.006060606060606211
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,456,LOSO,0,0.1,0.09999999999999999,0.09392195559696487,0.018181818181818188
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,456,LOSO,1,0.06666666666666667,0.06666666666666667,0.06452002020967537,-0.018181818181818077
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,456,LOSO,2,0.1,0.09999999999999999,0.09906131995930846,0.018181818181818188
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,456,LOSO,3,0.08888888888888889,0.08888888888888889,0.08839462099266021,0.0060606060606061
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,456,LOSO,4,0.06111111111111111,0.06111111111111111,0.06421189075758968,-0.024242424242424176
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,456,LOSO,5,0.1111111111111111,0.1111111111111111,0.1085450555090433,0.030303030303030276
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,456,LOSO,6,0.06111111111111111,0.06111111111111111,0.060758851042575696,-0.024242424242424176
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,456,LOSO,7,0.08888888888888889,0.08888888888888889,0.08841528147222862,0.0060606060606061
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,456,LOSO,8,0.07777777777777778,0.07777777777777778,0.07092383175681137,-0.0060606060606061
ssvep_nakanishi,Spatial_BPE_RF,1024,128,456,LOSO,0,0.07222222222222222,0.07222222222222222,0.06900293964830306,-0.0121212121212122
ssvep_nakanishi,Spatial_BPE_RF,1024,128,456,LOSO,1,0.1,0.09999999999999999,0.0857197505707777,0.018181818181818188
ssvep_nakanishi,Spatial_BPE_RF,1024,128,456,LOSO,2,0.06666666666666667,0.06666666666666667,0.06320343790540145,-0.018181818181818077
ssvep_nakanishi,Spatial_BPE_RF,1024,128,456,LOSO,3,0.11666666666666667,0.11666666666666668,0.11711896678817935,0.036363636363636376
ssvep_nakanishi,Spatial_BPE_RF,1024,128,456,LOSO,4,0.07222222222222222,0.07222222222222223,0.06444037584685029,-0.0121212121212122
ssvep_nakanishi,Spatial_BPE_RF,1024,128,456,LOSO,5,0.06111111111111111,0.061111111111111116,0.060513991683346514,-0.024242424242424176
ssvep_nakanishi,Spatial_BPE_RF,1024,128,456,LOSO,6,0.08333333333333333,0.08333333333333333,0.08124999999999999,0.0
ssvep_nakanishi,Spatial_BPE_RF,1024,128,456,LOSO,7,0.07777777777777778,0.07777777777777778,0.07713472132981129,-0.0060606060606061
ssvep_nakanishi,Spatial_BPE_RF,1024,128,456,LOSO,8,0.05555555555555555,0.05555555555555555,0.054324275855499184,-0.030303030303030276
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,789,LOSO,0,0.12777777777777777,0.12777777777777777,0.1243057914733428,0.048484848484848464
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,789,LOSO,1,0.05555555555555555,0.05555555555555555,0.047692930228119955,-0.030303030303030276
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,789,LOSO,2,0.1,0.09999999999999999,0.08855769230769232,0.018181818181818188
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,789,LOSO,3,0.10555555555555556,0.10555555555555556,0.1096665907192223,0.024242424242424288
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,789,LOSO,4,0.06111111111111111,0.06111111111111111,0.058781058722620204,-0.024242424242424176
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,789,LOSO,5,0.06111111111111111,0.06111111111111111,0.06076150222594442,-0.024242424242424176
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,789,LOSO,6,0.1111111111111111,0.1111111111111111,0.11246281324765979,0.030303030303030276
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,789,LOSO,7,0.06111111111111111,0.06111111111111111,0.05713021688720952,-0.024242424242424176
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,789,LOSO,8,0.08333333333333333,0.08333333333333333,0.08111635104829297,0.0
ssvep_nakanishi,Spatial_BPE_RF,1024,128,789,LOSO,0,0.10555555555555556,0.10555555555555557,0.10582063165486527,0.024242424242424288
ssvep_nakanishi,Spatial_BPE_RF,1024,128,789,LOSO,1,0.08333333333333333,0.08333333333333333,0.07185021834820886,0.0
ssvep_nakanishi,Spatial_BPE_RF,1024,128,789,LOSO,2,0.07222222222222222,0.07222222222222222,0.06768853014070614,-0.0121212121212122
ssvep_nakanishi,Spatial_BPE_RF,1024,128,789,LOSO,3,0.11666666666666667,0.11666666666666665,0.10500722040095851,0.036363636363636376
ssvep_nakanishi,Spatial_BPE_RF,1024,128,789,LOSO,4,0.09444444444444444,0.09444444444444444,0.08764260646977183,0.012121212121212088
ssvep_nakanishi,Spatial_BPE_RF,1024,128,789,LOSO,5,0.07777777777777778,0.07777777777777777,0.07839548525847818,-0.0060606060606061
ssvep_nakanishi,Spatial_BPE_RF,1024,128,789,LOSO,6,0.08333333333333333,0.08333333333333333,0.0895180083326635,0.0
ssvep_nakanishi,Spatial_BPE_RF,1024,128,789,LOSO,7,0.08333333333333333,0.08333333333333333,0.0751996282890592,2.220446049250313e-16
ssvep_nakanishi,Spatial_BPE_RF,1024,128,789,LOSO,8,0.06111111111111111,0.061111111111111116,0.059642384642384645,-0.024242424242424176
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,2024,LOSO,0,0.08888888888888889,0.08888888888888889,0.08831559101663139,0.0060606060606061
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,2024,LOSO,1,0.09444444444444444,0.09444444444444444,0.08930073188961186,0.012121212121212088
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,2024,LOSO,2,0.06666666666666667,0.06666666666666667,0.06487692778260729,-0.018181818181818077
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,2024,LOSO,3,0.1111111111111111,0.1111111111111111,0.11160651821883705,0.030303030303030276
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,2024,LOSO,4,0.06111111111111111,0.06111111111111111,0.05311996609072725,-0.024242424242424176
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,2024,LOSO,5,0.1111111111111111,0.1111111111111111,0.10628894789236344,0.030303030303030276
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,2024,LOSO,6,0.09444444444444444,0.09444444444444444,0.09307645146779271,0.012121212121211977
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,2024,LOSO,7,0.08888888888888889,0.08888888888888889,0.0881575462451143,0.0060606060606061
ssvep_nakanishi,Spatial_BPE_LogReg,1024,128,2024,LOSO,8,0.09444444444444444,0.09444444444444444,0.09867836104236984,0.012121212121212088
ssvep_nakanishi,Spatial_BPE_RF,1024,128,2024,LOSO,0,0.07222222222222222,0.07222222222222223,0.06952144408666149,-0.0121212121212122
ssvep_nakanishi,Spatial_BPE_RF,1024,128,2024,LOSO,1,0.08333333333333333,0.08333333333333333,0.06754943995478141,0.0
ssvep_nakanishi,Spatial_BPE_RF,1024,128,2024,LOSO,2,0.08333333333333333,0.08333333333333333,0.07535662423718396,0.0
ssvep_nakanishi,Spatial_BPE_RF,1024,128,2024,LOSO,3,0.05555555555555555,0.05555555555555556,0.046144464854142274,-0.030303030303030276
ssvep_nakanishi,Spatial_BPE_RF,1024,128,2024,LOSO,4,0.1111111111111111,0.1111111111111111,0.08373377007099121,0.030303030303030276
ssvep_nakanishi,Spatial_BPE_RF,1024,128,2024,LOSO,5,0.05,0.049999999999999996,0.04999979904646521,-0.036363636363636376
ssvep_nakanishi,Spatial_BPE_RF,1024,128,2024,LOSO,6,0.07222222222222222,0.07222222222222223,0.06653666079479087,-0.0121212121212122
ssvep_nakanishi,Spatial_BPE_RF,1024,128,2024,LOSO,7,0.07777777777777778,0.07777777777777778,0.07480322750886235,-0.0060606060606061
ssvep_nakanishi,Spatial_BPE_RF,1024,128,2024,LOSO,8,0.10555555555555556,0.10555555555555556,0.10840417814460013,0.024242424242424288
bci_iv_2a,Spatial_BPE_LogReg,256,64,42,LOSO,0,0.3072916666666667,0.3072916666666667,0.3016762558657047,0.07638888888888884
bci_iv_2a,Spatial_BPE_LogReg,256,64,42,LOSO,1,0.2465277777777778,0.2465277777777778,0.21051207424987878,-0.004629629629629539
bci_iv_2a,Spatial_BPE_LogReg,256,64,42,LOSO,2,0.296875,0.29687499999999994,0.2911996798719488,0.0625
bci_iv_2a,Spatial_BPE_RF,256,64,42,LOSO,0,0.3524305555555556,0.3524305555555556,0.31437068140273705,0.13657407407407407
bci_iv_2a,Spatial_BPE_RF,256,64,42,LOSO,1,0.2465277777777778,0.2465277777777778,0.17519866101424858,-0.004629629629629539
bci_iv_2a,Spatial_BPE_RF,256,64,42,LOSO,2,0.3576388888888889,0.3576388888888889,0.30143193574896937,0.1435185185185185
bci_iv_2a,Spatial_BPE_LogReg,256,64,42,LOSO,0,0.3072916666666667,0.3072916666666667,0.3016762558657047,0.07638888888888884
bci_iv_2a,Spatial_BPE_LogReg,256,64,42,LOSO,1,0.2465277777777778,0.2465277777777778,0.21051207424987878,-0.004629629629629539
bci_iv_2a,Spatial_BPE_LogReg,256,64,42,LOSO,2,0.296875,0.29687499999999994,0.2911996798719488,0.0625
bci_iv_2a,Spatial_BPE_RF,256,64,42,LOSO,0,0.3524305555555556,0.3524305555555556,0.31437068140273705,0.13657407407407407
bci_iv_2a,Spatial_BPE_RF,256,64,42,LOSO,1,0.2465277777777778,0.2465277777777778,0.17519866101424858,-0.004629629629629539
bci_iv_2a,Spatial_BPE_RF,256,64,42,LOSO,2,0.3576388888888889,0.3576388888888889,0.30143193574896937,0.1435185185185185
bci_iv_2a,Spatial_BPE_LogReg,256,64,123,LOSO,0,0.359375,0.359375,0.35406836499406114,0.14583333333333337
bci_iv_2a,Spatial_BPE_LogReg,256,64,123,LOSO,1,0.2586805555555556,0.2586805555555556,0.21662599558292794,0.01157407407407407
bci_iv_2a,Spatial_BPE_LogReg,256,64,123,LOSO,2,0.3472222222222222,0.3472222222222222,0.3399710687821621,0.12962962962962965
bci_iv_2a,Spatial_BPE_RF,256,64,123,LOSO,0,0.3506944444444444,0.3506944444444444,0.3121352129072108,0.1342592592592593
bci_iv_2a,Spatial_BPE_RF,256,64,123,LOSO,1,0.2760416666666667,0.27604166666666663,0.1974833356478267,0.03472222222222221
bci_iv_2a,Spatial_BPE_RF,256,64,123,LOSO,2,0.34375,0.34375,0.3098277727201877,0.125
bci_iv_2a,Spatial_BPE_LogReg,256,64,123,LOSO,0,0.359375,0.359375,0.35406836499406114,0.14583333333333337
bci_iv_2a,Spatial_BPE_LogReg,256,64,123,LOSO,1,0.2586805555555556,0.2586805555555556,0.21662599558292794,0.01157407407407407
bci_iv_2a,Spatial_BPE_LogReg,256,64,123,LOSO,2,0.3472222222222222,0.3472222222222222,0.3399710687821621,0.12962962962962965
bci_iv_2a,Spatial_BPE_RF,256,64,123,LOSO,0,0.3506944444444444,0.3506944444444444,0.3121352129072108,0.1342592592592593
bci_iv_2a,Spatial_BPE_RF,256,64,123,LOSO,1,0.2760416666666667,0.27604166666666663,0.1974833356478267,0.03472222222222221
bci_iv_2a,Spatial_BPE_RF,256,64,123,LOSO,2,0.34375,0.34375,0.3098277727201877,0.125
bci_iv_2a,Spatial_BPE_LogReg,256,64,456,LOSO,0,0.3003472222222222,0.3003472222222222,0.2912015053303473,0.06712962962962965
bci_iv_2a,Spatial_BPE_LogReg,256,64,456,LOSO,1,0.2569444444444444,0.2569444444444445,0.19584385128801163,0.0092592592592593
bci_iv_2a,Spatial_BPE_LogReg,256,64,456,LOSO,2,0.3020833333333333,0.3020833333333333,0.29017292264622063,0.06944444444444442
bci_iv_2a,Spatial_BPE_RF,256,64,456,LOSO,0,0.3263888888888889,0.32638888888888884,0.2994241799853857,0.10185185185185186
bci_iv_2a,Spatial_BPE_RF,256,64,456,LOSO,1,0.2638888888888889,0.2638888888888889,0.18698608475648323,0.01851851851851849
bci_iv_2a,Spatial_BPE_RF,256,64,456,LOSO,2,0.3385416666666667,0.3385416666666667,0.2934109250992239,0.11805555555555558
bci_iv_2a,Spatial_BPE_LogReg,256,64,456,LOSO,0,0.3003472222222222,0.3003472222222222,0.2912015053303473,0.06712962962962965
bci_iv_2a,Spatial_BPE_LogReg,256,64,456,LOSO,1,0.2569444444444444,0.2569444444444445,0.19584385128801163,0.0092592592592593
bci_iv_2a,Spatial_BPE_LogReg,256,64,456,LOSO,2,0.3020833333333333,0.3020833333333333,0.29017292264622063,0.06944444444444442
bci_iv_2a,Spatial_BPE_RF,256,64,456,LOSO,0,0.3263888888888889,0.32638888888888884,0.2994241799853857,0.10185185185185186
bci_iv_2a,Spatial_BPE_RF,256,64,456,LOSO,1,0.2638888888888889,0.2638888888888889,0.18698608475648323,0.01851851851851849
bci_iv_2a,Spatial_BPE_RF,256,64,456,LOSO,2,0.3385416666666667,0.3385416666666667,0.2934109250992239,0.11805555555555558
bci_iv_2a,Spatial_BPE_LogReg,256,64,789,LOSO,0,0.3003472222222222,0.3003472222222222,0.29498286770647636,0.06712962962962965
