ablation,dataset,n_bins,vocab_size,classifier,seed,accuracy_mean,accuracy_std,accuracy_ci_low,accuracy_ci_high,balanced_accuracy_mean,kappa_mean,timestamp
A9,bci_iv_2a,128,1024,RF,2024,0.2513503086419753,0.022184480660474636,0.2372685185185185,0.2662037037037037,0.2513503086419753,0.0018004115226337466,2026-03-12T04:40:59.756060
A9,sleep_edf,32,128,LogReg,42,0.7881063034796153,0.07526018548439095,0.7220601890064378,0.8461759770732868,0.6256981257263289,0.5855075057662493,2026-03-12T11:31:08.780751
A9,sleep_edf,32,128,LogReg,123,0.8091050225978806,0.0330520128095032,0.7808615140892492,0.8373485311065123,0.6778585506942745,0.6096130145953558,2026-03-12T11:31:08.785248
A9,sleep_edf,32,128,LogReg,456,0.7722522985554089,0.0592145760595776,0.7170285873059322,0.81934729582268,0.60170694400457,0.5651730688778995,2026-03-12T11:31:08.787749
A9,sleep_edf,32,128,LogReg,789,0.7453487017982732,0.0842250524476881,0.6597128137076989,0.8032691190489943,0.6134448158449747,0.5268570723330697,2026-03-12T11:31:08.789749
A9,sleep_edf,32,128,LogReg,2024,0.7638620581339138,0.0571031936003133,0.7140144947675853,0.8137096215002423,0.6120417332186205,0.5524112375925304,2026-03-12T11:31:08.791749
A9,sleep_edf,32,128,RF,42,0.8848041983332818,0.015384919344167388,0.8709706501793599,0.8978406949243076,0.5822943849543345,0.73007992569133,2026-03-12T11:31:08.793248
A9,sleep_edf,32,128,RF,123,0.8893903514476851,0.018675660772839404,0.8726394669977479,0.9058017037420998,0.588401323740238,0.7350140566555682,2026-03-12T11:31:08.794748
A9,sleep_edf,32,128,RF,456,0.8859273969441643,0.017368729128106986,0.8705077154534123,0.9006948358003483,0.5868855234695225,0.7419116133761816,2026-03-12T11:31:08.796249
A9,sleep_edf,32,128,RF,789,0.860459583640399,0.06547515507323674,0.7942272534137909,0.8986779322698663,0.5481545535584204,0.6909390474209751,2026-03-12T11:31:08.798248
A9,sleep_edf,32,128,RF,2024,0.8575440623867301,0.06426522699870627,0.7918911601390819,0.8973149249217489,0.5470764424025567,0.6896431420504923,2026-03-12T11:31:08.799748
A9,sleep_edf,32,256,LogReg,42,0.7914395727051209,0.03985442670121886,0.7526373838430489,0.8170507534282259,0.6499566235681449,0.5843780327363316,2026-03-12T11:42:00.098777
A9,sleep_edf,32,256,LogReg,123,0.7747727885423346,0.054185792053378555,0.7202367686124923,0.8145045101678416,0.6218906145575922,0.5548344797055329,2026-03-12T11:42:00.103780
A9,sleep_edf,32,256,LogReg,456,0.7394795707958912,0.10043337344240377,0.6483139265284932,0.8221199140635681,0.6352065609124107,0.5460839728984201,2026-03-12T11:42:00.109280
A9,sleep_edf,32,256,LogReg,789,0.7531828621863208,0.045130708733054234,0.7074698103656594,0.7876259242157854,0.5897092283746371,0.5195861032484284,2026-03-12T11:42:00.110281
A9,sleep_edf,32,256,LogReg,2024,0.7602234210534092,0.04047457624609506,0.7262918670684708,0.791971107723789,0.6089583176404443,0.5475069223486707,2026-03-12T11:42:00.111781
A9,sleep_edf,32,256,RF,42,0.8826794384823522,0.01582543578191708,0.8680028422379973,0.8944631909287931,0.5722044099474942,0.7230699551453961,2026-03-12T11:42:00.112781
A9,sleep_edf,32,256,RF,123,0.8870632138644291,0.02071453652717163,0.8674524566883243,0.9037116271532314,0.5747103670734215,0.7276372933878023,2026-03-12T11:42:00.114281
A9,sleep_edf,32,256,RF,456,0.8835722391577162,0.019842206208789813,0.8648685887618124,0.9002972476241494,0.5730168516119999,0.7347182075775902,2026-03-12T11:42:00.115281
A9,sleep_edf,32,256,RF,789,0.8567007946354064,0.06668937393993514,0.7904643468771633,0.895479825063892,0.5306197767154048,0.679614760885366,2026-03-12T11:42:00.116280
A9,sleep_edf,32,256,RF,2024,0.8549620099466677,0.0659489541937727,0.7877272512832884,0.8933352909564365,0.5372882033318929,0.6806538519538552,2026-03-12T11:42:00.117781
A9,sleep_edf,32,512,LogReg,42,0.8200565125812952,0.05253866199018429,0.7729997765987348,0.8604195250928317,0.6266690288961337,0.6285815990235405,2026-03-12T11:59:15.187309
A9,sleep_edf,32,512,LogReg,123,0.686748078103912,0.14940454070019682,0.535882987210089,0.7879149801035188,0.5554932657121702,0.44804645710361546,2026-03-12T11:59:15.196308
A9,sleep_edf,32,512,LogReg,456,0.7785262649009029,0.08730034433982958,0.6975219067368539,0.8508476302311128,0.6614387297726267,0.5923411203513069,2026-03-12T11:59:15.197807
A9,sleep_edf,32,512,LogReg,789,0.8026147363105217,0.06233066613288011,0.7429759569781075,0.8492036042862884,0.6580655281457981,0.6121510171932244,2026-03-12T11:59:15.198808
A9,sleep_edf,32,512,LogReg,2024,0.7531318986047186,0.07151434238408869,0.6919048898191411,0.8104163237168107,0.604111064736097,0.5336483852025191,2026-03-12T11:59:15.200307
A9,sleep_edf,32,512,RF,42,0.8812157601013249,0.017404409922216948,0.8650499026920773,0.8952592114220799,0.5619263171107078,0.7185278451169361,2026-03-12T11:59:15.201307
A9,sleep_edf,32,512,RF,123,0.884139617674235,0.021617534297943213,0.8643223131097866,0.9001701021533435,0.5623232871788592,0.719946864579802,2026-03-12T11:59:15.202807
A9,sleep_edf,32,512,RF,456,0.8794424828453298,0.019807362132835096,0.8604564946948384,0.896472748930336,0.5625358884677295,0.7245028338027046,2026-03-12T11:59:15.203807
A9,sleep_edf,32,512,RF,789,0.855294951340982,0.06691749353845096,0.7877235692942117,0.8959823991967143,0.5211907514242353,0.674421838077836,2026-03-12T11:59:15.204807
A9,sleep_edf,32,512,RF,2024,0.8541405332733525,0.06650382653586168,0.7866432864463542,0.8955718183201178,0.5283721510436621,0.6763890267318949,2026-03-12T11:59:15.206307
A9,sleep_edf,32,1024,LogReg,42,0.7768202233976379,0.035041437876078704,0.7413272555490587,0.8008141627271845,0.5743128193000347,0.5545954889512289,2026-03-12T12:29:00.832433
A9,sleep_edf,32,1024,LogReg,123,0.74404472787356,0.0965285703090229,0.6401246771360068,0.8166550728530181,0.6022642283891703,0.5178497741735314,2026-03-12T12:29:00.839420
A9,sleep_edf,32,1024,LogReg,456,0.703566592942354,0.17397386520239772,0.528946257901204,0.8278061250847365,0.5798374723806472,0.5114575532980297,2026-03-12T12:29:00.842420
A9,sleep_edf,32,1024,LogReg,789,0.7697588960022592,0.06911733726384663,0.7004001534145462,0.820715410604868,0.6211631288048938,0.5613183839888933,2026-03-12T12:29:00.843920
A9,sleep_edf,32,1024,LogReg,2024,0.7540290069202286,0.04911665951709403,0.7125006127749437,0.7955574010655132,0.5933358879716278,0.5424818967740599,2026-03-12T12:29:00.844920
A9,sleep_edf,32,1024,RF,42,0.8772242312724753,0.018432490912936333,0.8604889980852457,0.8916664437755963,0.5531149974641988,0.7086877469843966,2026-03-12T12:29:00.846420
A9,sleep_edf,32,1024,RF,123,0.8800879373299677,0.02270598741585941,0.860033238863266,0.8982876516559039,0.5519543304436665,0.7098655669386837,2026-03-12T12:29:00.847420
A9,sleep_edf,32,1024,RF,456,0.8759249712575136,0.019672323245311957,0.857263227036864,0.8926509467907359,0.5531407137357405,0.7160425276136853,2026-03-12T12:29:00.848420
A9,sleep_edf,32,1024,RF,789,0.8516633096968222,0.0660076474099911,0.7838218086494679,0.8918817798328583,0.5178166885910668,0.6655778383256048,2026-03-12T12:29:00.849920
A9,sleep_edf,32,1024,RF,2024,0.8511686301567656,0.06590400199920565,0.7874411890269981,0.891070298530917,0.5241692121116703,0.669132541533323,2026-03-12T12:29:00.850920
A9,sleep_edf,64,128,LogReg,42,0.7762142081685968,0.03946145027801031,0.7413984297466713,0.8110299865905223,0.622957953106942,0.553090158635117,2026-03-12T12:35:17.282791
A9,sleep_edf,64,128,LogReg,123,0.7761929708710735,0.032604774105561264,0.753255573415931,0.8054121216781294,0.6402174331959462,0.5511599550288799,2026-03-12T12:35:17.289791
A9,sleep_edf,64,128,LogReg,456,0.7878542273314298,0.021819459232814874,0.7680562121201987,0.8059593783293646,0.6376261005015738,0.5819273352032827,2026-03-12T12:35:17.293791
A9,sleep_edf,64,128,LogReg,789,0.7510325594938659,0.048692210027796536,0.7113464143517969,0.7886589794907644,0.6074328059710128,0.5207426846701522,2026-03-12T12:35:17.294790
A9,sleep_edf,64,128,LogReg,2024,0.7573852354083985,0.062366621595110625,0.700840862725156,0.8101682204686336,0.6163421133939796,0.5379284993423303,2026-03-12T12:35:17.296291
A9,sleep_edf,64,128,RF,42,0.8756590684443776,0.011132354351536741,0.8650603984952913,0.8844316259996094,0.5621231986633786,0.7058670226877808,2026-03-12T12:35:17.297290
A9,sleep_edf,64,128,RF,123,0.8796200505560099,0.022083989425588927,0.8622485384445625,0.8981620824817356,0.5636810797993886,0.7082392761962539,2026-03-12T12:35:17.298290
A9,sleep_edf,64,128,RF,456,0.8809788205941315,0.021712228602718233,0.8641669389882377,0.8981600708398612,0.5699252745850434,0.7278194310085924,2026-03-12T12:35:17.299791
A9,sleep_edf,64,128,RF,789,0.8520985227989579,0.06092215182677949,0.7906866426178217,0.8860092929990812,0.5303256192794936,0.6673548787850183,2026-03-12T12:35:17.300791
A9,sleep_edf,64,128,RF,2024,0.8489223635067077,0.059432950953551764,0.7885635566673399,0.8824153408710197,0.527668463873239,0.6662105059249012,2026-03-12T12:35:17.301790
A9,sleep_edf,64,256,LogReg,42,0.7875965920164323,0.03018203009863359,0.7630064349365814,0.8161998807017858,0.6295193665250963,0.5702274541586573,2026-03-12T12:44:36.204309
A9,sleep_edf,64,256,LogReg,123,0.7704377771464835,0.03757251636415856,0.7359118374986148,0.7969626270282769,0.6103171661760441,0.536866449445705,2026-03-12T12:44:36.214299
A9,sleep_edf,64,256,LogReg,456,0.7930611422012482,0.026500054032026796,0.7711462452812361,0.81686903317988,0.6385813757183345,0.5899698489250443,2026-03-12T12:44:36.215799
A9,sleep_edf,64,256,LogReg,789,0.7614470880859405,0.05580022463853597,0.705412553279665,0.8032911122073483,0.6176932935214572,0.5355125486838311,2026-03-12T12:44:36.216799
A9,sleep_edf,64,256,LogReg,2024,0.7669589110440581,0.05268252157841797,0.7213518676685814,0.8125659544195347,0.6105377848506199,0.547586781036279,2026-03-12T12:44:36.217799
A9,sleep_edf,64,256,RF,42,0.8773783747126697,0.012622493844354887,0.8649388003297227,0.8871471641630977,0.5618345718875519,0.7095712060074675,2026-03-12T12:44:36.219299
A9,sleep_edf,64,256,RF,123,0.8799584189459668,0.020623945058849947,0.8626019031910518,0.8968879469546926,0.5603997503084728,0.7092188626679342,2026-03-12T12:44:36.220299
A9,sleep_edf,64,256,RF,456,0.8794049608134376,0.020055034262523818,0.8623576380878382,0.8956892722842923,0.5685022997997251,0.7241695835007909,2026-03-12T12:44:36.221799
A9,sleep_edf,64,256,RF,789,0.8521453055369734,0.06519746091059635,0.7859636479865154,0.8879068912740211,0.5234543923716053,0.666925906473512,2026-03-12T12:44:36.222799
A9,sleep_edf,64,256,RF,2024,0.8499547673733051,0.06425467809427497,0.7856124490085209,0.8866829473398088,0.5257633623563389,0.6669962999000902,2026-03-12T12:44:36.223799
A9,sleep_edf,64,512,LogReg,42,0.7875187290441491,0.023456028465958595,0.7669013599150531,0.8068920116877774,0.6275948130359708,0.5681759421043386,2026-03-12T12:59:57.019186
A9,sleep_edf,64,512,LogReg,123,0.7117434310905623,0.15718053314060063,0.5524048232354413,0.800512648468825,0.6070726250915287,0.4867988146755553,2026-03-12T12:59:57.027190
