dataset,classifier,vocab_size,seed,cv_strategy,fold,accuracy,balanced_accuracy,macro_f1,kappa
bci_iv_2a,CSP_BPE_Seq_CNN,512,456,LOSO,0,0.2482638888888889,0.24826388888888887,0.11624240758082115,-0.0023148148148148806
bci_iv_2a,CSP_BPE_Seq_CNN,512,456,LOSO,1,0.2517361111111111,0.2517361111111111,0.10370320906628,0.0023148148148147696
bci_iv_2a,CSP_BPE_Seq_CNN,512,456,LOSO,2,0.25,0.25,0.10027855153203342,0.0
bci_iv_2a,CSP_BPE_Seq_CNN,512,456,LOSO,0,0.25,0.25,0.1,0.0
bci_iv_2a,CSP_BPE_Seq_CNN,512,456,LOSO,1,0.2673611111111111,0.2673611111111111,0.19458425485794767,0.02314814814814814
bci_iv_2a,CSP_BPE_Seq_CNN,512,456,LOSO,2,0.2552083333333333,0.25520833333333337,0.11644736842105263,0.00694444444444442
bci_iv_2a,CSP_BPE_Seq_CNN,512,789,LOSO,0,0.2621527777777778,0.2621527777777778,0.15510218077081334,0.01620370370370372
bci_iv_2a,CSP_BPE_Seq_CNN,512,789,LOSO,1,0.2534722222222222,0.2534722222222222,0.12992595736653462,0.00462962962962965
bci_iv_2a,CSP_BPE_Seq_CNN,512,789,LOSO,2,0.2361111111111111,0.23611111111111108,0.1321841224005113,-0.0185185185185186
bci_iv_2a,CSP_BPE_Seq_CNN,512,789,LOSO,0,0.25,0.25,0.10027855153203342,0.0
bci_iv_2a,CSP_BPE_Seq_CNN,512,789,LOSO,1,0.2517361111111111,0.2517361111111111,0.12004382120946538,0.0023148148148147696
bci_iv_2a,CSP_BPE_Seq_CNN,512,789,LOSO,2,0.2534722222222222,0.2534722222222222,0.12462648288393971,0.00462962962962965
bci_iv_2a,CSP_BPE_Seq_CNN,512,2024,LOSO,0,0.2638888888888889,0.2638888888888889,0.17040075151212786,0.01851851851851849
bci_iv_2a,CSP_BPE_Seq_CNN,512,2024,LOSO,1,0.2465277777777778,0.24652777777777776,0.10230263789890295,-0.004629629629629539
bci_iv_2a,CSP_BPE_Seq_CNN,512,2024,LOSO,2,0.2552083333333333,0.2552083333333333,0.12156421789105448,0.00694444444444442
bci_iv_2a,CSP_BPE_Seq_CNN,512,2024,LOSO,0,0.2708333333333333,0.27083333333333337,0.25062965639881524,0.02777777777777779
bci_iv_2a,CSP_BPE_Seq_CNN,512,2024,LOSO,1,0.2690972222222222,0.26909722222222227,0.19223270168997952,0.02546296296296291
bci_iv_2a,CSP_BPE_Seq_CNN,512,2024,LOSO,2,0.25,0.25,0.19214469339473433,0.0
physionet_mi,CSP_BPE_LogReg,512,42,5fold-subject,0,0.3333333333333333,0.33041596085074343,0.3194480519480519,0.11037891268533773
physionet_mi,CSP_BPE_LogReg,512,42,5fold-subject,1,0.23333333333333334,0.23873047242612458,0.15611427366645583,-0.015203531142716997
physionet_mi,CSP_BPE_LogReg,512,42,5fold-subject,2,0.26666666666666666,0.2670042819499341,0.19409094070078184,0.02398948406178114
physionet_mi,CSP_BPE_LogReg,512,42,5fold-subject,0,0.3333333333333333,0.3324451816299642,0.31709640262271843,0.11228012493835282
physionet_mi,CSP_BPE_LogReg,512,42,5fold-subject,1,0.2222222222222222,0.22736683606248823,0.15055643879173292,-0.02957999673149203
physionet_mi,CSP_BPE_LogReg,512,42,5fold-subject,2,0.26666666666666666,0.2670042819499341,0.19409094070078184,0.02398948406178114
physionet_mi,CSP_BPE_LogReg,512,123,5fold-subject,0,0.34444444444444444,0.3408326275174101,0.32772556390977436,0.12434036939314008
physionet_mi,CSP_BPE_LogReg,512,123,5fold-subject,1,0.2111111111111111,0.21550912855260682,0.1549303409768526,-0.046168958742632604
physionet_mi,CSP_BPE_LogReg,512,123,5fold-subject,2,0.25555555555555554,0.2537467061923584,0.19762639005700403,0.007407407407407418
physionet_mi,CSP_BPE_LogReg,512,123,5fold-subject,0,0.3333333333333333,0.3308688594014681,0.32091448777843745,0.1105254488552132
physionet_mi,CSP_BPE_LogReg,512,123,5fold-subject,1,0.2222222222222222,0.22687276491624317,0.16158536585365854,-0.03160307843458332
physionet_mi,CSP_BPE_LogReg,512,123,5fold-subject,2,0.25555555555555554,0.25564064558629773,0.18789184952978055,0.008875739644970349
physionet_mi,CSP_BPE_LogReg,512,456,5fold-subject,0,0.3333333333333333,0.330957086391869,0.3158067158067158,0.11154985192497524
physionet_mi,CSP_BPE_LogReg,512,456,5fold-subject,1,0.2222222222222222,0.22687276491624317,0.16042795844625113,-0.03126534621050925
physionet_mi,CSP_BPE_LogReg,512,456,5fold-subject,2,0.25555555555555554,0.25469367588932806,0.19414662416690814,0.008386778490380054
physionet_mi,CSP_BPE_LogReg,512,456,5fold-subject,0,0.34444444444444444,0.34232072275550535,0.3305917766444082,0.12578202173197217
physionet_mi,CSP_BPE_LogReg,512,456,5fold-subject,1,0.23333333333333334,0.23873047242612458,0.15630570409982175,-0.014871711063899173
physionet_mi,CSP_BPE_LogReg,512,456,5fold-subject,2,0.24444444444444444,0.2433300395256917,0.1870019262000982,-0.007075859799243078
physionet_mi,CSP_BPE_LogReg,512,789,5fold-subject,0,0.32222222222222224,0.3190111518915867,0.2969498910675381,0.09525379037574155
physionet_mi,CSP_BPE_LogReg,512,789,5fold-subject,1,0.2222222222222222,0.22736683606248823,0.15314542483660132,-0.030759162303664933
physionet_mi,CSP_BPE_LogReg,512,789,5fold-subject,2,0.26666666666666666,0.2660573122529644,0.20067674614196024,0.023508137432188048
physionet_mi,CSP_BPE_LogReg,512,789,5fold-subject,0,0.3333333333333333,0.3324451816299642,0.31709640262271843,0.11228012493835282
physionet_mi,CSP_BPE_LogReg,512,789,5fold-subject,1,0.2111111111111111,0.21600319969885187,0.14685842513259895,-0.04582651391162029
physionet_mi,CSP_BPE_LogReg,512,789,5fold-subject,2,0.25555555555555554,0.2537467061923584,0.19762639005700403,0.007407407407407418
physionet_mi,CSP_BPE_LogReg,512,2024,5fold-subject,0,0.3333333333333333,0.33041596085074343,0.3201230142406613,0.11067193675889331
physionet_mi,CSP_BPE_LogReg,512,2024,5fold-subject,1,0.2222222222222222,0.22736683606248823,0.15055643879173292,-0.02957999673149203
physionet_mi,CSP_BPE_LogReg,512,2024,5fold-subject,2,0.2777777777777778,0.27787384716732544,0.2096081820800922,0.038461538461538436
physionet_mi,CSP_BPE_LogReg,512,2024,5fold-subject,0,0.34444444444444444,0.34177959721437984,0.3368438347161752,0.12491760052735656
physionet_mi,CSP_BPE_LogReg,512,2024,5fold-subject,1,0.2111111111111111,0.21550912855260682,0.15688537518995133,-0.0471976401179941
physionet_mi,CSP_BPE_LogReg,512,2024,5fold-subject,2,0.2777777777777778,0.2769268774703557,0.21512475469582282,0.03782894736842113
physionet_mi,CSP_Envelope_BPE_LogReg,512,42,5fold-subject,0,0.24444444444444444,0.24428877282138153,0.22701511942998012,-0.005421389847215519
physionet_mi,CSP_Envelope_BPE_LogReg,512,42,5fold-subject,1,0.28888888888888886,0.2872729625447017,0.25751728110599076,0.05263157894736825
physionet_mi,CSP_Envelope_BPE_LogReg,512,42,5fold-subject,2,0.2,0.19851661020139283,0.20030165912518855,-0.06895414054767413
physionet_mi,CSP_Envelope_BPE_LogReg,512,42,5fold-subject,0,0.24444444444444444,0.24428877282138153,0.2259378552482001,-0.00608252506986684
physionet_mi,CSP_Envelope_BPE_LogReg,512,42,5fold-subject,1,0.2777777777777778,0.27685629587803495,0.2424032952563966,0.0387775221820571
physionet_mi,CSP_Envelope_BPE_LogReg,512,42,5fold-subject,2,0.18888888888888888,0.18615894974590624,0.18568222882788366,-0.08577094695091714
physionet_mi,CSP_Envelope_BPE_LogReg,512,123,5fold-subject,0,0.23333333333333334,0.23341920760399024,0.21679406225767145,-0.020206998521439035
physionet_mi,CSP_Envelope_BPE_LogReg,512,123,5fold-subject,1,0.28888888888888886,0.2872317899491812,0.2451855742296919,0.052319842053306975
physionet_mi,CSP_Envelope_BPE_LogReg,512,123,5fold-subject,2,0.2,0.19806371165066816,0.19781884781884781,-0.07018992568125504
physionet_mi,CSP_Envelope_BPE_LogReg,512,123,5fold-subject,0,0.25555555555555554,0.2547054394880482,0.2399974294711137,0.008386778490379831
physionet_mi,CSP_Envelope_BPE_LogReg,512,123,5fold-subject,1,0.2777777777777778,0.2753682006399398,0.24015270310633213,0.03703703703703709
physionet_mi,CSP_Envelope_BPE_LogReg,512,123,5fold-subject,2,0.18888888888888888,0.18615894974590624,0.18732796364375312,-0.08577094695091714
physionet_mi,CSP_Envelope_BPE_LogReg,512,456,5fold-subject,0,0.24444444444444444,0.24428877282138153,0.22640470865622997,-0.005586592178770999
physionet_mi,CSP_Envelope_BPE_LogReg,512,456,5fold-subject,1,0.2777777777777778,0.27685629587803495,0.24154021030787562,0.03877752218205732
physionet_mi,CSP_Envelope_BPE_LogReg,512,456,5fold-subject,2,0.18888888888888888,0.18615894974590624,0.18503645477329686,-0.08559153998678126
physionet_mi,CSP_Envelope_BPE_LogReg,512,456,5fold-subject,0,0.24444444444444444,0.24428877282138153,0.22703692997810646,-0.005751848808545512
physionet_mi,CSP_Envelope_BPE_LogReg,512,456,5fold-subject,1,0.3,0.29962474120082816,0.2715354846296017,0.06927117531188454
physionet_mi,CSP_Envelope_BPE_LogReg,512,456,5fold-subject,2,0.18888888888888888,0.18615894974590624,0.18503645477329686,-0.08559153998678126
physionet_mi,CSP_Envelope_BPE_LogReg,512,789,5fold-subject,0,0.24444444444444444,0.24428877282138153,0.2259378552482001,-0.00608252506986684
physionet_mi,CSP_Envelope_BPE_LogReg,512,789,5fold-subject,1,0.28888888888888886,0.2877258610954263,0.24810973340385106,0.05294311081880965
physionet_mi,CSP_Envelope_BPE_LogReg,512,789,5fold-subject,2,0.18888888888888888,0.18615894974590624,0.18516057585825027,-0.0861299388328649
physionet_mi,CSP_Envelope_BPE_LogReg,512,789,5fold-subject,0,0.24444444444444444,0.24428877282138153,0.2259378552482001,-0.00608252506986684
physionet_mi,CSP_Envelope_BPE_LogReg,512,789,5fold-subject,1,0.28888888888888886,0.285743694711086,0.2448102466793169,0.05122714544556073
physionet_mi,CSP_Envelope_BPE_LogReg,512,789,5fold-subject,2,0.2,0.19806371165066816,0.19933232142534466,-0.06965995378012568
physionet_mi,CSP_Envelope_BPE_LogReg,512,2024,5fold-subject,0,0.24444444444444444,0.24428877282138153,0.2259378552482001,-0.00608252506986684
physionet_mi,CSP_Envelope_BPE_LogReg,512,2024,5fold-subject,1,0.3,0.29859542631281755,0.25549772147665034,0.0675875678342377
physionet_mi,CSP_Envelope_BPE_LogReg,512,2024,5fold-subject,2,0.18888888888888888,0.18615894974590624,0.18503645477329686,-0.08559153998678126
physionet_mi,CSP_Envelope_BPE_LogReg,512,2024,5fold-subject,0,0.24444444444444444,0.24428877282138153,0.2259378552482001,-0.00608252506986684
physionet_mi,CSP_Envelope_BPE_LogReg,512,2024,5fold-subject,1,0.3,0.29814252776209305,0.2645064421048481,0.06712734452122404
physionet_mi,CSP_Envelope_BPE_LogReg,512,2024,5fold-subject,2,0.18888888888888888,0.18615894974590624,0.1860683685959084,-0.08541219230133801
physionet_mi,CSP_BPE_Seq_CNN,512,42,5fold-subject,0,0.2777777777777778,0.27270962732919257,0.22426470588235292,0.028884462151394508
physionet_mi,CSP_BPE_Seq_CNN,512,42,5fold-subject,1,0.23333333333333334,0.25,0.0945945945945946,0.0
physionet_mi,CSP_BPE_Seq_CNN,512,42,5fold-subject,2,0.18888888888888888,0.18737648221343872,0.16060077519379845,-0.08255066732575367
physionet_mi,CSP_BPE_Seq_CNN,512,42,5fold-subject,0,0.2777777777777778,0.27703863165819687,0.24861122663080237,0.03624382207578247
physionet_mi,CSP_BPE_Seq_CNN,512,42,5fold-subject,1,0.24444444444444444,0.2587991718426501,0.13911764705882354,0.010989010989011061
physionet_mi,CSP_BPE_Seq_CNN,512,42,5fold-subject,2,0.3,0.28747294372294374,0.20213120213120211,0.051363560314539036
physionet_mi,CSP_BPE_Seq_CNN,512,123,5fold-subject,0,0.2222222222222222,0.23511904761904762,0.11981053218166621,-0.02123520829956238
physionet_mi,CSP_BPE_Seq_CNN,512,123,5fold-subject,1,0.2222222222222222,0.23809523809523808,0.09259259259259259,-0.015310233682514163
physionet_mi,CSP_BPE_Seq_CNN,512,123,5fold-subject,2,0.23333333333333334,0.25,0.0945945945945946,0.0
physionet_mi,CSP_BPE_Seq_CNN,512,123,5fold-subject,0,0.2777777777777778,0.2648809523809524,0.15277777777777776,0.022556390977443663
physionet_mi,CSP_BPE_Seq_CNN,512,123,5fold-subject,1,0.24444444444444444,0.245312205910032,0.18888490910433037,-0.005586592178770777
physionet_mi,CSP_BPE_Seq_CNN,512,123,5fold-subject,2,0.2111111111111111,0.22294372294372294,0.14198966408268732,-0.0324769752787204
physionet_mi,CSP_BPE_Seq_CNN,512,456,5fold-subject,0,0.25555555555555554,0.24954710144927536,0.1190990990990991,0.00016580998176085604
physionet_mi,CSP_BPE_Seq_CNN,512,456,5fold-subject,1,0.25555555555555554,0.27011575381140596,0.17699468085106385,0.024902975420439843
physionet_mi,CSP_BPE_Seq_CNN,512,456,5fold-subject,2,0.26666666666666666,0.25,0.10526315789473684,0.0
physionet_mi,CSP_BPE_Seq_CNN,512,456,5fold-subject,0,0.25555555555555554,0.2541407867494824,0.15249433106575963,0.004950495049504844
physionet_mi,CSP_BPE_Seq_CNN,512,456,5fold-subject,1,0.23333333333333334,0.23971861471861472,0.12598536036036034,-0.01205997392438074
physionet_mi,CSP_BPE_Seq_CNN,512,456,5fold-subject,2,0.2777777777777778,0.2619047619047619,0.12888198757763975,0.016145307769929285
physionet_mi,CSP_BPE_Seq_CNN,512,789,5fold-subject,0,0.24444444444444444,0.2422360248447205,0.1395139513951395,-0.010901883052527372
physionet_mi,CSP_BPE_Seq_CNN,512,789,5fold-subject,1,0.23333333333333334,0.24851190476190474,0.1111111111111111,-0.0014513788098693414
physionet_mi,CSP_BPE_Seq_CNN,512,789,5fold-subject,2,0.3,0.29467814793901753,0.23859777379945007,0.0600132625994696
physionet_mi,CSP_BPE_Seq_CNN,512,789,5fold-subject,0,0.2,0.20075757575757575,0.13183183183183184,-0.061772898574471435
physionet_mi,CSP_BPE_Seq_CNN,512,789,5fold-subject,1,0.25555555555555554,0.2689393939393939,0.1719409282700422,0.02395597280673356
physionet_mi,CSP_BPE_Seq_CNN,512,789,5fold-subject,2,0.24444444444444444,0.24011857707509882,0.12882238126219908,-0.013748550604604892
physionet_mi,CSP_BPE_Seq_CNN,512,2024,5fold-subject,0,0.2222222222222222,0.23809523809523808,0.09090909090909091,-0.014819587628865927
physionet_mi,CSP_BPE_Seq_CNN,512,2024,5fold-subject,1,0.2111111111111111,0.22254376058723885,0.1423724370922647,-0.03532080362929357
physionet_mi,CSP_BPE_Seq_CNN,512,2024,5fold-subject,2,0.28888888888888886,0.2796501505740636,0.23969508301404852,0.04239401496259343
physionet_mi,CSP_BPE_Seq_CNN,512,2024,5fold-subject,0,0.2777777777777778,0.2706804065499718,0.22733382209188657,0.029528865295288642
physionet_mi,CSP_BPE_Seq_CNN,512,2024,5fold-subject,1,0.2222222222222222,0.23214285714285715,0.1505955107650023,-0.02305943488145501
physionet_mi,CSP_BPE_Seq_CNN,512,2024,5fold-subject,2,0.23333333333333334,0.25,0.0945945945945946,0.0
