dataset,classifier,vocab_size,seed,cv_strategy,fold,accuracy,balanced_accuracy,macro_f1,kappa,auc_roc
bci_iv_2a,Patching_LogReg,4096,42,LOSO,4,0.2517361111111111,0.2517361111111111,0.1938016214553342,0.0023148148148147,0.5194106867283951
bci_iv_2a,Patching_LogReg,4096,42,LOSO,5,0.2795138888888889,0.2795138888888889,0.26155682623291,0.0393518518518518,0.5934325167181069
bci_iv_2a,Patching_LogReg,4096,42,LOSO,6,0.3142361111111111,0.3142361111111111,0.2947920676158361,0.0856481481481481,0.6051552854938271
bci_iv_2a,Patching_LogReg,4096,42,LOSO,7,0.421875,0.421875,0.4169868223532507,0.2291666666666666,0.7039448302469137
bci_iv_2a,Patching_LogReg,4096,42,LOSO,8,0.4704861111111111,0.4704861111111111,0.4613021555842139,0.2939814814814815,0.7432564943415638
bci_iv_2a,Patching_LogReg,4096,123,LOSO,0,0.4010416666666667,0.4010416666666667,0.3883575836676405,0.2013888888888888,0.6827096193415637
bci_iv_2a,Patching_LogReg,4096,123,LOSO,1,0.2829861111111111,0.2829861111111111,0.2740634956659297,0.0439814814814815,0.5373183513374485
bci_iv_2a,Patching_LogReg,4096,123,LOSO,2,0.4409722222222222,0.4409722222222222,0.4221032732305948,0.2546296296296296,0.7426416216563787
bci_iv_2a,Patching_LogReg,4096,123,LOSO,3,0.3333333333333333,0.3333333333333333,0.3212965404750743,0.1111111111111111,0.57787985468107
bci_iv_2a,Patching_LogReg,4096,123,LOSO,4,0.2517361111111111,0.2517361111111111,0.1938016214553342,0.0023148148148147,0.519434799382716
bci_iv_2a,Patching_LogReg,4096,123,LOSO,5,0.2795138888888889,0.2795138888888889,0.26155682623291,0.0393518518518518,0.5934244791666666
bci_iv_2a,Patching_LogReg,4096,123,LOSO,6,0.3159722222222222,0.3159722222222222,0.2975592218798023,0.0879629629629629,0.6051994920267489
bci_iv_2a,Patching_LogReg,4096,123,LOSO,7,0.421875,0.421875,0.4169868223532507,0.2291666666666666,0.7039126800411522
bci_iv_2a,Patching_LogReg,4096,123,LOSO,8,0.4704861111111111,0.4704861111111111,0.4613021555842139,0.2939814814814815,0.7432404192386831
bci_iv_2a,Patching_LogReg,4096,456,LOSO,0,0.4027777777777778,0.4027777777777778,0.390345893519778,0.2037037037037037,0.6827056005658436
bci_iv_2a,Patching_LogReg,4096,456,LOSO,1,0.2829861111111111,0.2829861111111111,0.2740634956659297,0.0439814814814815,0.5373384452160493
bci_iv_2a,Patching_LogReg,4096,456,LOSO,2,0.4409722222222222,0.4409722222222222,0.4221032732305948,0.2546296296296296,0.7426335841049384
bci_iv_2a,Patching_LogReg,4096,456,LOSO,3,0.3333333333333333,0.3333333333333333,0.3212965404750743,0.1111111111111111,0.5778356481481481
bci_iv_2a,Patching_LogReg,4096,456,LOSO,4,0.25,0.25,0.1926179134238011,0.0,0.5194468557098765
bci_iv_2a,Patching_LogReg,4096,456,LOSO,5,0.2795138888888889,0.2795138888888889,0.26155682623291,0.0393518518518518,0.5933722350823045
bci_iv_2a,Patching_LogReg,4096,456,LOSO,6,0.3142361111111111,0.3142361111111111,0.2947920676158361,0.0856481481481481,0.6050909850823045
bci_iv_2a,Patching_LogReg,4096,456,LOSO,7,0.421875,0.421875,0.4169868223532507,0.2291666666666666,0.7039327739197531
bci_iv_2a,Patching_LogReg,4096,456,LOSO,8,0.4704861111111111,0.4704861111111111,0.4613021555842139,0.2939814814814815,0.7432283629115226
bci_iv_2a,Patching_LogReg,4096,789,LOSO,0,0.4045138888888889,0.4045138888888889,0.3925302584936594,0.2060185185185185,0.6826613940329218
bci_iv_2a,Patching_LogReg,4096,789,LOSO,1,0.2829861111111111,0.2829861111111111,0.2740634956659297,0.0439814814814815,0.5373464827674898
bci_iv_2a,Patching_LogReg,4096,789,LOSO,2,0.4409722222222222,0.4409722222222222,0.4221032732305948,0.2546296296296296,0.742625546553498
bci_iv_2a,Patching_LogReg,4096,789,LOSO,3,0.3333333333333333,0.3333333333333333,0.3212965404750743,0.1111111111111111,0.5777994791666666
bci_iv_2a,Patching_LogReg,4096,789,LOSO,4,0.2517361111111111,0.2517361111111111,0.1938016214553342,0.0023148148148147,0.5193865740740742
bci_iv_2a,Patching_LogReg,4096,789,LOSO,5,0.2795138888888889,0.2795138888888889,0.26155682623291,0.0393518518518518,0.5934244791666666
bci_iv_2a,Patching_LogReg,4096,789,LOSO,6,0.3142361111111111,0.3142361111111111,0.2947920676158361,0.0856481481481481,0.6051593042695473
bci_iv_2a,Patching_LogReg,4096,789,LOSO,7,0.421875,0.421875,0.4169868223532507,0.2291666666666666,0.7038925861625515
bci_iv_2a,Patching_LogReg,4096,789,LOSO,8,0.4704861111111111,0.4704861111111111,0.4613021555842139,0.2939814814814815,0.7432283629115226
bci_iv_2a,Patching_LogReg,4096,2024,LOSO,0,0.4027777777777778,0.4027777777777778,0.390345893519778,0.2037037037037037,0.6826654128086418
bci_iv_2a,Patching_LogReg,4096,2024,LOSO,1,0.2829861111111111,0.2829861111111111,0.2740634956659297,0.0439814814814815,0.5373424639917695
bci_iv_2a,Patching_LogReg,4096,2024,LOSO,2,0.4409722222222222,0.4409722222222222,0.4221032732305948,0.2546296296296296,0.7426536779835391
bci_iv_2a,Patching_LogReg,4096,2024,LOSO,3,0.3333333333333333,0.3333333333333333,0.3212965404750743,0.1111111111111111,0.5778637795781892
bci_iv_2a,Patching_LogReg,4096,2024,LOSO,4,0.25,0.25,0.1926179134238011,0.0,0.5194066679526749
bci_iv_2a,Patching_LogReg,4096,2024,LOSO,5,0.2795138888888889,0.2795138888888889,0.26155682623291,0.0393518518518518,0.593408404063786
bci_iv_2a,Patching_LogReg,4096,2024,LOSO,6,0.3142361111111111,0.3142361111111111,0.2947920676158361,0.0856481481481481,0.6051110789609054
bci_iv_2a,Patching_LogReg,4096,2024,LOSO,7,0.421875,0.421875,0.4169868223532507,0.2291666666666666,0.7039609053497944
bci_iv_2a,Patching_LogReg,4096,2024,LOSO,8,0.4704861111111111,0.4704861111111111,0.4613021555842139,0.2939814814814815,0.7432404192386831
bci_iv_2a,VQ_LogReg,4096,42,LOSO,0,0.3472222222222222,0.3472222222222222,0.2812159382996496,0.1296296296296296,0.7436161747685185
bci_iv_2a,VQ_LogReg,4096,42,LOSO,1,0.2482638888888889,0.2482638888888889,0.1760152909372116,-0.0023148148148148,0.5169311021090535
bci_iv_2a,VQ_LogReg,4096,42,LOSO,2,0.3836805555555556,0.3836805555555555,0.355266477682028,0.1782407407407407,0.6925435635288066
bci_iv_2a,VQ_LogReg,4096,42,LOSO,3,0.3003472222222222,0.3003472222222222,0.2312157795256386,0.0671296296296296,0.6338955600565843
bci_iv_2a,VQ_LogReg,4096,42,LOSO,4,0.2534722222222222,0.2534722222222222,0.107604283737217,0.0046296296296296,0.5250208976337448
bci_iv_2a,VQ_LogReg,4096,42,LOSO,5,0.2361111111111111,0.2361111111111111,0.1946990606707233,-0.0185185185185186,0.5758604198816872
bci_iv_2a,VQ_LogReg,4096,42,LOSO,6,0.2864583333333333,0.2864583333333333,0.2331523749638914,0.0486111111111111,0.5980802308384774
bci_iv_2a,VQ_LogReg,4096,42,LOSO,7,0.2673611111111111,0.2673611111111111,0.1400681610895148,0.0231481481481481,0.6491327481995884
bci_iv_2a,VQ_LogReg,4096,42,LOSO,8,0.25,0.25,0.1,0.0,0.67358699845679
bci_iv_2a,VQ_LogReg,4096,123,LOSO,0,0.3472222222222222,0.3472222222222222,0.2812159382996496,0.1296296296296296,0.7436222029320987
bci_iv_2a,VQ_LogReg,4096,123,LOSO,1,0.2482638888888889,0.2482638888888889,0.1760152909372116,-0.0023148148148148,0.5169311021090535
bci_iv_2a,VQ_LogReg,4096,123,LOSO,2,0.3836805555555556,0.3836805555555555,0.355266477682028,0.1782407407407407,0.6925435635288066
bci_iv_2a,VQ_LogReg,4096,123,LOSO,3,0.3003472222222222,0.3003472222222222,0.2312157795256386,0.0671296296296296,0.6338915412808642
bci_iv_2a,VQ_LogReg,4096,123,LOSO,4,0.2534722222222222,0.2534722222222222,0.107604283737217,0.0046296296296296,0.5250208976337448
bci_iv_2a,VQ_LogReg,4096,123,LOSO,5,0.2361111111111111,0.2361111111111111,0.1946990606707233,-0.0185185185185186,0.5758664480452674
bci_iv_2a,VQ_LogReg,4096,123,LOSO,6,0.2864583333333333,0.2864583333333333,0.2331523749638914,0.0486111111111111,0.5980460712448559
bci_iv_2a,VQ_LogReg,4096,123,LOSO,7,0.2673611111111111,0.2673611111111111,0.1400681610895148,0.0231481481481481,0.6491287294238683
bci_iv_2a,VQ_LogReg,4096,123,LOSO,8,0.25,0.25,0.1,0.0,0.6735950360082305
bci_iv_2a,VQ_LogReg,4096,456,LOSO,0,0.3472222222222222,0.3472222222222222,0.2812159382996496,0.1296296296296296,0.7436101466049383
bci_iv_2a,VQ_LogReg,4096,456,LOSO,1,0.2482638888888889,0.2482638888888889,0.1760152909372116,-0.0023148148148148,0.5169270833333333
bci_iv_2a,VQ_LogReg,4096,456,LOSO,2,0.3836805555555556,0.3836805555555555,0.355266477682028,0.1782407407407407,0.6925315072016461
bci_iv_2a,VQ_LogReg,4096,456,LOSO,3,0.3003472222222222,0.3003472222222222,0.2312157795256386,0.0671296296296296,0.6339176633230452
bci_iv_2a,VQ_LogReg,4096,456,LOSO,4,0.2534722222222222,0.2534722222222222,0.107604283737217,0.0046296296296296,0.525024916409465
bci_iv_2a,VQ_LogReg,4096,456,LOSO,5,0.2361111111111111,0.2361111111111111,0.1946990606707233,-0.0185185185185186,0.5758503729423868
bci_iv_2a,VQ_LogReg,4096,456,LOSO,6,0.2864583333333333,0.2864583333333333,0.2331523749638914,0.0486111111111111,0.5980701838991769
bci_iv_2a,VQ_LogReg,4096,456,LOSO,7,0.2673611111111111,0.2673611111111111,0.1400681610895148,0.0231481481481481,0.649120691872428
bci_iv_2a,VQ_LogReg,4096,456,LOSO,8,0.25,0.25,0.1,0.0,0.6735869984567902
bci_iv_2a,VQ_LogReg,4096,789,LOSO,0,0.3472222222222222,0.3472222222222222,0.2812159382996496,0.1296296296296296,0.7436061278292181
bci_iv_2a,VQ_LogReg,4096,789,LOSO,1,0.2482638888888889,0.2482638888888889,0.1760152909372116,-0.0023148148148148,0.5169150270061729
bci_iv_2a,VQ_LogReg,4096,789,LOSO,2,0.3836805555555556,0.3836805555555555,0.355266477682028,0.1782407407407407,0.6925395447530864
bci_iv_2a,VQ_LogReg,4096,789,LOSO,3,0.3003472222222222,0.3003472222222222,0.2312157795256386,0.0671296296296296,0.6338975694444444
bci_iv_2a,VQ_LogReg,4096,789,LOSO,4,0.2534722222222222,0.2534722222222222,0.107604283737217,0.0046296296296296,0.5250249164094651
bci_iv_2a,VQ_LogReg,4096,789,LOSO,5,0.2361111111111111,0.2361111111111111,0.1946990606707233,-0.0185185185185186,0.5758383166152263
bci_iv_2a,VQ_LogReg,4096,789,LOSO,6,0.2864583333333333,0.2864583333333333,0.2331523749638914,0.0486111111111111,0.598070183899177
bci_iv_2a,VQ_LogReg,4096,789,LOSO,7,0.2673611111111111,0.2673611111111111,0.1400681610895148,0.0231481481481481,0.6491247106481481
bci_iv_2a,VQ_LogReg,4096,789,LOSO,8,0.25,0.25,0.1,0.0,0.6735990547839505
bci_iv_2a,VQ_LogReg,4096,2024,LOSO,0,0.3472222222222222,0.3472222222222222,0.2812159382996496,0.1296296296296296,0.7436161747685185
bci_iv_2a,VQ_LogReg,4096,2024,LOSO,1,0.2482638888888889,0.2482638888888889,0.1760152909372116,-0.0023148148148148,0.5169311021090535
bci_iv_2a,VQ_LogReg,4096,2024,LOSO,2,0.3836805555555556,0.3836805555555555,0.355266477682028,0.1782407407407407,0.6925375353652263
bci_iv_2a,VQ_LogReg,4096,2024,LOSO,3,0.3003472222222222,0.3003472222222222,0.2312157795256386,0.0671296296296296,0.6338814943415638
bci_iv_2a,VQ_LogReg,4096,2024,LOSO,4,0.2534722222222222,0.2534722222222222,0.107604283737217,0.0046296296296296,0.525024916409465
bci_iv_2a,VQ_LogReg,4096,2024,LOSO,5,0.2361111111111111,0.2361111111111111,0.1946990606707233,-0.0185185185185186,0.5758523823302468
bci_iv_2a,VQ_LogReg,4096,2024,LOSO,6,0.2864583333333333,0.2864583333333333,0.2331523749638914,0.0486111111111111,0.598070183899177
bci_iv_2a,VQ_LogReg,4096,2024,LOSO,7,0.2673611111111111,0.2673611111111111,0.1400681610895148,0.0231481481481481,0.6491206918724279
bci_iv_2a,VQ_LogReg,4096,2024,LOSO,8,0.25,0.25,0.1,0.0,0.6735950360082305
bci_iv_2a,Chronos_Binning,4096,42,LOSO,0,0.2743055555555556,0.2743055555555556,0.2704769474624214,0.0324074074074074,0.5406941229423868
bci_iv_2a,Chronos_Binning,4096,42,LOSO,1,0.2465277777777778,0.2465277777777778,0.2151429880771137,-0.0046296296296295,0.5037635834619342
bci_iv_2a,Chronos_Binning,4096,42,LOSO,2,0.2934027777777778,0.2934027777777778,0.2824774431947065,0.0578703703703703,0.5518743569958848
bci_iv_2a,Chronos_Binning,4096,42,LOSO,3,0.2586805555555556,0.2586805555555556,0.2361351868347356,0.011574074074074,0.5361890753600823
bci_iv_2a,Chronos_Binning,4096,42,LOSO,4,0.2465277777777778,0.2465277777777778,0.2044457671725401,-0.0046296296296295,0.5219063464506173
bci_iv_2a,Chronos_Binning,4096,42,LOSO,5,0.265625,0.265625,0.2358785514180935,0.0208333333333333,0.5364543145576132
bci_iv_2a,Chronos_Binning,4096,42,LOSO,6,0.2934027777777778,0.2934027777777778,0.2775727020450651,0.0578703703703703,0.5627953800154321
bci_iv_2a,Chronos_Binning,4096,42,LOSO,7,0.28125,0.28125,0.2667466685530269,0.0416666666666666,0.5357068222736625
bci_iv_2a,Chronos_Binning,4096,42,LOSO,8,0.2899305555555556,0.2899305555555556,0.2815867326866364,0.0532407407407407,0.5476586612654322
bci_iv_2a,Chronos_Binning,4096,123,LOSO,0,0.2725694444444444,0.2725694444444444,0.2688137105384923,0.0300925925925925,0.5406760384516461
bci_iv_2a,Chronos_Binning,4096,123,LOSO,1,0.2447916666666666,0.2447916666666666,0.2140708391698844,-0.0069444444444444,0.5037575552983539
bci_iv_2a,Chronos_Binning,4096,123,LOSO,2,0.2934027777777778,0.2934027777777778,0.282471120907184,0.0578703703703703,0.551880385159465
bci_iv_2a,Chronos_Binning,4096,123,LOSO,3,0.2586805555555556,0.2586805555555556,0.2359973513654513,0.011574074074074,0.5361890753600823
bci_iv_2a,Chronos_Binning,4096,123,LOSO,4,0.2465277777777778,0.2465277777777778,0.2044457671725401,-0.0046296296296295,0.5218942901234568
bci_iv_2a,Chronos_Binning,4096,123,LOSO,5,0.2638888888888889,0.2638888888888889,0.2338715782944199,0.0185185185185184,0.5364623521090536
bci_iv_2a,Chronos_Binning,4096,123,LOSO,6,0.2916666666666667,0.2916666666666667,0.2751233660958812,0.0555555555555555,0.562793370627572
bci_iv_2a,Chronos_Binning,4096,123,LOSO,7,0.2829861111111111,0.2829861111111111,0.2673550256629736,0.0439814814814815,0.5357068222736625
bci_iv_2a,Chronos_Binning,4096,123,LOSO,8,0.2899305555555556,0.2899305555555556,0.2815867326866364,0.0532407407407407,0.547654642489712
bci_iv_2a,Chronos_Binning,4096,456,LOSO,0,0.2743055555555556,0.2743055555555556,0.2704769474624214,0.0324074074074074,0.5406860853909465
bci_iv_2a,Chronos_Binning,4096,456,LOSO,1,0.2430555555555555,0.2430555555555555,0.2115637220059311,-0.0092592592592593,0.503783677340535
bci_iv_2a,Chronos_Binning,4096,456,LOSO,2,0.2951388888888889,0.2951388888888889,0.2841008671931541,0.0601851851851852,0.5518743569958848
bci_iv_2a,Chronos_Binning,4096,456,LOSO,3,0.2586805555555556,0.2586805555555556,0.2359973513654513,0.011574074074074,0.5361930941358025
bci_iv_2a,Chronos_Binning,4096,456,LOSO,4,0.2465277777777778,0.2465277777777778,0.2044457671725401,-0.0046296296296295,0.521900318287037
bci_iv_2a,Chronos_Binning,4096,456,LOSO,5,0.2673611111111111,0.2673611111111111,0.2382752137399496,0.0231481481481481,0.5364402488425926
bci_iv_2a,Chronos_Binning,4096,456,LOSO,6,0.2916666666666667,0.2916666666666667,0.2751233660958812,0.0555555555555555,0.5627813143004116
bci_iv_2a,Chronos_Binning,4096,456,LOSO,7,0.2829861111111111,0.2829861111111111,0.2681904246838409,0.0439814814814815,0.5356987847222223
bci_iv_2a,Chronos_Binning,4096,456,LOSO,8,0.2899305555555556,0.2899305555555556,0.2815867326866364,0.0532407407407407,0.5476626800411523
bci_iv_2a,Chronos_Binning,4096,789,LOSO,0,0.2743055555555556,0.2743055555555556,0.2705215589498234,0.0324074074074074,0.5406720196759259
bci_iv_2a,Chronos_Binning,4096,789,LOSO,1,0.2430555555555555,0.2430555555555555,0.2115338077368756,-0.0092592592592593,0.5037856867283951
bci_iv_2a,Chronos_Binning,4096,789,LOSO,2,0.2934027777777778,0.2934027777777778,0.2824735261518326,0.0578703703703703,0.5518884227109053
bci_iv_2a,Chronos_Binning,4096,789,LOSO,3,0.2586805555555556,0.2586805555555556,0.2359973513654513,0.011574074074074,0.5361890753600823
bci_iv_2a,Chronos_Binning,4096,789,LOSO,4,0.2465277777777778,0.2465277777777778,0.2044457671725401,-0.0046296296296295,0.5218902713477367
bci_iv_2a,Chronos_Binning,4096,789,LOSO,5,0.265625,0.265625,0.23590136408906,0.0208333333333333,0.5364422582304527
bci_iv_2a,Chronos_Binning,4096,789,LOSO,6,0.2916666666666667,0.2916666666666667,0.2751233660958812,0.0555555555555555,0.5627993987911523
bci_iv_2a,Chronos_Binning,4096,789,LOSO,7,0.2795138888888889,0.2795138888888889,0.2641388352468016,0.0393518518518518,0.5357148598251029
bci_iv_2a,Chronos_Binning,4096,789,LOSO,8,0.2899305555555556,0.2899305555555556,0.2815867326866364,0.0532407407407407,0.5476586612654321
bci_iv_2a,Chronos_Binning,4096,2024,LOSO,0,0.2725694444444444,0.2725694444444444,0.2688137105384923,0.0300925925925925,0.5407122074331275
bci_iv_2a,Chronos_Binning,4096,2024,LOSO,1,0.2447916666666666,0.2447916666666666,0.2139094978346186,-0.0069444444444444,0.5038017618312758
bci_iv_2a,Chronos_Binning,4096,2024,LOSO,2,0.2934027777777778,0.2934027777777778,0.282471120907184,0.0578703703703703,0.5518723476080247
bci_iv_2a,Chronos_Binning,4096,2024,LOSO,3,0.2586805555555556,0.2586805555555556,0.2359973513654513,0.011574074074074,0.5361709908693415
bci_iv_2a,Chronos_Binning,4096,2024,LOSO,4,0.2465277777777778,0.2465277777777778,0.2044457671725401,-0.0046296296296295,0.5218962995113169
bci_iv_2a,Chronos_Binning,4096,2024,LOSO,5,0.265625,0.265625,0.2358674800304022,0.0208333333333333,0.5364583333333333
bci_iv_2a,Chronos_Binning,4096,2024,LOSO,6,0.2899305555555556,0.2899305555555556,0.2726093109875104,0.0532407407407407,0.5627692579732511
bci_iv_2a,Chronos_Binning,4096,2024,LOSO,7,0.28125,0.28125,0.2669769858596207,0.0416666666666666,0.5357068222736625
bci_iv_2a,Chronos_Binning,4096,2024,LOSO,8,0.2899305555555556,0.2899305555555556,0.2815867326866364,0.0532407407407407,0.5476506237139919
bci_iv_2a,PSD_LogReg,4096,42,LOSO,0,0.4809027777777778,0.4809027777777777,0.4443012225476372,0.3078703703703703,0.747194894547325
bci_iv_2a,PSD_LogReg,4096,42,LOSO,1,0.265625,0.2656249999999999,0.2363154770967759,0.0208333333333333,0.5326967592592593
bci_iv_2a,PSD_LogReg,4096,42,LOSO,2,0.4340277777777778,0.4340277777777778,0.4061193825227694,0.2453703703703703,0.7886927726337448
bci_iv_2a,PSD_LogReg,4096,42,LOSO,3,0.3784722222222222,0.3784722222222222,0.3303031282048982,0.1712962962962962,0.641452867798354
bci_iv_2a,PSD_LogReg,4096,42,LOSO,4,0.2708333333333333,0.2708333333333333,0.176609491137793,0.0277777777777777,0.555053208590535
bci_iv_2a,PSD_LogReg,4096,42,LOSO,5,0.3298611111111111,0.3298611111111111,0.3014522167512092,0.1064814814814815,0.6406692065329217
bci_iv_2a,PSD_LogReg,4096,42,LOSO,6,0.3177083333333333,0.3177083333333333,0.2956272166893886,0.0902777777777777,0.5743634259259258
bci_iv_2a,PSD_LogReg,4096,42,LOSO,7,0.46875,0.46875,0.4566190029106963,0.2916666666666666,0.7310112847222223
bci_iv_2a,PSD_LogReg,4096,42,LOSO,8,0.4774305555555556,0.4774305555555556,0.4638871716705681,0.3032407407407407,0.7895527906378601
bci_iv_2a,PSD_LogReg,4096,123,LOSO,0,0.4809027777777778,0.4809027777777777,0.4443012225476372,0.3078703703703703,0.7471948945473251
bci_iv_2a,PSD_LogReg,4096,123,LOSO,1,0.265625,0.2656249999999999,0.2363154770967759,0.0208333333333333,0.5326605902777778
bci_iv_2a,PSD_LogReg,4096,123,LOSO,2,0.4340277777777778,0.4340277777777778,0.4061193825227694,0.2453703703703703,0.7886766975308642
bci_iv_2a,PSD_LogReg,4096,123,LOSO,3,0.3784722222222222,0.3784722222222222,0.3303031282048982,0.1712962962962962,0.6414126800411524
bci_iv_2a,PSD_LogReg,4096,123,LOSO,4,0.2708333333333333,0.2708333333333333,0.176609491137793,0.0277777777777777,0.5550893775720165
bci_iv_2a,PSD_LogReg,4096,123,LOSO,5,0.3298611111111111,0.3298611111111111,0.3012671549929617,0.1064814814814815,0.6406692065329218
bci_iv_2a,PSD_LogReg,4096,123,LOSO,6,0.3177083333333333,0.3177083333333333,0.2956272166893886,0.0902777777777777,0.574291087962963
bci_iv_2a,PSD_LogReg,4096,123,LOSO,7,0.46875,0.46875,0.4566011329410136,0.2916666666666666,0.7310233410493827
bci_iv_2a,PSD_LogReg,4096,123,LOSO,8,0.4774305555555556,0.4774305555555556,0.4638871716705681,0.3032407407407407,0.7895527906378601
bci_iv_2a,PSD_LogReg,4096,456,LOSO,0,0.4809027777777778,0.4809027777777777,0.4443012225476372,0.3078703703703703,0.7472109696502057
bci_iv_2a,PSD_LogReg,4096,456,LOSO,1,0.265625,0.2656249999999999,0.2363154770967759,0.0208333333333333,0.5326244212962963
bci_iv_2a,PSD_LogReg,4096,456,LOSO,2,0.4340277777777778,0.4340277777777778,0.4061193825227694,0.2453703703703703,0.7886807163065843
bci_iv_2a,PSD_LogReg,4096,456,LOSO,3,0.3784722222222222,0.3784722222222222,0.3303031282048982,0.1712962962962962,0.6413925861625515
bci_iv_2a,PSD_LogReg,4096,456,LOSO,4,0.2708333333333333,0.2708333333333333,0.176609491137793,0.0277777777777777,0.5550572273662551
bci_iv_2a,PSD_LogReg,4096,456,LOSO,5,0.3298611111111111,0.3298611111111111,0.3014522167512092,0.1064814814814815,0.6406933191872428
bci_iv_2a,PSD_LogReg,4096,456,LOSO,6,0.3177083333333333,0.3177083333333333,0.2956272166893886,0.0902777777777777,0.5743795010288065
bci_iv_2a,PSD_LogReg,4096,456,LOSO,7,0.46875,0.46875,0.4566011329410136,0.2916666666666666,0.7309992283950617
bci_iv_2a,PSD_LogReg,4096,456,LOSO,8,0.4774305555555556,0.4774305555555556,0.4638871716705681,0.3032407407407407,0.7895688657407407
bci_iv_2a,PSD_LogReg,4096,789,LOSO,0,0.4809027777777778,0.4809027777777777,0.4443012225476372,0.3078703703703703,0.7471667631172839
bci_iv_2a,PSD_LogReg,4096,789,LOSO,1,0.265625,0.2656249999999999,0.2363154770967759,0.0208333333333333,0.5326525527263375
bci_iv_2a,PSD_LogReg,4096,789,LOSO,2,0.4340277777777778,0.4340277777777778,0.4061193825227694,0.2453703703703703,0.7886847350823044
bci_iv_2a,PSD_LogReg,4096,789,LOSO,3,0.3784722222222222,0.3784722222222222,0.3303031282048982,0.1712962962962962,0.6414367926954734
bci_iv_2a,PSD_LogReg,4096,789,LOSO,4,0.2708333333333333,0.2708333333333333,0.176609491137793,0.0277777777777777,0.5550853587962964
bci_iv_2a,PSD_LogReg,4096,789,LOSO,5,0.3298611111111111,0.3298611111111111,0.3014522167512092,0.1064814814814815,0.6407013567386832
bci_iv_2a,PSD_LogReg,4096,789,LOSO,6,0.3194444444444444,0.3194444444444445,0.2969523790020595,0.0925925925925925,0.5743433320473251
bci_iv_2a,PSD_LogReg,4096,789,LOSO,7,0.46875,0.46875,0.4566190029106963,0.2916666666666666,0.7309992283950617
bci_iv_2a,PSD_LogReg,4096,789,LOSO,8,0.4774305555555556,0.4774305555555556,0.4638871716705681,0.3032407407407407,0.789528677983539
bci_iv_2a,PSD_LogReg,4096,2024,LOSO,0,0.4809027777777778,0.4809027777777777,0.4443012225476372,0.3078703703703703,0.7471788194444444
bci_iv_2a,PSD_LogReg,4096,2024,LOSO,1,0.265625,0.2656249999999999,0.2363154770967759,0.0208333333333333,0.5326445151748971
bci_iv_2a,PSD_LogReg,4096,2024,LOSO,2,0.4340277777777778,0.4340277777777778,0.4061193825227694,0.2453703703703703,0.7886324909979423
bci_iv_2a,PSD_LogReg,4096,2024,LOSO,3,0.3784722222222222,0.3784722222222222,0.3303031282048982,0.1712962962962962,0.6414769804526749
bci_iv_2a,PSD_LogReg,4096,2024,LOSO,4,0.2708333333333333,0.2708333333333333,0.176609491137793,0.0277777777777777,0.5550532085905351
bci_iv_2a,PSD_LogReg,4096,2024,LOSO,5,0.3298611111111111,0.3298611111111111,0.3014522167512092,0.1064814814814815,0.6406852816358024
bci_iv_2a,PSD_LogReg,4096,2024,LOSO,6,0.3177083333333333,0.3177083333333333,0.2956272166893886,0.0902777777777777,0.5743875385802469
bci_iv_2a,PSD_LogReg,4096,2024,LOSO,7,0.46875,0.46875,0.4566190029106963,0.2916666666666666,0.7309911908436214
bci_iv_2a,PSD_LogReg,4096,2024,LOSO,8,0.4774305555555556,0.4774305555555556,0.4638871716705681,0.3032407407407407,0.7895487718621399
physionet_mi,BPE_Hist_LogReg,4096,42,5fold-subject,0,0.3253715498938428,0.3251808636626827,0.3243550479148669,0.1002337939321794,0.5800835302188373
physionet_mi,BPE_Hist_LogReg,4096,42,5fold-subject,1,0.3370607028753993,0.3371398552519312,0.3362519665387063,0.1161307248445551,0.5852432182957455
physionet_mi,BPE_Hist_LogReg,4096,42,5fold-subject,2,0.32605221097496,0.3264839582302246,0.3254132575024617,0.1016916641823004,0.5835906968551319
physionet_mi,BPE_Hist_LogReg,4096,42,5fold-subject,3,0.3228511530398323,0.3231511920388646,0.3226813349440315,0.0974806271083557,0.5751653246553902
physionet_mi,BPE_Hist_LogReg,4096,42,5fold-subject,4,0.3149466192170818,0.3149952111912072,0.3143730354290811,0.0866330860695397,0.5777052584655186
physionet_mi,BPE_Hist_LogReg,4096,123,5fold-subject,0,0.3192046049188906,0.319216077412406,0.3181738550710291,0.0922490268793433,0.5791955229829462
physionet_mi,BPE_Hist_LogReg,4096,123,5fold-subject,1,0.3322666666666666,0.3329373194448242,0.3305070777646759,0.1102336210023526,0.6000723066712249
physionet_mi,BPE_Hist_LogReg,4096,123,5fold-subject,2,0.2925925925925925,0.2926326833561122,0.2933613903759023,0.0566770968890761,0.5619599512509773
physionet_mi,BPE_Hist_LogReg,4096,123,5fold-subject,3,0.322529224229543,0.3224493386001729,0.3207471774414902,0.0966199343345414,0.578959770472304
physionet_mi,BPE_Hist_LogReg,4096,123,5fold-subject,4,0.3178363880196692,0.3176868357506405,0.316289786957997,0.0901824053065688,0.5650839476314877
physionet_mi,BPE_Hist_LogReg,4096,456,5fold-subject,0,0.3310308182784272,0.3312356160813119,0.3298251871985331,0.1083810983135751,0.5898830305704305
physionet_mi,BPE_Hist_LogReg,4096,456,5fold-subject,1,0.3296645702306079,0.3298014230468418,0.3282786702191226,0.1062190996236008,0.5782033103471924
