dataset,classifier,vocab_size,seed,cv_strategy,fold,accuracy,balanced_accuracy,macro_f1,kappa,auc_roc
bci_iv_2a,BPE_Hist_RF,4096,42,LOSO,7,0.2604166666666667,0.2604166666666667,0.2598096277142444,0.0138888888888888,0.5064340599279835
bci_iv_2a,BPE_Hist_RF,4096,42,LOSO,8,0.2309027777777778,0.2309027777777777,0.2254736518391719,-0.025462962962963,0.4996021412037036
bci_iv_2a,BPE_Hist_RF,4096,123,LOSO,0,0.25,0.25,0.2506608929696473,0.0,0.5075311856995884
bci_iv_2a,BPE_Hist_RF,4096,123,LOSO,1,0.2604166666666667,0.2604166666666667,0.2592339714589583,0.0138888888888888,0.5089056069958847
bci_iv_2a,BPE_Hist_RF,4096,123,LOSO,2,0.234375,0.234375,0.2345499753929845,-0.0208333333333332,0.5006430041152263
bci_iv_2a,BPE_Hist_RF,4096,123,LOSO,3,0.234375,0.234375,0.2335155772265532,-0.0208333333333332,0.5048787937242799
bci_iv_2a,BPE_Hist_RF,4096,123,LOSO,4,0.265625,0.2656249999999999,0.2660929320936013,0.0208333333333333,0.5113570601851852
bci_iv_2a,BPE_Hist_RF,4096,123,LOSO,5,0.2743055555555556,0.2743055555555556,0.273026894449072,0.0324074074074074,0.517578125
bci_iv_2a,BPE_Hist_RF,4096,123,LOSO,6,0.2152777777777778,0.2152777777777778,0.2147521421154696,-0.0462962962962962,0.522850758744856
bci_iv_2a,BPE_Hist_RF,4096,123,LOSO,7,0.2604166666666667,0.2604166666666667,0.2598096277142444,0.0138888888888888,0.5064340599279835
bci_iv_2a,BPE_Hist_RF,4096,123,LOSO,8,0.2309027777777778,0.2309027777777777,0.2254736518391719,-0.025462962962963,0.4996021412037036
bci_iv_2a,BPE_Hist_RF,4096,456,LOSO,0,0.25,0.25,0.2506608929696473,0.0,0.5075311856995884
bci_iv_2a,BPE_Hist_RF,4096,456,LOSO,1,0.2604166666666667,0.2604166666666667,0.2592339714589583,0.0138888888888888,0.5089056069958847
bci_iv_2a,BPE_Hist_RF,4096,456,LOSO,2,0.234375,0.234375,0.2345499753929845,-0.0208333333333332,0.5006430041152263
