method_a,method_b,statistic,p_raw,mean_diff,cohens_dz,p_corrected,significant,dataset,cohens_d
CSP_LDA,PSD_LogReg,0.0,0.0625,-0.08703260431226646,-5.655198635307766,0.8125,False,physionet_mi,
CSP_LDA,Patching_LogReg,1.0,0.25,0.003161978930737225,0.8343462749234793,0.75,False,physionet_mi,
CSP_LDA,VQ_LogReg,0.0,0.0625,-0.0759982697613994,-4.071077992141253,0.75,False,physionet_mi,
Chronos_Binning,EEGNet,0.0,0.0625,-0.2636643704633953,-6.606163272851117,0.6875,False,physionet_mi,
Chronos_Binning,PSD_LogReg,1.0,0.125,-0.02580646741437421,-1.62589539794402,0.5,False,physionet_mi,
Chronos_Binning,Patching_LogReg,0.0,0.0625,0.06438811582862947,5.969655065136757,0.625,False,physionet_mi,
Chronos_Binning,VQ_LogReg,3.0,0.3125,-0.014772132863507158,-0.6622851802467319,0.625,False,physionet_mi,
EEGNet,PSD_LogReg,0.0,0.0625,0.2378579030490211,6.925048680734387,0.5625,False,physionet_mi,
EEGNet,Patching_LogReg,0.0,0.0625,0.32805248629202477,8.002441195686922,0.5,False,physionet_mi,
EEGNet,VQ_LogReg,0.0,0.0625,0.24889223759988816,7.70160803567875,0.4375,False,physionet_mi,
PSD_LogReg,Patching_LogReg,0.0,0.0625,0.09019458324300368,7.6027259977248685,0.375,False,physionet_mi,
PSD_LogReg,VQ_LogReg,3.0,0.3125,0.011034334550867053,0.622823005238813,0.3125,False,physionet_mi,
Patching_LogReg,VQ_LogReg,0.0,0.0625,-0.07916024869213663,-4.8211359572906884,0.3125,False,physionet_mi,
BPE_Bigram_LogReg,BPE_Hist_LogReg,5.0,0.625,-0.008247633544440447,-0.2646738718448476,1.0,False,sleep_edf,
BPE_Bigram_LogReg,BPE_Hist_RF,0.0,0.0625,-0.07226068740237804,-1.742528428397342,1.0,False,sleep_edf,
BPE_Bigram_LogReg,BPE_Seq_CNN,0.0,0.0625,-0.12010635681860374,-12.039668437244538,1.0,False,sleep_edf,
BPE_Bigram_LogReg,BPE_Seq_CW_Transformer,0.0,0.0625,-0.04314404678758858,-3.0547556806239706,1.0,False,sleep_edf,
BPE_Bigram_LogReg,BPE_Seq_Transformer,0.0,0.0625,-0.0693724081582012,-2.076737747732461,1.0,False,sleep_edf,
BPE_Bigram_LogReg,BPE_WindowedSeq_CNN,0.0,0.0625,-0.1296431723774447,-5.208979688378323,1.0,False,sleep_edf,
BPE_Bigram_LogReg,BPE_Windowed_LogReg,6.0,0.8125,-0.0012773244702924736,-0.012521533096487816,1.0,False,sleep_edf,
BPE_Bigram_LogReg,Chronos_Binning,1.0,0.125,0.03823611297686615,1.2378618428935222,1.0,False,sleep_edf,
BPE_Bigram_LogReg,EEGNet,0.0,0.0625,-0.16672369247715796,-5.985901413090445,1.0,False,sleep_edf,
